OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Ice Storm - Number of Events,Ice Storm - Annualized Frequency,Ice Storm - Exposure - Impacted Area (sq mi),Ice Storm - Exposure - Building Value,Ice Storm - Exposure - Population,Ice Storm - Exposure - Population Equivalence,Ice Storm - Exposure - Total,Ice Storm - Historic Loss Ratio - Buildings,Ice Storm - Historic Loss Ratio - Population,Ice Storm - Historic Loss Ratio - Total Rating,Ice Storm - Expected Annual Loss - Building Value,Ice Storm - Expected Annual Loss - Population,Ice Storm - Expected Annual Loss - Population Equivalence,Ice Storm - Expected Annual Loss - Total,Ice Storm - Expected Annual Loss Score,Ice Storm - Expected Annual Loss Rating,Ice Storm - Expected Annual Loss Rate - Building,Ice Storm - Expected Annual Loss Rate - Population,Ice Storm - Expected Annual Loss Rate - National Percentile,Ice Storm - Hazard Type Risk Index Value,Ice Storm - Hazard Type Risk Index Score,Ice Storm - Hazard Type Risk Index Rating,National Risk Index Version
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,0.00,0.01,0.28,"988,129,105.00","5,661.00","77,555,700,000.00","78,543,829,105.00",0.00,0.00,Very Low,890.57,0.00,386.21,"1,276.78",17.80,Very Low,0.00,0.00,29.74,"1,386.38",16.89,Very Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,0.00,0.01,0.19,"467,418,708.00","4,517.00","61,882,900,000.00","62,350,318,708.00",0.00,0.00,Very Low,421.27,0.00,308.16,729.43,8.97,Very Low,0.00,0.00,26.99,573.56,5.82,Very Low,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,0.00,0.01,0.06,"118,005,866.00","2,705.00","37,058,500,000.00","37,176,505,866.00",0.00,0.00,Very Low,106.36,0.00,184.54,290.90,3.33,Very Low,0.00,0.00,22.01,333.35,3.34,Very Low,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,0.00,0.01,0.19,"390,941,978.00","6,425.00","88,022,500,000.00","88,413,441,978.00",0.00,0.00,Very Low,352.34,0.00,438.33,790.68,9.94,Very Low,0.00,0.00,24.05,621.71,6.37,Very Low,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,0.00,0.01,0.31,"411,213,205.00","4,068.00","55,731,600,000.00","56,142,813,205.00",0.00,0.00,Very Low,370.61,0.00,277.53,648.15,7.74,Very Low,0.00,0.00,26.89,672.64,7.04,Very Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,0.00,0.01,0.26,"145,872,126.00","3,152.00","43,182,400,000.00","43,328,272,126.00",0.00,0.00,Very Low,131.47,0.00,215.04,346.51,3.86,Very Low,0.00,0.00,22.43,371.63,3.72,Very Low,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,0.00,0.01,0.08,"182,133,804.00","2,362.00","32,359,400,000.00","32,541,533,804.00",0.00,0.00,Very Low,164.15,0.00,161.14,325.29,3.64,Very Low,0.00,0.00,25.45,255.78,2.72,Very Low,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,0.00,0.01,0.99,"610,563,234.00","6,393.00","87,584,100,000.00","88,194,663,234.00",0.00,0.00,Very Low,550.28,0.00,436.15,986.43,13.13,Very Low,0.00,0.00,26.61,775.64,8.35,Very Low,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,0.00,0.01,3.78,"488,628,411.00","4,694.00","64,307,800,000.00","64,796,428,411.00",0.00,0.00,Very Low,440.39,0.00,320.24,760.63,9.46,Very Low,0.00,0.00,26.93,598.08,6.13,Very Low,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,0.00,0.01,0.74,"430,262,997.00","1,725.00","23,632,500,000.00","24,062,762,997.00",0.00,0.00,Very Low,387.78,0.00,117.68,505.47,5.79,Very Low,0.00,0.00,31.66,616.24,6.33,Very Low,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,0.00,0.01,7.13,"1,225,132,334.00","7,162.00","98,119,400,000.00","99,344,532,334.00",0.00,0.00,Very Low,"1,104.18",0.00,488.61,"1,592.79",22.39,Very Low,0.00,0.00,29.68,"1,606.81",19.89,Very Low,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,0.00,0.01,0.19,"318,770,574.00","1,758.00","24,084,600,000.00","24,403,370,574.00",0.00,0.00,Very Low,287.30,0.00,119.94,407.23,4.52,Very Low,0.00,0.00,30.30,458.03,4.52,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,0.00,0.01,0.39,"170,276,353.00","2,374.00","32,523,800,000.00","32,694,076,353.00",0.00,0.00,Very Low,153.47,0.00,161.96,315.43,3.53,Very Low,0.00,0.00,25.57,248.02,2.65,Very Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,0.00,0.01,0.37,"94,559,770.00","1,047.00","14,343,900,000.00","14,438,459,770.00",0.00,0.00,Very Low,85.22,0.00,71.43,156.65,2.25,Very Low,0.00,0.00,26.44,123.18,1.92,Very Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,0.00,0.01,0.21,"292,419,913.00","1,363.00","18,673,100,000.00","18,965,519,913.00",0.00,0.00,Very Low,263.55,0.00,92.99,356.54,3.96,Very Low,0.00,0.00,30.79,473.81,4.69,Very Low,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,0.00,0.01,0.72,"611,856,922.00","4,680.00","64,116,000,000.00","64,727,856,922.00",0.00,0.00,Very Low,551.45,0.00,319.28,870.73,11.22,Very Low,0.00,0.00,28.12,968.07,10.94,Very Low,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,0.00,0.01,0.03,"189,112,844.00","2,442.00","33,455,400,000.00","33,644,512,844.00",0.00,0.00,Very Low,170.44,0.00,166.60,337.04,3.75,Very Low,0.00,0.00,25.42,377.92,3.77,Very Low,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,0.00,0.01,0.03,"193,287,813.00","2,165.00","29,660,500,000.00","29,853,787,813.00",0.00,0.00,Very Low,174.20,0.00,147.70,321.91,3.61,Very Low,0.00,0.00,26.09,327.25,3.27,Very Low,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,0.00,0.01,0.08,"175,818,458.00","2,411.00","33,030,700,000.00","33,206,518,458.00",0.00,0.00,Very Low,158.46,0.00,164.49,322.95,3.62,Very Low,0.00,0.00,25.07,253.93,2.70,Very Low,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,0.00,0.01,0.18,"430,676,364.00","4,809.00","65,883,300,000.00","66,313,976,364.00",0.00,0.00,Very Low,388.16,0.00,328.08,716.24,8.73,Very Low,0.00,0.00,26.26,908.95,10.12,Very Low,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,0.00,0.01,0.03,"173,604,305.00","1,695.00","23,221,500,000.00","23,395,104,305.00",0.00,0.00,Very Low,156.46,0.00,115.64,272.10,3.18,Very Low,0.00,0.00,26.77,246.48,2.63,Very Low,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,0.00,0.01,0.03,"245,769,002.00","2,646.00","36,250,200,000.00","36,495,969,002.00",0.00,0.00,Very Low,221.50,0.00,180.52,402.02,4.45,Very Low,0.00,0.00,26.29,420.08,4.11,Very Low,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,0.00,0.01,0.43,"447,713,575.00","3,852.00","52,772,400,000.00","53,220,113,575.00",0.00,0.00,Very Low,403.51,0.00,262.80,666.31,8.04,Very Low,0.00,0.00,27.73,523.92,5.25,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,0.00,0.01,0.53,"389,563,587.00","1,565.00","21,440,500,000.00","21,830,063,587.00",0.00,0.00,Very Low,351.10,0.00,106.77,457.87,5.16,Very Low,0.00,0.00,31.79,360.03,3.61,Very Low,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,0.00,0.01,0.59,"240,902,864.00","2,100.00","28,770,000,000.00","29,010,902,864.00",0.00,0.00,Very Low,217.12,0.00,143.27,360.39,4.01,Very Low,0.00,0.00,27.97,283.37,2.91,Very Low,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,0.00,0.01,0.48,"529,727,819.00","3,043.00","41,689,100,000.00","42,218,827,819.00",0.00,0.00,Very Low,477.43,0.00,207.60,685.03,8.30,Very Low,0.00,0.00,29.94,538.64,5.42,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,0.00,0.01,0.42,"348,843,389.00","3,372.00","46,196,400,000.00","46,545,243,389.00",0.00,0.00,Very Low,314.40,0.00,230.05,544.45,6.32,Very Low,0.00,0.00,27.02,904.51,10.05,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,0.00,0.01,8.74,"1,472,487,079.00","6,617.00","90,652,900,000.00","92,125,387,079.00",0.00,0.00,Very Low,"1,327.11",0.00,451.43,"1,778.54",24.85,Very Low,0.00,0.00,31.13,"1,398.47",17.06,Very Low,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,0.00,0.01,0.77,"806,651,794.00","6,965.00","95,420,500,000.00","96,227,151,794.00",0.00,0.00,Very Low,727.01,0.00,475.17,"1,202.19",16.55,Very Low,0.00,0.00,27.63,945.28,10.66,Very Low,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,0.00,0.01,2.43,"983,354,968.00","5,487.00","75,171,900,000.00","76,155,254,968.00",0.00,0.00,Very Low,886.27,0.00,374.34,"1,260.61",17.55,Very Low,0.00,0.00,29.94,"1,498.19",18.44,Very Low,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,0.00,0.01,0.18,"250,067,688.00","2,005.00","27,468,500,000.00","27,718,567,688.00",0.00,0.00,Very Low,225.38,0.00,136.79,362.17,4.03,Very Low,0.00,0.00,28.20,453.56,4.46,Very Low,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,0.00,0.01,0.14,"566,790,774.00","5,292.00","72,500,400,000.00","73,067,190,774.00",0.00,0.00,Very Low,510.83,0.00,361.04,871.87,11.24,Very Low,0.00,0.00,27.04,"1,043.55",11.96,Very Low,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,0.00,0.01,0.96,"677,696,119.00","3,363.00","46,073,100,000.00","46,750,796,119.00",0.00,0.00,Very Low,610.79,0.00,229.43,840.22,10.72,Very Low,0.00,0.00,30.47,943.59,10.64,Very Low,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,0.00,0.01,0.29,"302,896,418.00","2,164.00","29,646,800,000.00","29,949,696,418.00",0.00,0.00,Very Low,272.99,0.00,147.63,420.63,4.69,Very Low,0.00,0.00,28.50,500.91,5.00,Very Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,0.00,0.01,0.21,"359,569,228.00","2,880.00","39,456,000,000.00","39,815,569,228.00",0.00,0.00,Very Low,324.07,0.00,196.48,520.55,6.01,Very Low,0.00,0.00,28.02,513.44,5.13,Very Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,0.00,0.01,0.59,"614,023,274.00","3,416.00","46,799,200,000.00","47,413,223,274.00",0.00,0.00,Very Low,553.40,0.00,233.05,786.45,9.86,Very Low,0.00,0.00,29.91,909.56,10.13,Very Low,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,0.00,0.01,7.77,"392,270,154.00","2,034.00","27,865,800,000.00","28,258,070,154.00",0.00,0.00,Very Low,353.54,0.00,138.77,492.31,5.64,Very Low,0.00,0.00,30.32,387.10,3.85,Very Low,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,0.00,0.01,4.36,"478,000,276.00","3,443.00","47,169,100,000.00","47,647,100,276.00",0.00,0.00,Very Low,430.81,0.00,234.89,665.70,8.03,Very Low,0.00,0.00,28.48,707.33,7.46,Very Low,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,0.00,0.01,0.30,"239,162,169.00","1,631.00","22,344,700,000.00","22,583,862,169.00",0.00,0.00,Very Low,215.55,0.00,111.27,326.82,3.66,Very Low,0.00,0.00,28.90,318.64,3.19,Very Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,0.00,0.01,0.49,"792,473,061.00","2,897.00","39,688,900,000.00","40,481,373,061.00",0.00,0.00,Very Low,714.23,0.00,197.64,911.87,11.94,Very Low,0.00,0.00,32.32,"1,058.88",12.19,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,0.00,0.01,5.16,"807,797,201.00","6,997.00","95,858,900,000.00","96,666,697,201.00",0.00,0.00,Very Low,728.04,0.00,477.36,"1,205.40",16.61,Very Low,0.00,0.00,27.69,"1,540.44",18.99,Very Low,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,0.00,0.01,0.19,"184,577,491.00","1,655.00","22,673,500,000.00","22,858,077,491.00",0.00,0.00,Very Low,166.35,0.00,112.91,279.26,3.24,Very Low,0.00,0.00,27.94,243.74,2.62,Very Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,0.00,0.01,0.39,"535,107,553.00","2,760.00","37,812,000,000.00","38,347,107,553.00",0.00,0.00,Very Low,482.28,0.00,188.30,670.57,8.07,Very Low,0.00,0.00,30.26,881.67,9.74,Very Low,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,0.00,0.01,0.20,"272,320,898.00","2,439.00","33,414,300,000.00","33,686,620,898.00",0.00,0.00,Very Low,245.43,0.00,166.40,411.83,4.57,Very Low,0.00,0.00,27.50,365.01,3.66,Very Low,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,0.00,0.01,0.60,"592,100,463.00","2,697.00","36,948,900,000.00","37,541,000,463.00",0.00,0.00,Very Low,533.64,0.00,184.00,717.64,8.76,Very Low,0.00,0.00,31.11,753.39,8.04,Very Low,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,0.00,0.01,0.31,"423,544,032.00","2,933.00","40,182,100,000.00","40,605,644,032.00",0.00,0.00,Very Low,381.73,0.00,200.10,581.83,6.83,Very Low,0.00,0.00,28.97,860.22,9.47,Very Low,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,0.00,0.01,0.27,"361,596,402.00","2,634.00","36,085,800,000.00","36,447,396,402.00",0.00,0.00,Very Low,325.90,0.00,179.70,505.60,5.79,Very Low,0.00,0.00,28.65,500.14,4.99,Very Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,0.00,0.01,0.60,"752,770,119.00","7,253.00","99,366,100,000.00","100,118,870,119.00",0.00,0.00,Very Low,678.45,0.00,494.82,"1,173.27",16.13,Very Low,0.00,0.00,26.92,"1,085.03",12.52,Very Low,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,0.00,0.01,0.42,"529,392,716.00","4,988.00","68,335,600,000.00","68,864,992,716.00",0.00,0.00,Very Low,477.13,0.00,340.30,817.42,10.37,Very Low,0.00,0.00,26.99,915.06,10.21,Very Low,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,0.00,0.01,0.29,"495,721,098.00","3,778.00","51,758,600,000.00","52,254,321,098.00",0.00,0.00,Very Low,446.78,0.00,257.75,704.53,8.55,Very Low,0.00,0.00,28.48,988.63,11.24,Very Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,0.00,0.01,0.72,"638,435,481.00","6,931.00","94,954,700,000.00","95,593,135,481.00",0.00,0.00,Very Low,575.40,0.00,472.85,"1,048.26",14.13,Very Low,0.00,0.00,26.44,824.25,8.98,Very Low,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,0.00,0.01,0.50,"381,888,273.00","3,609.00","49,443,300,000.00","49,825,188,273.00",0.00,0.00,Very Low,344.18,0.00,246.22,590.40,6.95,Very Low,0.00,0.00,26.96,518.44,5.19,Very Low,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,0.00,0.01,0.19,"237,916,277.00","3,400.00","46,580,000,000.00","46,817,916,277.00",0.00,0.00,Very Low,214.43,0.00,231.96,446.39,5.00,Very Low,0.00,0.00,25.06,350.99,3.49,Very Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,0.00,0.01,0.67,"291,005,740.00","2,168.00","29,701,600,000.00","29,992,605,740.00",0.00,0.00,Very Low,262.27,0.00,147.91,410.18,4.56,Very Low,0.00,0.00,28.56,322.53,3.23,Very Low,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,0.00,0.01,0.23,"398,034,765.00","4,275.00","58,567,500,000.00","58,965,534,765.00",0.00,0.00,Very Low,358.74,0.00,291.65,650.39,7.78,Very Low,0.00,0.00,26.51,511.40,5.11,Very Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,0.00,0.01,0.10,"236,011,376.00","2,217.00","30,372,900,000.00","30,608,911,376.00",0.00,0.00,Very Low,212.71,0.00,151.25,363.96,4.05,Very Low,0.00,0.00,27.04,286.18,2.93,Very Low,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,0.00,0.01,0.16,"407,826,059.00","3,661.00","50,155,700,000.00","50,563,526,059.00",0.00,0.00,Very Low,367.56,0.00,249.76,617.33,7.34,Very Low,0.00,0.00,27.30,485.41,4.82,Very Low,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,0.00,0.01,1.07,"404,871,278.00","2,179.00","29,852,300,000.00","30,257,171,278.00",0.00,0.00,Very Low,364.90,0.00,148.66,513.56,5.90,Very Low,0.00,0.00,29.99,403.81,3.98,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,0.00,0.01,2.01,"868,597,257.00","4,408.00","60,389,600,000.00","61,258,197,257.00",0.00,0.00,Very Low,782.84,0.00,300.73,"1,083.57",14.68,Very Low,0.00,0.00,30.44,852.01,9.36,Very Low,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,0.00,0.01,0.36,"321,665,541.00","3,027.00","41,469,900,000.00","41,791,565,541.00",0.00,0.00,Very Low,289.91,0.00,206.51,496.42,5.69,Very Low,0.00,0.00,27.35,507.65,5.06,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,0.00,0.01,0.28,"230,807,235.00","4,032.00","55,238,400,000.00","55,469,207,235.00",0.00,0.00,Very Low,208.02,0.00,275.08,483.10,5.50,Very Low,0.00,0.00,24.02,486.71,4.83,Very Low,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,0.00,0.01,0.93,"372,338,837.00","3,973.00","54,430,100,000.00","54,802,438,837.00",0.00,0.00,Very Low,335.58,0.00,271.05,606.63,7.17,Very Low,0.00,0.00,27.15,552.59,5.57,Very Low,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,0.00,0.01,28.67,"855,249,825.00","8,147.00","111,613,900,000.00","112,469,149,825.00",0.00,0.00,Very Low,770.81,0.00,555.81,"1,326.62",18.54,Very Low,0.00,0.00,27.19,"1,325.09",16.01,Very Low,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,0.00,0.01,0.25,"352,570,005.00","3,847.00","52,703,900,000.00","53,056,470,005.00",0.00,0.00,Very Low,317.76,0.00,262.45,580.21,6.80,Very Low,0.00,0.00,26.31,531.59,5.34,Very Low,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,0.00,0.01,0.10,"158,468,843.00","2,110.00","28,907,000,000.00","29,065,468,843.00",0.00,0.00,Very Low,142.82,0.00,143.95,286.77,3.31,Very Low,0.00,0.00,25.28,225.49,2.49,Very Low,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,0.00,0.01,0.28,"258,321,693.00","2,779.00","38,072,300,000.00","38,330,621,693.00",0.00,0.00,Very Low,232.82,0.00,189.59,422.41,4.71,Very Low,0.00,0.00,26.38,332.14,3.33,Very Low,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,0.00,0.01,1.69,"395,010,992.00","3,226.00","44,196,200,000.00","44,591,210,992.00",0.00,0.00,Very Low,356.01,0.00,220.09,576.10,6.74,Very Low,0.00,0.00,27.83,452.99,4.45,Very Low,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,0.00,0.01,1.10,"556,424,387.00","5,317.00","72,842,900,000.00","73,399,324,387.00",0.00,0.00,Very Low,501.49,0.00,362.74,864.23,11.12,Very Low,0.00,0.00,27.17,679.55,7.13,Very Low,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,0.00,0.01,0.47,"371,108,131.00","2,726.00","37,346,200,000.00","37,717,308,131.00",0.00,0.00,Very Low,334.47,0.00,185.98,520.44,6.01,Very Low,0.00,0.00,28.32,409.23,4.01,Very Low,December 2025
