OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Ice Storm - Number of Events,Ice Storm - Annualized Frequency,Ice Storm - Exposure - Impacted Area (sq mi),Ice Storm - Exposure - Building Value,Ice Storm - Exposure - Population,Ice Storm - Exposure - Population Equivalence,Ice Storm - Exposure - Total,Ice Storm - Historic Loss Ratio - Buildings,Ice Storm - Historic Loss Ratio - Population,Ice Storm - Historic Loss Ratio - Total Rating,Ice Storm - Expected Annual Loss - Building Value,Ice Storm - Expected Annual Loss - Population,Ice Storm - Expected Annual Loss - Population Equivalence,Ice Storm - Expected Annual Loss - Total,Ice Storm - Expected Annual Loss Score,Ice Storm - Expected Annual Loss Rating,Ice Storm - Expected Annual Loss Rate - Building,Ice Storm - Expected Annual Loss Rate - Population,Ice Storm - Expected Annual Loss Rate - National Percentile,Ice Storm - Hazard Type Risk Index Value,Ice Storm - Hazard Type Risk Index Score,Ice Storm - Hazard Type Risk Index Rating,National Risk Index Version
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,0.00,0.01,0.27,"232,625,806.00","2,800.00","38,360,000,000.00","38,592,625,806.00",0.00,0.00,Very Low,209.66,0.00,191.02,400.68,4.43,Very Low,0.00,0.00,25.84,315.06,3.16,Very Low,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,0.00,0.01,0.42,"686,875,059.00","6,490.00","88,913,000,000.00","89,599,875,059.00",0.00,0.00,Very Low,619.06,0.00,442.77,"1,061.83",14.32,Very Low,0.00,0.00,27.05,"1,177.63",13.83,Very Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,0.00,0.01,0.76,"483,648,857.00","3,331.00","45,634,700,000.00","46,118,348,857.00",0.00,0.00,Very Low,435.90,0.00,227.25,663.15,7.99,Very Low,0.00,0.00,28.85,688.12,7.23,Very Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,0.00,0.01,0.32,"450,538,176.00","6,985.00","95,694,500,000.00","96,145,038,176.00",0.00,0.00,Very Low,406.06,0.00,476.54,882.59,11.43,Very Low,0.00,0.00,24.48,957.19,10.79,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,0.00,0.01,0.16,"226,703,522.00","4,056.00","55,567,200,000.00","55,793,903,522.00",0.00,0.00,Very Low,204.32,0.00,276.71,481.03,5.47,Very Low,0.00,0.00,23.76,454.07,4.46,Very Low,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,0.00,0.01,0.43,"635,604,840.00","5,304.00","72,664,800,000.00","73,300,404,840.00",0.00,0.00,Very Low,572.85,0.00,361.85,934.71,12.28,Very Low,0.00,0.00,27.77,988.46,11.23,Very Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,0.00,0.01,0.65,"486,847,501.00","4,026.00","55,156,200,000.00","55,643,047,501.00",0.00,0.00,Very Low,438.78,0.00,274.67,713.45,8.69,Very Low,0.00,0.00,27.89,680.58,7.14,Very Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,0.00,0.01,0.39,"515,037,267.00","3,820.00","52,334,000,000.00","52,849,037,267.00",0.00,0.00,Very Low,464.19,0.00,260.61,724.80,8.88,Very Low,0.00,0.00,28.42,660.73,6.90,Very Low,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,0.00,0.01,0.19,"318,609,165.00","3,103.00","42,511,100,000.00","42,829,709,165.00",0.00,0.00,Very Low,287.15,0.00,211.70,498.85,5.71,Very Low,0.00,0.00,26.90,565.26,5.72,Very Low,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,0.00,0.01,0.32,"404,962,635.00","5,128.00","70,253,600,000.00","70,658,562,635.00",0.00,0.00,Very Low,364.98,0.00,349.85,714.83,8.71,Very Low,0.00,0.00,25.60,686.55,7.21,Very Low,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,0.00,0.01,0.77,"770,563,241.00","4,579.00","62,732,300,000.00","63,502,863,241.00",0.00,0.00,Very Low,694.49,0.00,312.39,"1,006.88",13.47,Very Low,0.00,0.00,29.65,919.78,10.28,Very Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,0.00,0.01,0.92,"766,428,744.00","5,529.00","75,747,300,000.00","76,513,728,744.00",0.00,0.00,Very Low,690.76,0.00,377.21,"1,067.96",14.42,Very Low,0.00,0.00,28.57,839.75,9.20,Very Low,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,0.00,0.01,0.35,"271,634,712.00","3,121.00","42,757,700,000.00","43,029,334,712.00",0.00,0.00,Very Low,244.82,0.00,212.92,457.74,5.16,Very Low,0.00,0.00,26.17,434.60,4.26,Very Low,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,0.00,0.01,0.90,"333,238,530.00","1,742.00","23,865,400,000.00","24,198,638,530.00",0.00,0.00,Very Low,300.34,0.00,118.84,419.18,4.67,Very Low,0.00,0.00,30.19,329.61,3.29,Very Low,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,0.00,0.01,0.50,"519,880,837.00","4,102.00","56,197,400,000.00","56,717,280,837.00",0.00,0.00,Very Low,468.55,0.00,279.85,748.40,9.26,Very Low,0.00,0.00,28.02,588.47,6.01,Very Low,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,0.00,0.01,0.53,"623,085,308.00","4,906.00","67,212,200,000.00","67,835,285,308.00",0.00,0.00,Very Low,561.57,0.00,334.70,896.27,11.65,Very Low,0.00,0.00,28.01,"1,121.72",13.07,Very Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,0.00,0.01,0.41,"501,774,551.00","2,416.00","33,099,200,000.00","33,600,974,551.00",0.00,0.00,Very Low,452.23,0.00,164.83,617.06,7.33,Very Low,0.00,0.00,30.78,485.20,4.81,Very Low,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,0.00,0.01,28.07,"594,642,397.00","3,224.00","44,168,800,000.00","44,763,442,397.00",0.00,0.00,Very Low,535.93,0.00,219.95,755.88,9.39,Very Low,0.00,0.00,30.04,594.36,6.09,Very Low,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,0.00,0.01,0.31,"389,340,730.00","2,645.00","36,236,500,000.00","36,625,840,730.00",0.00,0.00,Very Low,350.90,0.00,180.45,531.35,6.16,Very Low,0.00,0.00,28.90,484.01,4.79,Very Low,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,0.00,0.01,1.56,"436,306,311.00","3,223.00","44,155,100,000.00","44,591,406,311.00",0.00,0.00,Very Low,393.23,0.00,219.88,613.11,7.27,Very Low,0.00,0.00,28.45,795.06,8.58,Very Low,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,0.00,0.01,8.45,"462,373,475.00","3,526.00","48,306,200,000.00","48,768,573,475.00",0.00,0.00,Very Low,416.72,0.00,240.55,657.28,7.90,Very Low,0.00,0.00,28.23,516.82,5.17,Very Low,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,0.00,0.01,0.27,"389,450,935.00","3,931.00","53,854,700,000.00","54,244,150,935.00",0.00,0.00,Very Low,351.00,0.00,268.18,619.19,7.37,Very Low,0.00,0.00,26.69,486.87,4.83,Very Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,0.00,0.01,0.31,"348,533,211.00","3,275.00","44,867,500,000.00","45,216,033,211.00",0.00,0.00,Very Low,314.12,0.00,223.43,537.55,6.24,Very Low,0.00,0.00,27.12,709.42,7.49,Very Low,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,0.00,0.01,0.10,"205,507,773.00","1,737.00","23,796,900,000.00","24,002,407,773.00",0.00,0.00,Very Low,185.22,0.00,118.50,303.72,3.43,Very Low,0.00,0.00,27.58,267.35,2.81,Very Low,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,0.00,0.01,0.12,"299,381,979.00","3,242.00","44,415,400,000.00","44,714,781,979.00",0.00,0.00,Very Low,269.82,0.00,221.18,491.00,5.61,Very Low,0.00,0.00,26.30,505.18,5.04,Very Low,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,0.00,0.01,0.50,"260,775,098.00","2,595.00","35,551,500,000.00","35,812,275,098.00",0.00,0.00,Very Low,235.03,0.00,177.04,412.07,4.57,Very Low,0.00,0.00,26.70,324.01,3.24,Very Low,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,0.00,0.01,0.49,"270,585,252.00","2,936.00","40,223,200,000.00","40,493,785,252.00",0.00,0.00,Very Low,243.87,0.00,200.30,444.17,4.97,Very Low,0.00,0.00,26.53,349.26,3.48,Very Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,0.00,0.01,0.28,"388,311,615.00","1,934.00","26,495,800,000.00","26,884,111,615.00",0.00,0.00,Very Low,349.97,0.00,131.94,481.92,5.48,Very Low,0.00,0.00,30.54,438.07,4.31,Very Low,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,0.00,0.01,0.24,"342,650,108.00","2,370.00","32,469,000,000.00","32,811,650,108.00",0.00,0.00,Very Low,308.82,0.00,161.69,470.51,5.33,Very Low,0.00,0.00,28.70,603.26,6.18,Very Low,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,0.00,0.01,0.19,"192,256,697.00","1,372.00","18,796,400,000.00","18,988,656,697.00",0.00,0.00,Very Low,173.28,0.00,93.60,266.88,3.13,Very Low,0.00,0.00,28.49,249.48,2.66,Very Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,0.00,0.01,0.25,"427,413,458.00","3,517.00","48,182,900,000.00","48,610,313,458.00",0.00,0.00,Very Low,385.22,0.00,239.94,625.16,7.44,Very Low,0.00,0.00,27.75,491.56,4.89,Very Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,0.00,0.01,1.69,"731,287,120.00","1,436.00","19,673,200,000.00","20,404,487,120.00",0.00,0.00,Very Low,659.09,0.00,97.97,757.06,9.41,Very Low,0.00,0.00,34.36,823.00,8.96,Very Low,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,0.00,0.01,0.23,"357,562,455.00","2,882.00","39,483,400,000.00","39,840,962,455.00",0.00,0.00,Very Low,322.26,0.00,196.62,518.88,5.98,Very Low,0.00,0.00,27.91,408.00,4.00,Very Low,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,0.00,0.01,0.11,"221,995,728.00","1,846.00","25,290,200,000.00","25,512,195,728.00",0.00,0.00,Very Low,200.08,0.00,125.94,326.02,3.65,Very Low,0.00,0.00,27.66,307.20,3.08,Very Low,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,0.00,0.01,0.24,"497,556,973.00","2,807.00","38,455,900,000.00","38,953,456,973.00",0.00,0.00,Very Low,448.43,0.00,191.50,639.94,7.64,Very Low,0.00,0.00,29.72,917.12,10.24,Very Low,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,0.00,0.01,0.28,"383,470,875.00","1,540.00","21,098,000,000.00","21,481,470,875.00",0.00,0.00,Very Low,345.61,0.00,105.06,450.67,5.05,Very Low,0.00,0.00,31.50,411.69,4.03,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,0.00,0.01,0.16,"199,634,063.00","2,068.00","28,331,600,000.00","28,531,234,063.00",0.00,0.00,Very Low,179.92,0.00,141.09,321.01,3.59,Very Low,0.00,0.00,26.55,252.41,2.68,Very Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,0.00,0.01,0.11,"180,086,704.00","2,101.00","28,783,700,000.00","28,963,786,704.00",0.00,0.00,Very Low,162.31,0.00,143.34,305.64,3.44,Very Low,0.00,0.00,26.06,405.87,3.99,Very Low,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,0.00,0.01,1.56,"778,597,608.00","6,000.00","82,200,000,000.00","82,978,597,608.00",0.00,0.00,Very Low,701.73,0.00,409.34,"1,111.07",15.11,Very Low,0.00,0.00,28.14,"1,156.58",13.58,Very Low,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,0.00,0.01,2.62,"291,265,877.00","2,412.00","33,044,400,000.00","33,335,665,877.00",0.00,0.00,Very Low,262.51,0.00,164.55,427.06,4.76,Very Low,0.00,0.00,28.37,335.80,3.35,Very Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,0.00,0.01,12.94,"512,410,165.00","5,684.00","77,870,800,000.00","78,383,210,165.00",0.00,0.00,Very Low,461.82,0.00,387.78,849.60,10.90,Very Low,0.00,0.00,26.45,776.10,8.36,Very Low,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,0.00,0.01,0.54,"337,751,539.00","3,423.00","46,895,100,000.00","47,232,851,539.00",0.00,0.00,Very Low,304.41,0.00,233.53,537.93,6.25,Very Low,0.00,0.00,26.72,531.49,5.33,Very Low,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,0.00,0.01,0.47,"418,572,799.00","2,762.00","37,839,400,000.00","38,257,972,799.00",0.00,0.00,Very Low,377.25,0.00,188.43,565.68,6.60,Very Low,0.00,0.00,29.13,570.45,5.79,Very Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,0.00,0.01,0.38,"297,655,343.00","2,260.00","30,962,000,000.00","31,259,655,343.00",0.00,0.00,Very Low,268.27,0.00,154.18,422.45,4.71,Very Low,0.00,0.00,28.32,377.15,3.77,Very Low,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,0.00,0.01,0.15,"383,725,888.00","1,575.00","21,577,500,000.00","21,961,225,888.00",0.00,0.00,Very Low,345.84,0.00,107.45,453.29,5.09,Very Low,0.00,0.00,31.53,694.36,7.31,Very Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,0.00,0.01,0.33,"408,841,159.00","3,324.00","45,538,800,000.00","45,947,641,159.00",0.00,0.00,Very Low,368.48,0.00,226.77,595.25,7.02,Very Low,0.00,0.00,28.09,793.80,8.57,Very Low,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,0.00,0.01,0.39,"176,035,530.00","1,471.00","20,152,700,000.00","20,328,735,530.00",0.00,0.00,Very Low,158.66,0.00,100.36,259.01,3.05,Very Low,0.00,0.00,27.80,203.66,2.36,Very Low,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,0.00,0.01,0.30,"368,858,087.00","3,843.00","52,649,100,000.00","53,017,958,087.00",0.00,0.00,Very Low,332.44,0.00,262.18,594.62,7.01,Very Low,0.00,0.00,26.63,766.70,8.22,Very Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,0.00,0.01,0.68,"330,664,122.00","2,734.00","37,455,800,000.00","37,786,464,122.00",0.00,0.00,Very Low,298.02,0.00,186.52,484.54,5.52,Very Low,0.00,0.00,27.79,381.00,3.79,Very Low,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,0.00,0.01,0.27,"123,966,665.00",991.00,"13,576,700,000.00","13,700,666,665.00",0.00,0.00,Very Low,111.73,0.00,67.61,179.34,2.40,Very Low,0.00,0.00,28.23,141.01,2.02,Very Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,0.00,0.01,0.29,"239,596,730.00","2,643.00","36,209,100,000.00","36,448,696,730.00",0.00,0.00,Very Low,215.94,0.00,180.31,396.25,4.38,Very Low,0.00,0.00,26.65,311.58,3.13,Very Low,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,0.00,0.01,0.15,"252,053,146.00","1,255.00","17,193,500,000.00","17,445,553,146.00",0.00,0.00,Very Low,227.17,0.00,85.62,312.79,3.50,Very Low,0.00,0.00,30.81,245.95,2.63,Very Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,0.00,0.01,0.37,"312,273,650.00","2,546.00","34,880,200,000.00","35,192,473,650.00",0.00,0.00,Very Low,281.44,0.00,173.70,455.14,5.13,Very Low,0.00,0.00,28.00,357.88,3.58,Very Low,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,0.00,0.01,1.03,"638,290,063.00","4,713.00","64,568,100,000.00","65,206,390,063.00",0.00,0.00,Very Low,575.27,0.00,321.54,896.81,11.66,Very Low,0.00,0.00,28.56,705.16,7.44,Very Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,0.00,0.01,1.97,"491,807,044.00","5,070.00","69,459,000,000.00","69,950,807,044.00",0.00,0.00,Very Low,443.25,0.00,345.89,789.14,9.91,Very Low,0.00,0.00,26.59,858.09,9.45,Very Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,0.00,0.01,2.23,"306,052,719.00","3,553.00","48,676,100,000.00","48,982,152,719.00",0.00,0.00,Very Low,275.84,0.00,242.40,518.23,5.97,Very Low,0.00,0.00,26.54,769.22,8.25,Very Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,0.00,0.01,1.52,"228,309,730.00","3,134.00","42,935,800,000.00","43,164,109,730.00",0.00,0.00,Very Low,205.77,0.00,213.81,419.58,4.67,Very Low,0.00,0.00,25.61,456.11,4.49,Very Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,0.00,0.01,0.70,"339,407,134.00","3,660.00","50,142,000,000.00","50,481,407,134.00",0.00,0.00,Very Low,305.90,0.00,249.70,555.59,6.48,Very Low,0.00,0.00,26.46,957.90,10.80,Very Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,0.00,0.01,3.86,"484,618,530.00","3,427.00","46,949,900,000.00","47,434,518,530.00",0.00,0.00,Very Low,436.77,0.00,233.80,670.57,8.07,Very Low,0.00,0.00,28.79,527.27,5.28,Very Low,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,0.00,0.01,3.52,"611,567,353.00","3,897.00","53,388,900,000.00","54,000,467,353.00",0.00,0.00,Very Low,551.19,0.00,265.87,817.05,10.36,Very Low,0.00,0.00,29.22,742.71,7.90,Very Low,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,0.00,0.01,0.54,"325,394,217.00","2,263.00","31,003,100,000.00","31,328,494,217.00",0.00,0.00,Very Low,293.27,0.00,154.39,447.66,5.01,Very Low,0.00,0.00,28.76,658.73,6.88,Very Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
