OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Strong Wind - Number of Events,Strong Wind - Annualized Frequency,Strong Wind - Exposure - Impacted Area (sq mi),Strong Wind - Exposure - Building Value,Strong Wind - Exposure - Population,Strong Wind - Exposure - Population Equivalence,Strong Wind - Exposure - Agriculture Value,Strong Wind - Exposure - Total,Strong Wind - Historic Loss Ratio - Buildings,Strong Wind - Historic Loss Ratio - Population,Strong Wind - Historic Loss Ratio - Agriculture,Strong Wind - Historic Loss Ratio - Total Rating,Strong Wind - Expected Annual Loss - Building Value,Strong Wind - Expected Annual Loss - Population,Strong Wind - Expected Annual Loss - Population Equivalence,Strong Wind - Expected Annual Loss - Agriculture Value,Strong Wind - Expected Annual Loss - Total,Strong Wind - Expected Annual Loss Score,Strong Wind - Expected Annual Loss Rating,Strong Wind - Expected Annual Loss Rate - Building,Strong Wind - Expected Annual Loss Rate - Population,Strong Wind - Expected Annual Loss Rate - Agriculture,Strong Wind - Expected Annual Loss Rate - National Percentile,Strong Wind - Hazard Type Risk Index Value,Strong Wind - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Rating,National Risk Index Version
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,1.00,0.01,1.62,"495,633,895.00","3,832.00","52,498,400,000.00",0.00,"52,994,033,895.00",0.00,0.00,0.00,Very Low,61.62,0.00,162.74,0.00,224.37,4.16,Very Low,0.00,0.00,0.00,12.88,210.93,2.66,Very Low,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,1.00,0.01,1.27,"624,903,574.00","3,256.00","44,607,200,000.00",0.00,"45,232,103,574.00",0.00,0.00,0.00,Very Low,77.70,0.00,138.28,0.00,215.98,4.02,Very Low,0.00,0.00,0.00,15.38,252.23,3.16,Very Low,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,1.00,0.01,0.32,"561,742,335.00","4,157.00","56,950,900,000.00",0.00,"57,512,642,335.00",0.00,0.00,0.00,Very Low,69.84,0.00,176.54,0.00,246.39,4.49,Very Low,0.00,0.00,0.00,13.06,283.35,3.55,Very Low,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,1.00,0.01,0.38,"522,436,861.00","3,803.00","52,101,100,000.00",0.00,"52,623,536,861.00",0.00,0.00,0.00,Very Low,64.96,0.00,161.51,0.00,226.47,4.19,Very Low,0.00,0.00,0.00,13.16,232.38,2.93,Very Low,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,1.00,0.01,0.21,"482,564,582.00","2,630.00","36,031,000,000.00",0.00,"36,513,564,582.00",0.00,0.00,0.00,Very Low,60.00,0.00,111.69,0.00,171.69,3.32,Very Low,0.00,0.00,0.00,14.76,153.63,1.96,Very Low,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,1.00,0.01,9.64,"1,248,635,272.00","3,697.00","50,648,900,000.00","246,613.00","51,897,781,885.00",0.00,0.00,0.00,Very Low,155.25,0.00,157.01,0.38,312.63,5.52,Very Low,0.00,0.00,0.00,19.38,288.97,3.62,Very Low,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,1.00,0.01,1.27,"634,573,806.00","4,212.00","57,704,400,000.00","6,967.00","58,338,980,773.00",0.00,0.00,0.00,Very Low,78.90,0.00,178.88,0.01,257.79,4.68,Very Low,0.00,0.00,0.00,13.80,202.70,2.57,Very Low,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,1.00,0.01,0.78,"821,584,108.00","5,089.00","69,719,300,000.00",0.00,"70,540,884,108.00",0.00,0.00,0.00,Very Low,102.15,0.00,216.13,0.00,318.28,5.62,Very Low,0.00,0.00,0.00,14.08,293.21,3.68,Very Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,1.00,0.01,0.43,"807,118,123.00","3,664.00","50,196,800,000.00",0.00,"51,003,918,123.00",0.00,0.00,0.00,Very Low,100.35,0.00,155.61,0.00,255.96,4.65,Very Low,0.00,0.00,0.00,15.98,271.19,3.40,Very Low,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,1.00,0.01,1.52,"932,908,401.00","6,143.00","84,159,100,000.00",0.00,"85,092,008,401.00",0.00,0.00,0.00,Very Low,115.99,0.00,260.89,0.00,376.88,6.49,Very Low,0.00,0.00,0.00,13.83,348.25,4.41,Very Low,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,1.00,0.01,0.97,"1,091,818,077.00","4,611.00","63,170,700,000.00",0.00,"64,262,518,077.00",0.00,0.00,0.00,Very Low,135.75,0.00,195.82,0.00,331.57,5.85,Very Low,0.00,0.00,0.00,16.72,310.44,3.90,Very Low,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,1.00,0.01,0.48,"443,954,013.00","1,676.00","22,961,200,000.00",0.00,"23,405,154,013.00",0.00,0.00,0.00,Very Low,55.20,0.00,71.18,0.00,126.38,2.63,Very Low,0.00,0.00,0.00,17.50,123.83,1.53,Very Low,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,1.00,0.01,5.91,"652,943,814.00","6,057.00","82,980,900,000.00","8,790,204.00","83,642,634,018.00",0.00,0.00,0.00,Very Low,81.18,0.00,257.24,13.39,351.81,6.14,Very Low,0.00,0.00,0.00,18.53,439.57,5.45,Very Low,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,1.00,0.01,1.11,"228,550,283.00","1,759.00","24,098,300,000.00","157,507.00","24,327,007,790.00",0.00,0.00,0.00,Very Low,28.42,0.00,74.70,0.24,103.36,2.23,Very Low,0.00,0.00,0.00,13.41,81.27,0.98,Very Low,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,1.00,0.01,1.71,"1,876,411,652.00","11,046.00","151,330,200,000.00",0.00,"153,206,611,652.00",0.00,0.00,0.00,Very Low,233.30,0.00,469.11,0.00,702.41,9.19,Very Low,0.00,0.00,0.00,14.35,744.38,7.93,Very Low,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,1.00,0.01,2.36,"553,053,008.00","2,023.00","27,715,100,000.00",0.00,"28,268,153,008.00",0.00,0.00,0.00,Very Low,68.76,0.00,85.91,0.00,154.68,3.07,Very Low,0.00,0.00,0.00,17.47,121.62,1.50,Very Low,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,1.00,0.01,0.49,"277,585,551.00","2,509.00","34,373,300,000.00",0.00,"34,650,885,551.00",0.00,0.00,0.00,Very Low,34.51,0.00,106.55,0.00,141.07,2.87,Very Low,0.00,0.00,0.00,12.29,148.47,1.89,Very Low,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,1.00,0.01,2.52,"255,410,776.00","2,330.00","31,921,000,000.00","2,377,859.00","32,178,788,635.00",0.00,0.00,0.00,Very Low,31.76,0.00,98.95,3.62,134.33,2.77,Very Low,0.00,0.00,0.00,16.78,176.63,2.25,Very Low,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,1.00,0.01,6.01,"288,930,926.00","2,367.00","32,427,900,000.00",0.00,"32,716,830,926.00",0.00,0.00,0.00,Very Low,35.92,0.00,100.52,0.00,136.45,2.80,Very Low,0.00,0.00,0.00,12.42,167.34,2.13,Very Low,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,1.00,0.01,0.56,"242,175,842.00","2,446.00","33,510,200,000.00",0.00,"33,752,375,842.00",0.00,0.00,0.00,Very Low,30.11,0.00,103.88,0.00,133.99,2.76,Very Low,0.00,0.00,0.00,11.78,189.98,2.40,Very Low,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,1.00,0.01,0.29,"199,916,083.00","2,059.00","28,208,300,000.00",0.00,"28,408,216,083.00",0.00,0.00,0.00,Very Low,24.86,0.00,87.44,0.00,112.30,2.39,Very Low,0.00,0.00,0.00,11.24,158.20,2.01,Very Low,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,1.00,0.01,1.95,"10,424,045.00",0.00,0.00,0.00,"10,424,045.00",0.00,0.00,0.00,Relatively Low,1.30,0.00,0.00,0.00,1.30,0.38,Very Low,0.00,0.00,0.00,33.01,0.72,0.22,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,1.00,0.01,3.85,"894,286,015.00",304.00,"4,164,800,000.00",0.00,"5,059,086,015.00",0.00,0.00,0.00,Very Low,111.19,0.00,12.91,0.00,124.10,2.60,Very Low,0.00,0.00,0.00,30.60,97.58,1.22,Very Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,1.00,0.01,2.26,"1,111,221,711.00",16.00,"219,200,000.00",0.00,"1,330,421,711.00",0.00,0.00,0.00,Relatively Low,138.16,0.00,0.68,0.00,138.84,2.84,Very Low,0.00,0.00,0.00,31.31,109.17,1.37,Very Low,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,1.00,0.01,11.79,"30,997,716.00",9.00,"123,300,000.00","13,045.00","154,310,761.00",0.00,0.00,0.00,Very Low,3.85,0.00,0.38,0.02,4.26,0.42,Very Low,0.00,0.00,0.00,31.16,3.35,0.25,Very Low,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,1.00,0.01,8.14,"46,410,903.00",0.00,0.00,0.00,"46,410,903.00",0.00,0.00,0.00,Relatively Low,5.77,0.00,0.00,0.00,5.77,0.44,Very Low,0.00,0.00,0.00,31.35,3.21,0.25,Very Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,1.00,0.01,0.76,"12,004,622.00",3.00,"41,100,000.00",12.00,"53,104,634.00",0.00,0.00,0.00,Very Low,1.49,0.00,0.13,0.00,1.62,0.39,Very Low,0.00,0.00,0.00,29.52,0.90,0.23,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,1.00,0.01,1.38,"3,248,942.00",30.00,"411,000,000.00",0.00,"414,248,942.00",0.00,0.00,0.00,Very Low,0.40,0.00,1.27,0.00,1.68,0.39,Very Low,0.00,0.00,0.00,11.78,1.46,0.24,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,1.00,0.01,2.32,"17,179,487.00",167.00,"2,287,900,000.00",0.00,"2,305,079,487.00",0.00,0.00,0.00,Very Low,2.14,0.00,7.09,0.00,9.23,0.49,Very Low,0.00,0.00,0.00,11.96,7.26,0.27,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,1.00,0.01,0.74,"1,327,803,901.00",252.00,"3,452,400,000.00",0.00,"4,780,203,901.00",0.00,0.00,0.00,Very Low,165.09,0.00,10.70,0.00,175.79,3.39,Very Low,0.00,0.00,0.00,30.10,161.06,2.05,Very Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,1.00,0.01,0.60,"1,264,240,457.00",83.00,"1,137,100,000.00",0.00,"2,401,340,457.00",0.00,0.00,0.00,Very Low,157.19,0.00,3.52,0.00,160.71,3.16,Very Low,0.00,0.00,0.00,30.91,126.37,1.56,Very Low,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,1.00,0.01,2.20,"442,510,945.00","2,841.00","38,921,700,000.00",0.00,"39,364,210,945.00",0.00,0.00,0.00,Very Low,55.02,0.00,120.65,0.00,175.67,3.39,Very Low,0.00,0.00,0.00,14.19,138.13,1.74,Very Low,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,1.00,0.01,0.35,"323,306,822.00","2,394.00","32,797,800,000.00",0.00,"33,121,106,822.00",0.00,0.00,0.00,Very Low,40.20,0.00,101.67,0.00,141.87,2.88,Very Low,0.00,0.00,0.00,13.33,111.55,1.39,Very Low,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,1.00,0.01,0.83,"118,062,438.00",948.00,"12,987,600,000.00",0.00,"13,105,662,438.00",0.00,0.00,0.00,Very Low,14.68,0.00,40.26,0.00,54.94,1.34,Very Low,0.00,0.00,0.00,12.75,43.20,0.48,Very Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,1.00,0.01,1.40,"187,794,487.00","3,292.00","45,100,400,000.00",0.00,"45,288,194,487.00",0.00,0.00,0.00,Very Low,23.35,0.00,139.81,0.00,163.16,3.20,Very Low,0.00,0.00,0.00,8.98,128.29,1.59,Very Low,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,1.00,0.01,3.10,"264,929,498.00",349.00,"4,781,300,000.00",0.00,"5,046,229,498.00",0.00,0.00,0.00,Very Low,32.94,0.00,14.82,0.00,47.76,1.20,Very Low,0.00,0.00,0.00,25.18,37.55,0.43,Very Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,1.00,0.01,1.64,"160,163,621.00","1,060.00","14,522,000,000.00",0.00,"14,682,163,621.00",0.00,0.00,0.00,Very Low,19.91,0.00,45.02,0.00,64.93,1.58,Very Low,0.00,0.00,0.00,13.99,51.06,0.57,Very Low,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,1.00,0.01,0.02,"10,456,220.00",1.00,"13,700,000.00",0.00,"24,156,220.00",0.00,0.00,0.00,Very Low,1.30,0.00,0.04,0.00,1.34,0.39,Very Low,0.00,0.00,0.00,30.61,0.75,0.22,Very Low,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,1.00,0.01,3.21,"53,581,751.00",31.00,"424,700,000.00",0.00,"478,281,751.00",0.00,0.00,0.00,Very Low,6.66,0.00,1.32,0.00,7.98,0.47,Very Low,0.00,0.00,0.00,28.86,6.27,0.27,Very Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,1.00,0.00,12.08,"92,527,450.00",82.00,"1,123,400,000.00",0.00,"1,215,927,450.00",0.00,0.00,0.00,Very Low,0.04,0.00,0.21,0.00,0.25,0.37,Very Low,0.00,0.00,0.00,0.54,0.34,0.22,Very Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,1.00,0.01,79.33,"511,976,797.00","1,552.00","21,262,400,000.00","1,001,368.00","21,775,378,165.00",0.00,0.00,0.00,Very Low,63.66,0.00,76.57,1.53,141.75,2.88,Very Low,0.00,0.00,0.00,19.99,134.24,1.67,Very Low,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,1.00,0.01,42.86,"849,898,727.00","4,393.00","60,184,100,000.00","5,241,446.00","61,039,240,173.00",0.00,0.00,0.00,Very Low,105.67,0.00,216.72,7.99,330.38,5.82,Very Low,0.00,0.00,0.00,18.61,459.32,5.67,Very Low,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,1.00,0.01,2.68,"1,048,497,526.00","2,157.00","29,550,900,000.00","99,082.00","30,599,496,608.00",0.00,0.00,0.00,Very Low,130.36,0.00,106.41,0.15,236.93,4.34,Very Low,0.00,0.00,0.00,20.73,293.70,3.70,Very Low,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,1.00,0.01,8.05,"733,821,078.00","5,735.00","78,569,500,000.00","656,256.00","79,303,977,334.00",0.00,0.00,0.00,Very Low,91.24,0.00,282.93,1.00,375.17,6.47,Very Low,0.00,0.00,0.00,12.64,340.04,4.30,Very Low,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,1.00,0.01,6.19,"959,825,143.00","4,069.00","55,745,300,000.00","801,158.00","56,705,926,301.00",0.00,0.00,0.00,Very Low,120.66,0.00,202.78,1.22,324.67,5.73,Very Low,0.00,0.00,0.00,16.81,349.61,4.43,Very Low,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,1.00,0.01,2.35,"620,986,635.00","6,843.00","93,749,100,000.00","215,977.00","94,370,302,612.00",0.00,0.00,0.00,Very Low,77.21,0.00,337.59,0.33,415.13,6.97,Very Low,0.00,0.00,0.00,10.74,506.08,6.15,Very Low,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,1.00,0.01,1.32,"830,371,144.00","2,127.00","29,139,900,000.00","41,058.00","29,970,312,202.00",0.00,0.00,0.00,Very Low,103.24,0.00,104.93,0.06,208.24,3.91,Very Low,0.00,0.00,0.00,19.30,236.14,2.97,Very Low,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,1.00,0.01,77.60,"1,151,337,319.00","7,245.00","99,256,500,000.00","8,173,674.00","100,416,010,993.00",0.00,0.00,0.00,Very Low,153.83,0.00,375.23,12.56,541.62,8.17,Very Low,0.00,0.00,0.00,17.68,515.59,6.24,Very Low,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,1.00,0.01,2.45,"978,868,884.00","3,158.00","43,264,600,000.00","127,202.00","44,243,596,086.00",0.00,0.00,0.00,Very Low,121.71,0.00,155.80,0.19,277.69,4.97,Very Low,0.00,0.00,0.00,17.64,322.10,4.06,Very Low,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,1.00,0.01,6.25,"2,510,430,345.00","6,455.00","88,433,500,000.00","755,243.00","90,944,685,588.00",0.00,0.00,0.00,Very Low,329.20,0.00,320.12,1.19,650.51,8.89,Very Low,0.00,0.00,0.00,20.53,790.53,8.18,Very Low,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,1.00,0.01,16.73,"1,576,187,641.00","2,936.00","40,223,200,000.00","1,893,802.00","41,801,281,443.00",0.00,0.00,0.00,Very Low,195.97,0.00,144.84,2.89,343.70,6.03,Very Low,0.00,0.00,0.00,22.42,328.73,4.15,Very Low,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,1.00,0.01,8.66,"713,275,412.00","3,538.00","48,470,600,000.00","1,412,889.00","49,185,288,301.00",0.00,0.00,0.00,Very Low,88.68,0.00,174.54,2.15,265.38,4.80,Very Low,0.00,0.00,0.00,16.32,331.57,4.20,Very Low,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,1.00,0.01,24.95,"367,747,891.00","2,704.00","37,044,800,000.00","950,643.00","37,413,498,534.00",0.00,0.00,0.00,Very Low,45.72,0.00,133.40,1.45,180.57,3.47,Very Low,0.00,0.00,0.00,13.91,156.23,1.99,Very Low,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,1.00,0.01,11.60,"1,022,446,815.00","6,315.00","86,515,500,000.00","12,126,151.00","87,550,072,966.00",0.00,0.00,0.00,Very Low,127.12,0.00,311.54,18.48,457.14,7.42,Very Low,0.00,0.00,0.00,20.41,436.53,5.42,Very Low,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,1.00,0.01,122.79,"544,582,053.00","3,734.00","51,155,800,000.00","23,135,346.00","51,723,517,399.00",0.00,0.00,0.00,Very Low,67.71,0.00,184.21,35.25,287.17,5.13,Very Low,0.00,0.00,0.00,32.29,296.57,3.73,Very Low,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,1.00,0.01,91.41,"1,372,812,023.00","5,959.00","81,638,300,000.00","13,569,584.00","83,024,681,607.00",0.00,0.00,0.00,Very Low,170.69,0.00,293.98,20.67,485.34,7.69,Very Low,0.00,0.00,0.00,22.76,513.70,6.22,Very Low,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,1.00,0.01,72.75,0.00,84.00,"1,150,800,000.00","4,592,613.00","1,155,392,613.00",0.00,0.00,0.00,Very Low,0.00,0.00,4.14,7.00,11.14,0.54,Very Low,0.00,0.00,0.00,67.58,12.36,0.29,Very Low,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,1.00,0.01,55.85,"527,524,564.00","4,132.00","56,608,400,000.00","3,771,240.00","57,139,695,804.00",0.00,0.00,0.00,Very Low,65.59,0.00,203.85,5.75,275.18,4.94,Very Low,0.00,0.00,0.00,15.79,279.14,3.50,Very Low,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,1.00,0.00,217.87,"466,380,238.00","2,703.00","37,031,100,000.00","2,381,177.00","37,499,861,415.00",0.00,0.00,0.00,Very Low,15.41,0.00,26.67,1.90,43.98,1.14,Very Low,0.00,0.00,0.00,14.93,55.28,0.61,Very Low,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,1.00,0.00,47.35,"329,815,278.00","2,764.00","37,866,800,000.00","667,304.00","38,197,282,582.00",0.00,0.00,0.00,Very Low,10.25,0.00,25.26,0.52,36.03,1.03,Very Low,0.00,0.00,0.00,9.38,33.35,0.39,Very Low,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,1.00,0.00,6.22,"592,043,828.00","4,334.00","59,375,800,000.00","486,412.00","59,968,330,240.00",0.00,0.00,0.00,Very Low,18.40,0.00,39.61,0.38,58.39,1.43,Very Low,0.00,0.00,0.00,7.63,55.48,0.61,Very Low,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,1.00,0.00,8.24,"472,816,159.00","3,558.00","48,744,600,000.00","909,016.00","49,218,325,175.00",0.00,0.00,0.00,Very Low,14.70,0.00,32.52,0.71,47.93,1.20,Very Low,0.00,0.00,0.00,9.63,62.12,0.71,Very Low,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,1.00,0.00,43.13,"544,776,094.00","3,269.00","44,785,300,000.00","9,086,912.00","45,339,163,006.00",0.00,0.00,0.00,Very Low,16.93,0.00,29.88,7.12,53.93,1.32,Very Low,0.00,0.00,0.00,28.96,68.77,0.81,Very Low,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,1.00,0.00,124.86,"1,122,465,179.00","5,810.00","79,597,000,000.00","4,002,503.00","80,723,467,682.00",0.00,0.00,0.00,Very Low,34.89,0.00,53.10,3.13,91.12,2.02,Very Low,0.00,0.00,0.00,13.46,107.22,1.35,Very Low,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,1.00,0.00,9.55,"348,754,835.00","2,243.00","30,729,100,000.00","259,989.00","31,078,114,824.00",0.00,0.00,0.00,Very Low,10.84,0.00,20.50,0.20,31.54,0.94,Very Low,0.00,0.00,0.00,7.93,32.47,0.39,Very Low,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,1.00,0.00,10.38,"2,323,474,746.00","1,542.00","21,125,400,000.00",0.00,"23,448,874,746.00",0.00,0.00,0.00,Very Low,72.22,0.00,14.09,0.00,86.31,1.94,Very Low,0.00,0.00,0.00,10.59,106.98,1.34,Very Low,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,1.00,0.00,7.40,"506,522,626.00","3,522.00","48,251,400,000.00","423,596.00","48,758,346,222.00",0.00,0.00,0.00,Very Low,15.74,0.00,32.19,0.33,48.26,1.21,Very Low,0.00,0.00,0.00,7.85,45.81,0.51,Very Low,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,1.00,0.00,10.69,"711,351,900.00","5,562.00","76,199,400,000.00","6,564,378.00","76,917,316,278.00",0.00,0.00,0.00,Very Low,22.11,0.00,50.83,5.14,78.08,1.81,Very Low,0.00,0.00,0.00,18.16,107.33,1.35,Very Low,December 2025
