OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Wildfire - Number of Events,Wildfire - Annualized Frequency,Wildfire - Exposure - Impacted Area (sq mi),Wildfire - Exposure - Building Value,Wildfire - Exposure - Population,Wildfire - Exposure - Population Equivalence,Wildfire - Exposure - Agriculture Value,Wildfire - Exposure - Total,Wildfire - Historic Loss Ratio - Buildings,Wildfire - Historic Loss Ratio - Population,Wildfire - Historic Loss Ratio - Agriculture,Wildfire - Historic Loss Ratio - Total Rating,Wildfire - Expected Annual Loss - Building Value,Wildfire - Expected Annual Loss - Population,Wildfire - Expected Annual Loss - Population Equivalence,Wildfire - Expected Annual Loss - Agriculture Value,Wildfire - Expected Annual Loss - Total,Wildfire - Expected Annual Loss Score,Wildfire - Expected Annual Loss Rating,Wildfire - Expected Annual Loss Rate - Building,Wildfire - Expected Annual Loss Rate - Population,Wildfire - Expected Annual Loss Rate - Agriculture,Wildfire - Expected Annual Loss Rate - National Percentile,Wildfire - Hazard Type Risk Index Value,Wildfire - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Rating,National Risk Index Version
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,"475,249,248.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,"343,897,583.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,"556,555,954.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,"302,668,789.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,"599,291,146.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,,0.01,0.05,"42,022,036.66",421.09,"5,768,967,965.84",0.00,"5,810,990,002.50",0.30,0.00,0.00,Relatively Moderate,"84,921.76",0.00,"7,298.79",0.00,"92,220.55",94.48,Relatively Moderate,0.00,0.00,0.00,95.81,"121,637.60",94.90,Relatively Moderate,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,,0.00,0.12,"125,062,946.26",767.79,"10,518,667,990.61",0.00,"10,643,730,936.87",0.30,0.00,0.00,Relatively Moderate,"158,253.08",0.00,"8,465.15",0.00,"166,718.23",96.10,Relatively Moderate,0.00,0.00,0.00,96.40,"196,371.08",96.17,Relatively Moderate,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,,0.01,0.06,"57,940,090.92",397.07,"5,439,825,159.25",0.00,"5,497,765,250.17",0.30,0.00,0.00,Relatively Moderate,"98,703.45",0.00,"6,338.21",0.00,"105,041.66",94.89,Relatively Moderate,0.00,0.00,0.00,95.77,"110,628.99",94.62,Relatively Moderate,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,,0.00,0.01,"25,590,815.85",137.87,"1,888,886,063.72",0.00,"1,914,476,879.57",0.30,0.00,0.00,Relatively Moderate,"26,690.47",0.00,"1,386.82",0.00,"28,077.29",89.92,Relatively Moderate,0.00,0.00,0.00,95.22,"31,253.33",89.63,Relatively Moderate,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,,0.00,0.02,"41,733,344.35",172.84,"2,367,940,006.13",0.00,"2,409,673,350.48",0.30,0.00,0.00,Relatively Moderate,"44,095.04",0.00,754.36,0.00,"44,849.39",91.95,Relatively Moderate,0.00,0.00,0.00,96.52,"35,265.26",90.20,Relatively Moderate,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,,0.00,0.00,"13,425,122.97",60.35,"826,737,864.20",0.00,"840,162,987.17",0.30,0.00,0.00,Relatively Low,"2,416.52",0.00,102.44,0.00,"2,518.96",74.81,Relatively Low,0.00,0.00,0.00,83.76,"3,305.92",75.89,Relatively Low,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,,0.00,0.00,"1,958,928.02",5.24,"71,820,400.50",0.00,"73,779,328.51",0.30,0.00,0.00,Relatively Moderate,352.61,0.00,8.90,0.00,361.51,55.00,Very Low,0.00,0.00,0.00,79.81,622.42,61.04,Very Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,,0.00,0.00,"14,059,770.62",169.14,"2,317,191,021.35",0.00,"2,331,250,791.98",0.30,0.00,0.00,Relatively Low,"2,530.76",0.00,287.11,0.00,"2,817.87",75.65,Relatively Low,0.00,0.00,0.00,84.81,"3,983.11",77.21,Relatively Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,,0.01,0.01,"3,359,562.45",242.94,"3,328,264,013.78",0.00,"3,331,623,576.23",0.30,0.00,0.00,Relatively Moderate,"8,113.34",0.00,"5,532.82",0.00,"13,646.16",85.99,Relatively Low,0.00,0.00,0.00,61.50,"14,161.93",85.32,Relatively Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,,0.01,0.02,"20,815,879.91",754.18,"10,332,262,826.76",0.00,"10,353,078,706.66",0.30,0.00,0.00,Relatively Moderate,"43,616.44",0.00,"15,080.31",0.00,"58,696.76",93.00,Relatively Moderate,0.00,0.00,0.00,83.78,"62,951.35",92.68,Relatively Moderate,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,,0.01,0.05,"44,451,921.73","1,204.82","16,506,090,210.57",0.00,"16,550,542,132.30",0.30,0.00,0.00,Relatively Low,"23,639.94",0.00,"19,900.80",0.00,"43,540.74",91.84,Relatively Moderate,0.00,0.00,0.00,58.06,"34,236.26",90.06,Relatively Moderate,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,,0.01,0.06,"47,084,184.43",697.43,"9,554,801,558.96",0.00,"9,601,885,743.39",0.30,0.00,0.00,Relatively Moderate,"116,319.08",0.00,"16,819.43",0.00,"133,138.50",95.56,Relatively Moderate,0.00,0.00,0.00,93.16,"104,687.35",94.48,Relatively Moderate,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,,0.01,0.05,"65,408,119.40",339.57,"4,652,056,376.55",0.00,"4,717,464,495.95",0.30,0.00,0.00,Relatively High,"123,682.55",0.00,"8,928.61",0.00,"132,611.16",95.55,Relatively Moderate,0.00,0.00,0.00,96.44,"161,673.48",95.69,Relatively Moderate,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,,0.01,0.08,"158,295,079.11",682.19,"9,345,978,999.40",0.00,"9,504,274,078.52",0.30,0.00,0.00,Relatively High,"360,660.38",0.00,"13,786.03",0.00,"374,446.41",97.72,Relatively High,0.00,0.00,0.00,98.14,"377,743.40",97.49,Relatively High,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,,0.00,0.00,"2,556,876.11",16.87,"231,131,997.15",0.00,"233,688,873.26",0.30,0.00,0.00,Relatively Low,575.30,0.00,35.80,0.00,611.09,61.57,Very Low,0.00,0.00,0.00,79.67,687.32,62.12,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,,0.00,0.01,"3,813,272.89",66.01,"904,315,049.12",0.00,"908,128,322.02",0.30,0.00,0.00,Relatively Low,742.44,0.00,121.20,0.00,863.64,65.38,Very Low,0.00,0.00,0.00,78.91,679.09,62.00,Very Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,,0.00,0.00,"1,463,294.05",24.27,"332,508,312.37",0.00,"333,971,606.42",0.30,0.00,0.00,Relatively Low,153.65,0.00,22.66,0.00,176.31,46.14,Very Low,0.00,0.00,0.00,73.63,138.63,42.44,Very Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,,0.00,0.01,"21,827,729.65",95.98,"1,314,952,536.40",0.00,"1,336,780,266.05",0.30,0.00,0.00,Relatively Low,"3,521.59",0.00,146.03,0.00,"3,667.63",77.53,Relatively Low,0.00,0.00,0.00,87.81,"4,077.62",77.37,Relatively Low,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,,0.00,0.01,"8,294,504.67",163.38,"2,238,370,667.88",0.00,"2,246,665,172.55",0.30,0.00,0.00,Relatively Low,"1,119.76",0.00,200.53,0.00,"1,320.28",69.60,Relatively Low,0.00,0.00,0.00,74.92,"1,675.52",70.72,Relatively Low,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,,0.01,0.07,"111,702,375.91",408.00,"5,589,604,419.49",0.00,"5,701,306,795.40",0.30,0.00,0.00,Relatively High,"290,877.48",0.00,"9,727.23",0.00,"300,604.71",97.30,Relatively High,0.00,0.00,0.00,97.94,"236,366.71",96.58,Relatively High,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,,0.01,0.10,"114,762,209.19",734.82,"10,067,072,865.80",0.00,"10,181,835,074.99",0.30,0.00,0.00,Relatively High,"302,333.75",0.00,"18,128.50",0.00,"320,462.25",97.44,Relatively High,0.00,0.00,0.00,97.12,"380,858.86",97.51,Relatively High,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
