OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Wildfire - Number of Events,Wildfire - Annualized Frequency,Wildfire - Exposure - Impacted Area (sq mi),Wildfire - Exposure - Building Value,Wildfire - Exposure - Population,Wildfire - Exposure - Population Equivalence,Wildfire - Exposure - Agriculture Value,Wildfire - Exposure - Total,Wildfire - Historic Loss Ratio - Buildings,Wildfire - Historic Loss Ratio - Population,Wildfire - Historic Loss Ratio - Agriculture,Wildfire - Historic Loss Ratio - Total Rating,Wildfire - Expected Annual Loss - Building Value,Wildfire - Expected Annual Loss - Population,Wildfire - Expected Annual Loss - Population Equivalence,Wildfire - Expected Annual Loss - Agriculture Value,Wildfire - Expected Annual Loss - Total,Wildfire - Expected Annual Loss Score,Wildfire - Expected Annual Loss Rating,Wildfire - Expected Annual Loss Rate - Building,Wildfire - Expected Annual Loss Rate - Population,Wildfire - Expected Annual Loss Rate - Agriculture,Wildfire - Expected Annual Loss Rate - National Percentile,Wildfire - Hazard Type Risk Index Value,Wildfire - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Rating,National Risk Index Version
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,,0.00,0.01,"10,963,734.55",94.44,"1,293,813,031.92",0.00,"1,304,776,766.47",0.30,0.00,0.00,Relatively Low,493.37,0.00,40.08,0.00,533.45,59.95,Very Low,0.00,0.00,0.00,75.48,562.40,59.80,Very Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,,0.00,0.00,"4,197,582.88",41.66,"570,703,898.76",0.00,"574,901,481.64",0.30,0.00,0.00,Relatively Low,188.89,0.00,17.68,0.00,206.57,48.04,Very Low,0.00,0.00,0.00,63.89,231.59,48.73,Very Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,,0.00,0.02,"26,009,473.70",164.73,"2,256,845,716.84",0.00,"2,282,855,190.54",0.30,0.00,0.00,Relatively Low,"6,808.21",0.00,406.64,0.00,"7,214.85",82.05,Relatively Low,0.00,0.00,0.00,87.40,"7,406.61",81.32,Relatively Low,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,,0.00,0.05,"53,271,997.43",413.31,"5,662,395,729.59",0.00,"5,715,667,727.02",0.30,0.00,0.00,Relatively Moderate,"40,582.82",0.00,"2,645.31",0.00,"43,228.13",91.82,Relatively Moderate,0.00,0.00,0.00,94.30,"59,084.62",92.48,Relatively Moderate,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,,0.00,0.03,"35,065,083.83",278.70,"3,818,188,236.62",0.00,"3,853,253,320.45",0.30,0.00,0.00,Relatively Moderate,"33,303.58",0.00,"2,493.34",0.00,"35,796.92",91.05,Relatively Moderate,0.00,0.00,0.00,94.26,"33,653.68",89.98,Relatively Moderate,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,,0.00,0.05,"62,294,683.47",452.35,"6,197,222,693.19",0.00,"6,259,517,376.65",0.30,0.00,0.00,Relatively Low,"16,536.05",0.00,"1,160.82",0.00,"17,696.87",87.52,Relatively Low,0.00,0.00,0.00,92.40,"20,667.69",87.49,Relatively Low,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,,0.00,0.01,"13,683,769.75",115.30,"1,579,576,756.11",0.00,"1,593,260,525.86",0.30,0.00,0.00,Relatively Moderate,"7,785.39",0.00,618.28,0.00,"8,403.67",83.04,Relatively Low,0.00,0.00,0.00,89.70,"9,664.39",83.01,Relatively Low,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,,0.00,0.27,"291,014,587.26",946.95,"12,973,184,080.39","188,928.43","13,264,387,596.08",0.30,0.00,0.00,Relatively Moderate,"346,212.78",0.00,"11,419.58",3.60,"357,635.97",97.63,Relatively High,0.00,0.00,0.00,98.36,"330,566.55",97.26,Relatively High,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,,0.00,0.10,"94,004,745.44",633.22,"8,675,106,814.99",0.00,"8,769,111,560.43",0.30,0.00,0.00,Relatively Moderate,"64,551.67",0.00,"3,872.33",0.00,"68,423.99",93.49,Relatively Moderate,0.00,0.00,0.00,95.69,"53,802.07",92.10,Relatively Moderate,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,,0.00,0.02,"22,899,315.70",118.88,"1,628,720,768.67",0.00,"1,651,620,084.38",0.30,0.00,0.00,Relatively Low,"4,121.88",0.00,234.18,0.00,"4,356.05",78.68,Relatively Low,0.00,0.00,0.00,86.22,"4,012.93",77.26,Relatively Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,,0.00,0.02,"9,927,165.39",118.34,"1,621,192,858.63",0.00,"1,631,120,024.02",0.30,0.00,0.00,Relatively Low,"3,802.67",0.00,435.33,0.00,"4,238.01",78.50,Relatively Low,0.00,0.00,0.00,82.25,"4,490.17",78.02,Relatively Low,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,,0.00,0.09,"111,540,423.71",662.81,"9,080,432,442.66",0.00,"9,191,972,866.37",0.30,0.00,0.00,Relatively Moderate,"60,202.12",0.00,"3,394.84",0.00,"63,596.96",93.25,Relatively Moderate,0.00,0.00,0.00,95.04,"58,766.00",92.46,Relatively Moderate,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,,0.00,0.01,"20,947,983.53",99.50,"1,363,166,585.78",0.00,"1,384,114,569.31",0.30,0.00,0.00,Relatively Low,"3,275.33",0.00,146.58,0.00,"3,421.91",77.02,Relatively Low,0.00,0.00,0.00,84.10,"3,203.85",75.66,Relatively Low,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,,0.00,0.05,"65,156,947.70",223.92,"3,067,661,527.35",0.00,"3,132,818,475.05",0.30,0.00,0.00,Relatively Moderate,"20,877.97",0.00,672.23,0.00,"21,550.20",88.57,Relatively Low,0.00,0.00,0.00,95.50,"21,115.55",87.60,Relatively Low,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,,0.00,0.19,"49,539,106.34",600.91,"8,232,491,482.86","1,204,504.83","8,283,235,094.04",0.30,0.00,0.00,Relatively Moderate,"59,930.79",0.00,"7,755.24",13.53,"67,699.56",93.46,Relatively Moderate,0.00,0.00,0.00,92.50,"84,588.08",93.75,Relatively Moderate,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,,0.00,0.01,"2,850,488.33",81.08,"1,110,736,187.88",0.00,"1,113,586,676.21",0.30,0.00,0.00,Relatively Low,"1,300.01",0.00,289.39,0.00,"1,589.40",71.22,Relatively Low,0.00,0.00,0.00,76.92,"1,249.75",68.18,Very Low,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,,0.01,0.22,"436,340,559.17","3,182.51","43,600,380,618.52",0.00,"44,036,721,177.69",0.30,0.00,0.00,Relatively Moderate,"858,354.34",0.00,"54,810.45",0.00,"913,164.79",98.86,Relatively High,0.00,0.00,0.00,97.31,"967,722.21",98.76,Relatively High,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,,0.01,0.09,"56,788,340.80",241.46,"3,308,016,805.05",0.00,"3,364,805,145.84",0.30,0.00,0.00,Relatively High,"132,578.16",0.00,"5,108.16",0.00,"137,686.33",95.64,Relatively Moderate,0.00,0.00,0.00,97.91,"108,263.32",94.56,Relatively Moderate,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,,0.00,0.01,"11,371,515.67",78.90,"1,080,889,244.92",0.00,"1,092,260,760.59",0.30,0.00,0.00,Relatively Low,"2,725.75",0.00,83.68,0.00,"2,809.44",75.63,Relatively Low,0.00,0.00,0.00,90.92,"2,956.92",75.12,Relatively Low,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,,0.00,0.12,"30,643,907.23",253.85,"3,477,698,947.29","609,531.01","3,508,952,385.52",0.30,0.00,0.00,Relatively Moderate,"21,157.66",0.00,"1,673.73",3.57,"22,834.97",88.86,Relatively Moderate,0.00,0.00,0.00,94.46,"30,024.56",89.45,Relatively Moderate,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,,0.04,0.05,"39,792,131.40",419.56,"5,747,991,599.60",0.00,"5,787,783,730.99",0.30,0.00,0.00,Relatively High,"444,337.11",0.00,"45,748.76",0.00,"490,085.87",98.12,Relatively High,0.00,0.00,0.00,96.20,"601,059.11",98.21,Relatively High,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,,0.04,0.01,"3,922,345.33",73.51,"1,007,110,229.89",0.00,"1,011,032,575.22",0.30,0.00,0.00,Relatively High,"43,350.04",0.00,"7,190.11",0.00,"50,540.15",92.43,Relatively Moderate,0.00,0.00,0.00,91.88,"71,659.95",93.16,Relatively Moderate,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,,0.03,0.03,"31,223,382.42",528.56,"7,241,244,038.98",0.00,"7,272,467,421.40",0.30,0.00,0.00,Relatively High,"294,734.45",0.00,"52,803.73",0.00,"347,538.18",97.58,Relatively High,0.00,0.00,0.00,93.01,"489,599.65",97.92,Relatively High,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,,0.00,0.01,"1,391,461.72",0.00,0.00,0.00,"1,391,461.72",0.30,0.00,0.00,Very High,764.86,0.00,0.00,0.00,764.86,64.02,Very Low,0.00,0.00,0.00,98.04,424.99,56.30,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,,0.00,0.00,"2,048,924.09",0.06,"801,423.47",0.00,"2,850,347.56",0.30,0.00,0.00,Relatively High,553.21,0.00,0.15,0.00,553.36,60.42,Very Low,0.00,0.00,0.00,73.81,435.11,56.59,Very Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,,0.01,0.02,"22,902,622.80",0.28,"3,874,825.80",0.00,"26,777,448.60",0.30,0.00,0.00,Very High,"43,461.50",0.00,4.19,0.00,"43,465.69",91.83,Relatively Moderate,0.00,0.00,0.00,96.61,"34,177.25",90.05,Relatively Moderate,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,,0.03,0.09,"16,244,427.21",2.85,"38,994,795.73","13,045.00","55,252,267.95",0.30,0.00,0.00,Very High,"105,959.23",0.00,154.74,0.66,"106,114.64",94.92,Relatively Moderate,0.00,0.00,0.00,99.99,"83,438.38",93.71,Relatively Moderate,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,,0.01,0.02,"6,912,871.57",0.00,0.00,0.00,"6,912,871.57",0.30,0.00,0.00,Very High,"17,717.00",0.00,0.00,0.00,"17,717.00",87.52,Relatively Low,0.00,0.00,0.00,99.89,"9,844.35",83.14,Relatively Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,,0.00,0.01,0.00,0.00,0.00,11.23,11.23,0.30,0.00,0.00,Relatively Moderate,0.00,0.00,0.00,0.00,0.00,18.97,Very Low,0.00,0.00,0.00,98.14,0.00,18.96,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,,0.00,0.00,"591,810.81",12.01,"164,501,278.53",0.00,"165,093,089.34",0.30,0.00,0.00,Relatively Low,319.58,0.00,101.89,0.00,421.46,56.92,Very Low,0.00,0.00,0.00,83.17,367.10,54.47,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,,0.00,0.02,"4,006,443.09",38.91,"533,021,318.71",0.00,"537,027,761.80",0.30,0.00,0.00,Relatively Moderate,"2,082.10",0.00,187.79,0.00,"2,269.90",74.04,Relatively Low,0.00,0.00,0.00,94.59,"1,784.83",71.27,Relatively Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,,0.00,0.02,"8,440,910.51",172.68,"2,365,767,677.14",0.00,"2,374,208,587.65",0.30,0.00,0.00,Very Low,132.80,0.00,9.85,0.00,142.65,43.66,Very Low,0.00,0.00,0.00,58.05,112.17,39.98,Very Low,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,,0.00,0.01,"4,033,143.32",27.21,"372,738,110.95",0.00,"376,771,254.27",0.30,0.00,0.00,Relatively Low,462.65,0.00,29.58,0.00,492.22,58.93,Very Low,0.00,0.00,0.00,84.37,387.04,55.13,Very Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,,0.00,0.01,"1,019,920.41",0.19,"2,569,076.35",0.00,"3,588,996.76",0.30,0.00,0.00,Relatively High,278.44,0.00,0.48,0.00,278.92,51.72,Very Low,0.00,0.00,0.00,79.58,219.32,48.08,Very Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,,0.01,0.04,"16,432,062.56",165.27,"2,264,151,510.43",0.00,"2,280,583,572.99",0.30,0.00,0.00,Relatively Moderate,"39,034.63",0.00,"3,776.93",0.00,"42,811.56",91.77,Relatively Moderate,0.00,0.00,0.00,95.19,"33,662.91",89.98,Relatively Moderate,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,,0.00,0.03,"42,653,879.81",25.00,"342,500,000.00",0.00,"385,153,879.81",0.30,0.00,0.00,Relatively High,"24,346.39",0.00,214.57,0.00,"24,560.95",89.23,Relatively Moderate,0.00,0.00,0.00,99.79,"19,312.38",87.13,Relatively Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,,0.00,0.12,"19,273,391.47",19.26,"263,845,208.52",0.00,"283,118,599.99",0.30,0.00,0.00,Relatively Moderate,"5,741.37",0.00,46.60,0.00,"5,787.97",80.65,Relatively Low,0.00,0.00,0.00,97.25,"7,787.66",81.66,Relatively Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,,0.00,0.25,"48,729,273.38",379.46,"5,198,623,459.48","177,019.57","5,247,529,752.43",0.30,0.00,0.00,Relatively Moderate,"17,231.43",0.00,"1,493.55",0.78,"18,725.76",87.85,Relatively Low,0.00,0.00,0.00,92.26,"17,734.38",86.64,Relatively Low,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,,0.00,5.76,"215,530,819.10","1,167.42","15,993,612,769.96","3,284,450.90","16,212,428,039.96",0.30,0.00,0.00,Relatively Moderate,"174,590.66",0.00,"9,308.03",36.87,"183,935.56",96.33,Relatively Moderate,0.00,0.00,0.00,97.00,"255,722.81",96.75,Relatively High,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,,0.00,0.22,"43,359,062.19",162.07,"2,220,349,490.46","63,256.05","2,263,771,808.70",0.30,0.00,0.00,Relatively Moderate,"15,164.83",0.00,505.45,0.24,"15,670.52",86.81,Relatively Low,0.00,0.00,0.00,92.25,"19,425.29",87.16,Relatively Low,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,,0.01,1.48,"172,971,079.04","1,796.88","24,617,297,378.14","483,826.39","24,790,752,283.57",0.30,0.00,0.00,Relatively Moderate,"279,110.61",0.00,"25,194.39",7.51,"304,312.51",97.33,Relatively High,0.00,0.00,0.00,95.93,"275,824.14",96.90,Relatively High,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,,0.00,1.48,"115,306,150.33",762.38,"10,444,609,134.81","616,221.22","10,560,531,506.36",0.30,0.00,0.00,Relatively Moderate,"124,498.73",0.00,"7,936.57",6.64,"132,441.94",95.54,Relatively Moderate,0.00,0.00,0.00,95.88,"142,617.95",95.38,Relatively Moderate,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,,0.00,0.49,"108,221,536.80","1,364.68","18,696,099,953.53","153,664.76","18,804,475,155.08",0.30,0.00,0.00,Relatively Moderate,"107,916.92",0.00,"12,472.08",1.55,"120,390.55",95.28,Relatively Moderate,0.00,0.00,0.00,94.01,"146,767.82",95.45,Relatively Moderate,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,,0.00,0.08,"34,085,937.66",191.29,"2,620,688,677.01","20,242.10","2,654,794,856.76",0.30,0.00,0.00,Relatively Moderate,"19,999.53",0.00,"1,217.14",0.11,"21,216.78",88.50,Relatively Low,0.00,0.00,0.00,92.56,"24,059.83",88.29,Relatively Low,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,,0.01,9.19,"144,879,249.55","1,026.08","14,057,355,941.77","5,117,284.65","14,207,352,475.97",0.30,0.00,0.00,Relatively Moderate,"188,945.31",0.00,"7,074.59",101.59,"196,121.49",96.48,Relatively High,0.00,0.00,0.00,97.51,"186,697.84",96.02,Relatively Moderate,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,,0.00,0.12,"101,543,540.33",242.36,"3,320,277,778.19","34,987.98","3,421,856,306.50",0.30,0.00,0.00,Relatively Moderate,"61,757.63",0.00,"1,399.33",0.22,"63,157.17",93.22,Relatively Moderate,0.00,0.00,0.00,96.57,"73,256.85",93.26,Relatively Moderate,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,,0.00,0.13,"143,272,183.35",313.58,"4,296,106,162.50","49,450.88","4,439,427,796.72",0.30,0.00,0.00,Relatively Moderate,"42,620.81",0.00,"1,194.61",0.09,"43,815.50",91.87,Relatively Moderate,0.00,0.00,0.00,93.04,"53,246.79",92.07,Relatively Moderate,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,,0.01,1.51,"193,241,913.46",499.82,"6,847,556,343.35","764,842.16","7,041,563,098.98",0.30,0.00,0.00,Relatively Moderate,"76,514.31",0.00,"3,163.34",16.47,"79,694.12",94.03,Relatively Moderate,0.00,0.00,0.00,95.14,"76,222.58",93.40,Relatively Moderate,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,,0.01,1.96,"252,628,655.26","1,430.52","19,598,055,658.35","1,081,429.05","19,851,765,742.66",0.30,0.00,0.00,Relatively Moderate,"438,585.29",0.00,"25,736.53",18.63,"464,340.46",98.03,Relatively High,0.00,0.00,0.00,97.79,"580,154.08",98.16,Relatively High,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,,0.01,1.84,"134,128,683.79","1,050.29","14,388,915,999.52","812,178.71","14,523,856,862.03",0.30,0.00,0.00,Relatively Moderate,"340,109.60",0.00,"24,057.59",19.30,"364,186.48",97.67,Relatively High,0.00,0.00,0.00,97.48,"315,092.57",97.16,Relatively High,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,,0.00,1.25,"154,379,111.19",897.75,"12,299,238,205.68","1,756,151.99","12,455,373,468.87",0.30,0.00,0.00,Relatively Moderate,"234,410.38",0.00,"12,275.76",15.17,"246,701.31",96.95,Relatively High,0.00,0.00,0.00,97.16,"235,577.22",96.57,Relatively High,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,,0.01,3.70,"17,677,804.51",73.04,"1,000,656,279.80","4,303,581.58","1,022,637,665.88",0.30,0.00,0.00,Relatively Moderate,"11,446.47",0.00,167.93,84.10,"11,698.50",85.10,Relatively Low,0.00,0.00,0.00,94.28,"12,081.29",84.43,Relatively Low,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,,0.00,0.40,"82,879,019.89",348.55,"4,775,170,600.87","496,111.70","4,858,545,732.46",0.30,0.00,0.00,Relatively Moderate,"53,986.95",0.00,"2,184.64",3.76,"56,175.35",92.82,Relatively Moderate,0.00,0.00,0.00,94.69,"59,457.84",92.50,Relatively Moderate,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,,0.00,9.75,0.00,33.33,"456,648,158.21","4,240,771.69","460,888,929.90",0.30,0.00,0.00,Very Low,0.00,0.00,68.15,18.67,86.83,38.09,Very Low,0.00,0.00,0.00,24.22,96.34,38.32,Very Low,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,,0.01,4.36,"214,309,192.91","2,075.95","28,440,515,436.68","2,322,530.36","28,657,147,159.95",0.30,0.00,0.00,Relatively Moderate,"269,674.47",0.00,"24,570.11",35.16,"294,279.74",97.26,Relatively High,0.00,0.00,0.00,96.13,"298,510.92",97.06,Relatively High,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,,0.00,13.15,"245,182,492.63","1,339.78","18,355,017,388.40","2,214,666.12","18,602,414,547.15",0.30,0.00,0.00,Relatively Moderate,"122,182.28",0.00,"6,983.14",22.75,"129,188.16",95.46,Relatively Moderate,0.00,0.00,0.00,97.09,"162,360.91",95.70,Relatively Moderate,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,,0.00,3.98,"111,862,628.30","1,067.16","14,620,084,247.60","581,144.09","14,732,528,019.99",0.30,0.00,0.00,Relatively Moderate,"69,276.42",0.00,"6,757.90",6.05,"76,040.38",93.87,Relatively Moderate,0.00,0.00,0.00,94.99,"70,373.93",93.10,Relatively Moderate,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,,0.00,0.88,"134,628,145.58","1,128.23","15,456,798,235.19","140,294.49","15,591,566,675.25",0.30,0.00,0.00,Relatively Moderate,"79,694.60",0.00,"6,631.97",0.79,"86,327.37",94.29,Relatively Moderate,0.00,0.00,0.00,95.04,"82,015.22",93.66,Relatively Moderate,December 2025
