OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Landslide - Number of Events,Landslide - Annualized Frequency,Landslide - Exposure - Impacted Area (sq mi),Landslide - Exposure - Building Value,Landslide - Exposure - Population,Landslide - Exposure - Population Equivalence,Landslide - Exposure - Total,Landslide - Historic Loss Ratio - Buildings,Landslide - Historic Loss Ratio - Population,Landslide - Historic Loss Ratio - Total Rating,Landslide - Expected Annual Loss - Building Value,Landslide - Expected Annual Loss - Population,Landslide - Expected Annual Loss - Population Equivalence,Landslide - Expected Annual Loss - Total,Landslide - Expected Annual Loss Score,Landslide - Expected Annual Loss Rating,Landslide - Expected Annual Loss Rate - Building,Landslide - Expected Annual Loss Rate - Population,Landslide - Expected Annual Loss Rate - National Percentile,Landslide - Hazard Type Risk Index Value,Landslide - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Rating,National Risk Index Version
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,,0.00,0.14,"17,992,184.32",93.93,"1,286,867,742.76","1,304,859,927.08",0.00,0.00,Very Low,0.68,0.00,65.07,65.75,77.28,Very Low,0.00,0.00,10.81,97.21,80.15,Very Low,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,,0.00,0.09,"13,481,205.07",96.87,"1,327,065,190.22","1,340,546,395.29",0.00,0.00,Relatively Low,0.72,0.00,94.72,95.44,79.87,Very Low,0.00,0.00,10.44,94.41,79.93,Very Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,,0.00,0.01,"331,886.89",1.73,"23,762,543.35","24,094,430.25",0.00,0.00,Relatively Low,0.02,0.00,1.93,1.95,45.13,Very Low,0.00,0.00,9.68,1.53,42.13,Very Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,,0.00,0.00,"209,071.40",3.03,"41,550,383.14","41,759,454.54",0.00,0.00,Very Low,0.00,0.00,0.54,0.54,33.41,Very Low,0.00,0.00,9.07,0.43,30.66,Very Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,,0.00,0.00,"95,023.81",0.66,"9,098,558.02","9,193,581.83",0.00,0.00,Relatively Low,0.03,0.00,3.55,3.58,51.20,Very Low,0.00,0.00,9.60,5.49,55.16,Very Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,,0.00,0.07,"5,987,829.39",59.38,"813,507,066.61","819,494,896.00",0.00,0.00,Relatively Low,0.37,0.00,67.35,67.72,77.48,Very Low,0.00,0.00,9.95,53.25,75.82,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,,0.00,0.01,"450,217.82",1.10,"15,055,758.73","15,505,976.55",0.00,0.00,Very Low,0.01,0.00,0.34,0.35,29.79,Very Low,0.00,0.00,10.30,0.32,28.37,Very Low,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,,0.00,0.03,"3,037,992.63",1.76,"24,143,052.70","27,181,045.33",0.00,0.00,Relatively Moderate,22.20,0.00,235.69,257.89,85.76,Relatively Low,0.00,0.00,28.53,202.78,84.67,Relatively Low,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,,0.00,0.10,"17,000,566.13",81.73,"1,119,718,415.48","1,136,718,981.61",0.00,0.00,Relatively Low,2.51,0.00,220.76,223.27,85.02,Relatively Low,0.00,0.00,11.12,175.56,83.85,Relatively Low,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,,0.00,0.08,"5,006,116.22",45.97,"629,752,471.72","634,758,587.94",0.00,0.00,Very Low,0.11,0.00,19.18,19.30,67.49,Very Low,0.00,0.00,9.81,19.73,67.61,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,,0.01,0.48,"91,361,859.14",582.54,"7,980,802,876.12","8,072,164,735.26",0.00,0.00,Relatively High,"2,880.16",0.02,"336,123.18","339,003.34",99.69,Relatively High,0.00,0.00,11.75,"338,610.32",99.84,Relatively High,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,,0.00,0.00,"441,467.33",4.88,"66,880,056.14","67,321,523.48",0.00,0.00,Very Low,0.01,0.00,1.02,1.02,38.90,Very Low,0.00,0.00,9.27,0.94,37.43,Very Low,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,,0.00,0.10,"30,999,023.11",347.97,"4,767,172,477.80","4,798,171,500.91",0.00,0.00,Relatively Low,7.16,0.00,"1,470.57","1,477.72",93.11,Relatively Low,0.00,0.00,10.44,"1,161.94",92.49,Relatively Low,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,,0.00,0.23,"47,817,210.33",388.91,"5,328,079,277.48","5,375,896,487.81",0.00,0.00,Relatively Moderate,139.41,0.00,"20,752.32","20,891.72",98.32,Relatively Moderate,0.00,0.00,11.15,"16,427.25",98.26,Relatively Moderate,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,,0.00,0.27,"33,005,564.84",307.19,"4,208,467,943.20","4,241,473,508.05",0.00,0.00,Relatively Low,19.44,0.00,"3,310.74","3,330.17",95.32,Relatively Low,0.00,0.00,10.71,"2,618.53",94.96,Relatively Low,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,,0.00,0.20,"60,133,904.06",448.17,"6,139,968,028.77","6,200,101,932.84",0.00,0.00,Relatively Low,30.00,0.00,"4,092.25","4,122.25",95.77,Relatively Low,0.00,0.00,11.17,"3,241.34",95.43,Relatively Low,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,,0.00,0.12,"25,480,231.75",311.66,"4,269,693,450.83","4,295,173,682.58",0.00,0.00,Relatively Low,4.51,0.00,"1,010.36","1,014.87",91.83,Relatively Low,0.00,0.00,10.30,798.00,91.13,Relatively Low,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,,0.00,0.02,"1,280,053.97",7.32,"100,332,550.71","101,612,604.68",0.00,0.00,Very Low,0.03,0.00,2.89,2.92,49.12,Very Low,0.00,0.00,9.75,3.24,49.62,Very Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,,0.00,0.12,"8,503,569.44",38.02,"520,868,118.92","529,371,688.36",0.00,0.00,Relatively Low,0.50,0.00,41.16,41.66,73.92,Very Low,0.00,0.00,10.89,43.23,74.23,Very Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,,0.00,0.04,"7,937,669.14",86.51,"1,185,214,741.11","1,193,152,410.25",0.00,0.00,Very Low,0.12,0.00,24.35,24.47,69.59,Very Low,0.00,0.00,9.70,37.48,73.11,Very Low,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,,0.00,0.07,"6,629,788.41",34.61,"474,167,002.01","480,796,790.42",0.00,0.00,Very Low,0.09,0.00,8.48,8.57,59.96,Very Low,0.00,0.00,10.03,10.84,62.00,Very Low,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,,0.00,0.01,"345,728.57",6.07,"83,179,918.02","83,525,646.58",0.00,0.00,Very Low,0.00,0.00,1.56,1.57,43.04,Very Low,0.00,0.00,9.05,1.70,43.18,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,,0.00,0.01,"450,773.55",7.28,"99,754,713.63","100,205,487.18",0.00,0.00,Very Low,0.00,0.00,0.97,0.97,38.39,Very Low,0.00,0.00,9.10,0.92,37.21,Very Low,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,,0.00,0.14,"23,676,075.82",153.41,"2,101,674,448.31","2,125,350,524.13",0.00,0.00,Relatively Low,1.85,0.00,219.33,221.18,84.96,Relatively Low,0.00,0.00,10.69,233.90,85.45,Relatively Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,,0.00,0.01,"1,707,806.86",9.46,"129,584,301.61","131,292,108.47",0.00,0.00,Relatively Low,0.13,0.00,12.90,13.03,63.97,Very Low,0.00,0.00,10.19,12.43,63.33,Very Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,,0.00,0.03,"1,356,658.15",8.90,"121,996,611.06","123,353,269.21",0.00,0.00,Very Low,0.02,0.00,2.95,2.98,49.32,Very Low,0.00,0.00,9.69,2.72,47.84,Very Low,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,,0.00,0.03,"1,705,454.63",17.32,"237,303,133.26","239,008,587.89",0.00,0.00,Very Low,0.02,0.00,3.27,3.29,50.38,Very Low,0.00,0.00,9.45,3.73,51.14,Very Low,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,,0.00,0.04,"2,413,275.57",26.30,"360,280,797.09","362,694,072.66",0.00,0.00,Very Low,0.04,0.00,8.13,8.17,59.46,Very Low,0.00,0.00,9.49,7.85,58.75,Very Low,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,,0.00,0.09,"13,943,956.34",84.01,"1,150,884,746.62","1,164,828,702.95",0.00,0.00,Relatively Low,3.35,0.00,369.91,373.27,87.63,Relatively Low,0.00,0.00,10.91,340.98,87.42,Relatively Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,,0.00,0.18,"25,566,058.01",146.90,"2,012,520,529.27","2,038,086,587.28",0.00,0.00,Relatively Low,15.20,0.00,"1,598.87","1,614.08",93.39,Relatively Low,0.00,0.00,11.38,"1,269.15",92.77,Relatively Low,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,,0.00,0.08,"17,994,500.33",196.94,"2,698,133,744.83","2,716,128,245.15",0.00,0.00,Relatively Low,2.18,0.00,436.36,438.54,88.39,Relatively Low,0.00,0.00,10.28,416.37,88.34,Relatively Low,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,,0.00,0.12,"86,488,104.07",493.12,"6,755,760,015.30","6,842,248,119.36",0.00,0.00,Relatively Moderate,78.24,0.00,"8,164.53","8,242.76",97.14,Relatively Moderate,0.00,0.00,11.81,"6,481.32",96.87,Relatively Moderate,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,,0.00,0.09,"12,328,116.49",80.04,"1,096,510,270.79","1,108,838,387.27",0.00,0.00,Relatively Low,2.60,0.00,309.27,311.88,86.74,Relatively Low,0.00,0.00,10.83,245.23,85.69,Relatively Low,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,,0.00,0.08,"5,496,236.55",49.44,"677,348,135.43","682,844,371.98",0.00,0.00,Relatively Low,0.28,0.00,45.94,46.22,74.70,Very Low,0.00,0.00,9.88,57.85,76.49,Very Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,,0.00,0.10,"12,506,869.62",48.22,"660,678,986.40","673,185,856.02",0.00,0.00,Relatively Low,2.11,0.00,148.92,151.03,82.78,Relatively Low,0.00,0.00,11.69,118.76,81.47,Relatively Low,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,,0.02,0.13,"30,408,870.49",138.95,"1,903,560,247.36","1,933,969,117.85",0.00,0.00,Relatively High,"1,861.42",0.01,"155,672.57","157,533.99",99.50,Relatively High,0.00,0.00,12.72,"123,869.62",99.62,Relatively High,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,,0.00,0.01,"500,949.49",3.83,"52,433,586.05","52,934,535.54",0.00,0.00,Very Low,0.01,0.00,0.94,0.95,38.22,Very Low,0.00,0.00,9.46,0.87,36.72,Very Low,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,,0.00,0.03,"1,420,884.41",13.01,"178,284,107.89","179,704,992.30",0.00,0.00,Relatively Low,0.72,0.00,121.18,121.90,81.50,Very Low,0.00,0.00,10.14,158.08,83.22,Relatively Low,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,,0.00,0.06,"1,747,053.25",11.38,"155,892,356.45","157,639,409.70",0.00,0.00,Relatively Moderate,5.19,0.00,619.10,624.30,89.97,Relatively Low,0.00,0.00,11.02,490.89,89.09,Relatively Low,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,,0.00,0.04,"8,108,043.45",104.40,"1,430,299,727.75","1,438,407,771.19",0.00,0.00,Very Low,0.23,0.00,54.15,54.38,75.89,Very Low,0.00,0.00,9.67,42.76,74.13,Very Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,,0.00,0.07,"8,007,786.41",62.15,"851,404,801.57","859,412,587.97",0.00,0.00,Very Low,0.33,0.00,47.48,47.81,74.95,Very Low,0.00,0.00,10.19,63.10,77.10,Very Low,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,,0.00,0.00,"254,433.18",2.98,"40,859,968.80","41,114,401.98",0.00,0.00,Very Low,0.00,0.00,0.24,0.24,26.98,Very Low,0.00,0.00,9.16,0.21,25.44,Very Low,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,,0.00,0.00,"104,916.22",1.28,"17,546,523.26","17,651,439.48",0.00,0.00,Very Low,0.00,0.00,0.12,0.12,22.49,Very Low,0.00,0.00,9.08,0.12,22.06,Very Low,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,,0.00,0.09,"150,956,222.42","1,367.45","18,734,058,074.19","18,885,014,296.61",0.00,0.00,Relatively Low,58.46,0.00,"9,693.16","9,751.62",97.37,Relatively Moderate,0.00,0.00,10.95,"7,667.74",97.20,Relatively Moderate,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,,0.00,0.11,"8,829,567.17",97.35,"1,333,677,018.52","1,342,506,585.70",0.00,0.00,Relatively Low,0.47,0.00,94.54,95.01,79.84,Very Low,0.00,0.00,9.99,74.71,78.32,Very Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,,0.00,0.00,"80,392.56",0.48,"6,560,685.35","6,641,077.91",0.00,0.00,Very Low,0.00,0.00,0.10,0.11,21.88,Very Low,0.00,0.00,9.42,0.10,20.78,Very Low,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,,0.00,0.05,"11,760,887.86",93.93,"1,286,824,336.66","1,298,585,224.52",0.00,0.00,Very Low,0.39,0.00,57.59,57.99,76.36,Very Low,0.00,0.00,10.20,74.35,78.29,Very Low,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,,0.00,0.05,"10,178,429.61",68.96,"944,817,927.62","954,996,357.24",0.00,0.00,Relatively Low,1.09,0.00,134.66,135.74,82.16,Relatively Low,0.00,0.00,10.81,126.89,81.88,Relatively Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,,0.00,0.06,"12,531,689.06",102.70,"1,406,989,452.32","1,419,521,141.38",0.00,0.00,Relatively Low,0.63,0.00,94.88,95.51,79.88,Very Low,0.00,0.00,10.24,75.10,78.37,Very Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,,0.00,0.01,"658,283.54",9.21,"126,112,802.44","126,771,085.97",0.00,0.00,Relatively Low,0.47,0.00,120.26,120.73,81.44,Very Low,0.00,0.00,9.64,131.25,82.13,Relatively Low,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,,0.00,0.02,"11,330,719.39",86.29,"1,182,104,901.56","1,193,435,620.95",0.00,0.00,Relatively Low,1.55,0.00,215.47,217.02,84.86,Relatively Low,0.00,0.00,10.58,170.64,83.68,Relatively Low,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,,0.00,0.00,"130,151.97",0.86,"11,838,896.50","11,969,048.47",0.00,0.00,Very Low,0.00,0.00,0.16,0.16,24.40,Very Low,0.00,0.00,9.38,0.23,26.11,Very Low,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,,0.00,0.04,"4,188,683.97",16.82,"230,454,943.00","234,643,626.96",0.00,0.00,Very Low,0.08,0.00,6.09,6.17,56.70,Very Low,0.00,0.00,10.48,5.64,55.40,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,,0.00,0.02,"2,631,013.65",24.38,"333,980,725.34","336,611,738.99",0.00,0.00,Very Low,0.03,0.00,5.90,5.93,56.31,Very Low,0.00,0.00,9.67,4.66,53.50,Very Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,,0.00,0.01,"514,296.65",5.90,"80,882,190.06","81,396,486.72",0.00,0.00,Very Low,0.00,0.00,0.56,0.56,33.72,Very Low,0.00,0.00,9.26,0.75,35.37,Very Low,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,,0.00,0.13,"21,056,150.86",126.72,"1,736,109,207.43","1,757,165,358.29",0.00,0.00,Relatively Low,11.94,0.00,"1,315.55","1,327.49",92.78,Relatively Low,0.00,0.00,11.23,"1,381.87",93.07,Relatively Low,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,,0.00,0.11,"4,787,108.30",51.35,"703,486,085.92","708,273,194.22",0.00,0.00,Relatively Moderate,4.92,0.00,965.01,969.92,91.66,Relatively Low,0.00,0.00,10.42,762.66,90.94,Relatively Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,,0.01,0.14,"11,484,985.20",92.17,"1,262,725,981.56","1,274,210,966.75",0.00,0.00,Relatively High,268.86,0.00,"39,492.30","39,761.16",98.92,Relatively Moderate,0.00,0.00,11.21,"36,321.55",99.07,Relatively Moderate,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,,0.00,0.12,"13,610,659.97",141.96,"1,944,786,509.08","1,958,397,169.05",0.00,0.00,Relatively Low,4.92,0.00,939.57,944.49,91.56,Relatively Low,0.00,0.00,10.43,933.19,91.73,Relatively Low,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,,0.00,0.08,"17,226,798.72",122.21,"1,674,296,554.24","1,691,523,352.96",0.00,0.00,Relatively Low,4.94,0.00,641.63,646.58,90.10,Relatively Low,0.00,0.00,10.92,652.03,90.31,Relatively Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,,0.00,0.07,"7,223,498.83",38.43,"526,425,611.46","533,649,110.28",0.00,0.00,Relatively Low,0.64,0.00,62.70,63.34,77.00,Very Low,0.00,0.00,10.88,56.55,76.30,Very Low,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,,0.00,0.02,"2,687,977.93",21.17,"290,022,250.84","292,710,228.77",0.00,0.00,Very Low,0.06,0.00,8.96,9.02,60.51,Very Low,0.00,0.00,9.77,13.82,64.36,Very Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,,0.00,0.06,"3,783,598.65",33.37,"457,167,806.96","460,951,405.61",0.00,0.00,Very Low,0.14,0.00,22.73,22.87,68.94,Very Low,0.00,0.00,9.84,30.50,71.44,Very Low,December 2025
