OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Landslide - Number of Events,Landslide - Annualized Frequency,Landslide - Exposure - Impacted Area (sq mi),Landslide - Exposure - Building Value,Landslide - Exposure - Population,Landslide - Exposure - Population Equivalence,Landslide - Exposure - Total,Landslide - Historic Loss Ratio - Buildings,Landslide - Historic Loss Ratio - Population,Landslide - Historic Loss Ratio - Total Rating,Landslide - Expected Annual Loss - Building Value,Landslide - Expected Annual Loss - Population,Landslide - Expected Annual Loss - Population Equivalence,Landslide - Expected Annual Loss - Total,Landslide - Expected Annual Loss Score,Landslide - Expected Annual Loss Rating,Landslide - Expected Annual Loss Rate - Building,Landslide - Expected Annual Loss Rate - Population,Landslide - Expected Annual Loss Rate - National Percentile,Landslide - Hazard Type Risk Index Value,Landslide - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Rating,National Risk Index Version
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,,0.00,0.03,"8,067,593.24",62.25,"852,890,414.10","860,958,007.34",0.00,0.00,Very Low,0.07,0.00,10.05,10.12,61.62,Very Low,0.00,0.00,9.95,14.30,64.71,Very Low,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,,0.00,0.02,"1,882,721.86",11.90,"162,996,669.20","164,879,391.06",0.00,0.00,Very Low,0.02,0.00,2.04,2.05,45.71,Very Low,0.00,0.00,9.57,3.12,49.22,Very Low,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,,0.00,0.00,"82,320.21",0.78,"10,657,796.90","10,740,117.11",0.00,0.00,Very Low,0.00,0.00,0.06,0.06,18.81,Very Low,0.00,0.00,9.19,0.07,19.16,Very Low,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,,0.00,0.12,"85,140,107.97",694.17,"9,510,140,250.40","9,595,280,358.37",0.00,0.00,Relatively Low,40.48,0.00,"6,040.77","6,081.25",96.59,Relatively Moderate,0.00,0.00,11.07,"6,904.81",96.99,Relatively Moderate,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,,0.00,0.04,"7,116,059.27",70.17,"961,380,618.67","968,496,677.95",0.00,0.00,Very Low,0.09,0.00,16.60,16.69,66.25,Very Low,0.00,0.00,9.65,22.08,68.61,Very Low,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,,0.00,0.07,"19,261,958.34",137.96,"1,889,991,994.93","1,909,253,953.27",0.00,0.00,Very Low,0.81,0.00,106.44,107.25,80.69,Very Low,0.00,0.00,10.49,102.53,80.49,Very Low,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,,0.00,0.23,"102,411,944.95",897.46,"12,295,150,986.12","12,397,562,931.07",0.00,0.00,Relatively Moderate,289.37,0.00,"46,413.08","46,702.45",99.03,Relatively Moderate,0.00,0.00,11.07,"61,599.88",99.39,Relatively High,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,,0.00,0.49,"312,506,124.70","1,145.59","15,694,567,016.48","16,007,073,141.18",0.00,0.00,Relatively Moderate,"1,470.40",0.01,"98,656.65","100,127.05",99.37,Relatively High,0.00,0.00,13.46,"117,935.86",99.61,Relatively High,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,,0.00,0.26,"63,260,395.46",288.65,"3,954,511,537.93","4,017,771,933.39",0.00,0.00,Relatively Moderate,269.75,0.00,"22,528.37","22,798.12",98.41,Relatively Moderate,0.00,0.00,12.49,"24,010.79",98.68,Relatively Moderate,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,,0.00,0.21,"89,445,044.96",480.77,"6,586,514,225.59","6,675,959,270.54",0.00,0.00,Relatively Low,16.30,0.00,"1,603.88","1,620.18",93.40,Relatively Low,0.00,0.00,11.68,"1,803.45",93.92,Relatively Low,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,,0.00,0.12,"40,777,048.56",213.42,"2,923,809,767.85","2,964,586,816.41",0.00,0.00,Relatively Low,3.12,0.00,298.74,301.86,86.57,Relatively Low,0.00,0.00,11.15,336.36,87.33,Relatively Low,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,,0.00,0.25,"145,397,039.64",593.17,"8,126,493,891.95","8,271,890,931.58",0.00,0.00,Relatively Moderate,335.88,0.00,"25,080.46","25,416.34",98.55,Relatively Moderate,0.00,0.00,12.91,"19,984.97",98.49,Relatively Moderate,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,,0.00,0.15,"103,336,243.99",843.72,"11,558,900,888.03","11,662,237,132.02",0.00,0.00,Relatively Low,16.49,0.00,"2,464.42","2,480.91",94.60,Relatively Low,0.00,0.00,10.93,"2,455.99",94.79,Relatively Low,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,,0.00,0.03,"2,431,062.14",31.45,"430,826,361.30","433,257,423.44",0.00,0.00,Very Low,0.02,0.00,5.37,5.39,55.31,Very Low,0.00,0.00,9.35,7.95,58.90,Very Low,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,,0.00,0.07,"10,600,707.10",58.45,"800,735,294.14","811,336,001.24",0.00,0.00,Very Low,0.16,0.00,16.58,16.74,66.28,Very Low,0.00,0.00,10.09,21.97,68.57,Very Low,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,,0.00,0.00,"100,643.90",0.14,"1,914,112.45","2,014,756.35",0.00,0.00,Very Low,0.00,0.00,0.01,0.01,13.02,Very Low,0.00,0.00,10.53,0.02,14.08,Very Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,,0.00,0.00,"90,067.20",4.11,"56,280,306.69","56,370,373.89",0.00,0.00,Very Low,0.00,0.00,0.25,0.25,27.14,Very Low,0.00,0.00,8.66,0.43,30.68,Very Low,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,,0.00,0.01,"1,068,004.41",12.69,"173,881,902.46","174,949,906.87",0.00,0.00,Very Low,0.01,0.00,1.60,1.61,43.31,Very Low,0.00,0.00,9.28,2.28,46.09,Very Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,,0.00,0.00,"6,401.81",0.15,"2,092,653.11","2,099,054.92",0.00,0.00,Very Low,0.00,0.00,0.01,0.01,13.05,Very Low,0.00,0.00,8.78,0.01,13.28,Very Low,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,,0.00,0.00,"368,485.31",4.77,"65,296,939.76","65,665,425.07",0.00,0.00,Very Low,0.00,0.00,0.24,0.24,26.95,Very Low,0.00,0.00,9.12,0.33,28.66,Very Low,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,,0.00,0.01,"729,453.27",7.40,"101,420,861.32","102,150,314.59",0.00,0.00,Very Low,0.01,0.00,1.76,1.77,44.18,Very Low,0.00,0.00,9.33,1.39,41.17,Very Low,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,,0.00,0.03,"4,271,693.08",5.90,"80,844,936.66","85,116,629.74",0.00,0.00,Very Low,0.06,0.00,1.48,1.54,42.89,Very Low,0.00,0.00,11.65,1.67,43.02,Very Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,,0.00,0.03,"4,635,890.58",38.41,"526,227,734.97","530,863,625.55",0.00,0.00,Very Low,0.06,0.00,8.38,8.44,59.78,Very Low,0.00,0.00,9.68,6.63,57.05,Very Low,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,,0.00,0.01,"536,518.61",74.75,"1,024,096,321.79","1,024,632,840.40",0.00,0.00,Very Low,0.00,0.00,7.06,7.07,58.06,Very Low,0.00,0.00,8.59,8.10,59.07,Very Low,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,,0.00,0.03,"2,968,395.22",66.01,"904,335,263.60","907,303,658.81",0.00,0.00,Very Low,0.03,0.00,12.96,12.99,63.95,Very Low,0.00,0.00,9.13,10.22,61.41,Very Low,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,,0.00,0.11,"16,325,662.44",186.30,"2,552,268,354.48","2,568,594,016.92",0.00,0.00,Relatively Low,2.03,0.00,424.77,426.81,88.25,Relatively Low,0.00,0.00,10.15,442.94,88.62,Relatively Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,,0.00,0.05,"17,218,894.35",363.11,"4,974,627,972.93","4,991,846,867.28",0.00,0.00,Relatively Low,7.34,0.00,"2,834.00","2,841.34",94.92,Relatively Low,0.00,0.00,9.88,"3,047.29",95.31,Relatively Low,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,,0.00,0.03,"5,095,264.42",74.44,"1,019,872,534.18","1,024,967,798.60",0.00,0.00,Very Low,0.05,0.00,12.81,12.86,63.84,Very Low,0.00,0.00,9.46,10.11,61.33,Very Low,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,,0.00,0.22,"141,625,406.74","1,530.56","20,968,703,519.81","21,110,328,926.55",0.00,0.00,Relatively Moderate,337.35,0.00,"66,729.53","67,066.89",99.20,Relatively Moderate,0.00,0.00,10.74,"52,734.97",99.31,Relatively High,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,,0.00,0.33,"124,109,167.88","1,189.47","16,295,675,365.21","16,419,784,533.09",0.00,0.00,Relatively Moderate,997.90,0.01,"175,047.95","176,045.85",99.53,Relatively High,0.00,0.00,10.98,"138,425.57",99.66,Relatively High,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,,0.00,0.23,"73,639,002.40",599.86,"8,218,123,913.06","8,291,762,915.46",0.00,0.00,Relatively Low,47.64,0.00,"7,103.08","7,150.72",96.90,Relatively Moderate,0.00,0.00,11.04,"8,717.84",97.41,Relatively Moderate,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,,0.01,0.54,"230,446,837.54",994.84,"13,629,297,599.59","13,859,744,437.13",0.00,0.00,Relatively High,"4,098.76",0.02,"323,859.18","327,957.94",99.68,Relatively High,0.00,0.00,12.91,"330,845.60",99.83,Relatively High,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,,0.00,0.08,"26,402,231.05",118.70,"1,626,124,952.92","1,652,527,183.97",0.00,0.00,Very Low,1.17,0.00,96.68,97.85,80.04,Very Low,0.00,0.00,11.32,110.06,81.00,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,,0.00,0.10,"2,528,445.63",64.72,"886,619,100.37","889,147,546.00",0.00,0.00,Relatively Low,0.49,0.00,228.28,228.77,85.14,Relatively Low,0.00,0.00,9.47,179.88,84.01,Relatively Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,,0.00,0.08,"7,982,632.60",112.37,"1,539,505,767.77","1,547,488,400.37",0.00,0.00,Relatively Low,2.89,0.00,743.69,746.57,90.68,Relatively Low,0.00,0.00,10.22,587.03,89.88,Relatively Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,,0.00,0.11,"47,474,289.20",205.86,"2,820,312,201.18","2,867,786,490.38",0.00,0.00,Relatively Low,5.66,0.00,449.57,455.23,88.58,Relatively Low,0.00,0.00,11.99,604.97,89.99,Relatively Low,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,,0.00,0.11,"77,955,090.29",378.18,"5,181,106,321.80","5,259,061,412.09",0.00,0.00,Relatively Low,38.09,0.00,"3,381.89","3,419.98",95.38,Relatively Low,0.00,0.00,12.01,"3,802.28",95.78,Relatively Moderate,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,,0.00,0.02,"16,996,473.15",241.04,"3,302,257,700.44","3,319,254,173.60",0.00,0.00,Very Low,0.14,0.00,37.35,37.49,73.08,Very Low,0.00,0.00,9.65,42.04,73.99,Very Low,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,,0.00,0.03,"17,607,923.07",197.55,"2,706,497,527.40","2,724,105,450.48",0.00,0.00,Very Low,0.18,0.00,37.27,37.45,73.07,Very Low,0.00,0.00,9.85,38.07,73.24,Very Low,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,,0.00,0.06,"15,007,853.97",189.04,"2,589,786,746.50","2,604,794,600.47",0.00,0.00,Very Low,0.33,0.00,76.94,77.27,78.43,Very Low,0.00,0.00,9.89,60.76,76.85,Very Low,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,,0.00,0.15,"105,336,912.18","1,218.96","16,699,712,298.45","16,805,049,210.63",0.00,0.00,Relatively Low,14.39,0.00,"3,047.73","3,062.12",95.11,Relatively Low,0.00,0.00,10.43,"3,886.02",95.84,Relatively Moderate,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,,0.00,0.00,"1,152,552.71",11.25,"154,166,692.02","155,319,244.73",0.00,0.00,Very Low,0.00,0.00,0.34,0.34,29.64,Very Low,0.00,0.00,9.31,0.31,28.12,Very Low,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,,0.00,0.02,"23,432,414.27",236.16,"3,235,392,120.82","3,258,824,535.08",0.00,0.00,Very Low,0.26,0.00,47.92,48.18,75.02,Very Low,0.00,0.00,9.97,50.34,75.40,Very Low,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,,0.00,0.06,"3,928,654.67",43.60,"597,260,213.39","601,188,868.06",0.00,0.00,Very Low,0.12,0.00,23.83,23.95,69.36,Very Low,0.00,0.00,9.64,18.83,67.21,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,,0.00,0.03,"1,215,649.96",11.08,"151,778,828.90","152,994,478.85",0.00,0.00,Very Low,0.03,0.00,5.29,5.32,55.18,Very Low,0.00,0.00,9.57,4.18,52.36,Very Low,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,,0.00,0.03,"2,044,982.72",9.78,"133,952,920.64","135,997,903.36",0.00,0.00,Very Low,0.06,0.00,5.35,5.41,55.35,Very Low,0.00,0.00,10.33,4.26,52.54,Very Low,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,,0.00,0.01,"641,281.24",3.64,"49,818,503.71","50,459,784.95",0.00,0.00,Very Low,0.01,0.00,1.38,1.39,41.91,Very Low,0.00,0.00,9.69,1.09,38.86,Very Low,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,,0.00,0.21,"10,187,578.71",50.21,"687,833,244.38","698,020,823.10",0.00,0.00,Relatively Low,0.93,0.00,83.61,84.54,79.05,Very Low,0.00,0.00,10.67,66.47,77.51,Very Low,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,,0.00,0.07,"3,951,333.17",41.79,"572,469,124.88","576,420,458.05",0.00,0.00,Very Low,0.10,0.00,18.97,19.07,67.38,Very Low,0.00,0.00,9.67,31.68,71.74,Very Low,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,,0.01,0.60,"168,185,343.69",793.13,"10,865,905,753.14","11,034,091,096.83",0.00,0.00,Relatively High,"3,304.33",0.02,"285,208.51","288,512.84",99.66,Relatively High,0.00,0.00,12.56,"226,858.83",99.77,Relatively High,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,,0.00,0.34,"32,911,457.81",282.02,"3,863,725,750.50","3,896,637,208.31",0.00,0.00,Relatively Low,4.07,0.00,638.96,643.04,90.08,Relatively Low,0.00,0.00,10.46,505.62,89.22,Relatively Low,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,,0.00,0.12,"16,773,381.59",110.70,"1,516,624,457.12","1,533,397,838.71",0.00,0.00,Very Low,0.45,0.00,54.04,54.49,75.90,Very Low,0.00,0.00,10.27,65.17,77.34,Very Low,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,,0.00,0.60,"218,638,386.31","1,270.51","17,406,055,182.94","17,624,693,569.26",0.00,0.00,Relatively Moderate,"1,087.49",0.01,"115,663.99","116,751.48",99.41,Relatively High,0.00,0.00,11.91,"138,755.30",99.67,Relatively High,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,,0.00,0.10,"10,086,881.73",74.49,"1,020,535,312.73","1,030,622,194.46",0.00,0.00,Very Low,0.26,0.00,34.71,34.97,72.51,Very Low,0.00,0.00,10.26,43.80,74.33,Very Low,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,,0.00,0.03,"20,075,633.72",178.81,"2,449,756,764.26","2,469,832,397.99",0.00,0.00,Very Low,0.40,0.00,65.86,66.27,77.34,Very Low,0.00,0.00,9.99,79.32,78.74,Very Low,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,,0.00,0.03,"7,710,674.65",16.28,"223,095,234.80","230,805,909.45",0.00,0.00,Very Low,0.10,0.00,3.68,3.77,51.70,Very Low,0.00,0.00,10.98,2.97,48.70,Very Low,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,,0.00,0.28,"116,111,967.48",601.45,"8,239,888,044.48","8,356,000,011.97",0.00,0.00,Relatively Moderate,186.29,0.00,"17,661.81","17,848.10",98.14,Relatively Moderate,0.00,0.00,12.08,"20,043.78",98.49,Relatively Moderate,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,,0.00,0.09,"37,419,000.86",212.77,"2,914,981,364.67","2,952,400,365.53",0.00,0.00,Relatively Low,7.32,0.00,761.32,768.63,90.81,Relatively Low,0.00,0.00,11.45,915.33,91.65,Relatively Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,,0.00,0.07,"7,501,861.84",67.07,"918,790,893.52","926,292,755.36",0.00,0.00,Very Low,0.13,0.00,21.45,21.58,68.47,Very Low,0.00,0.00,9.84,21.28,68.29,Very Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,,0.00,0.32,"96,114,176.72",511.56,"7,008,420,157.64","7,104,534,334.36",0.00,0.00,Relatively Low,58.77,0.00,"5,725.65","5,784.43",96.50,Relatively Moderate,0.00,0.00,11.86,"6,689.90",96.94,Relatively Moderate,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,,0.01,0.21,"60,648,187.96",398.55,"5,460,139,549.10","5,520,787,737.06",0.00,0.00,Relatively High,"1,239.84",0.01,"149,126.00","150,365.84",99.49,Relatively High,0.00,0.00,11.69,"118,233.28",99.61,Relatively High,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,,0.00,0.21,"53,405,907.37",352.29,"4,826,428,413.02","4,879,834,320.39",0.00,0.00,Relatively Moderate,579.93,0.01,"70,018.44","70,598.37",99.21,Relatively Moderate,0.00,0.00,11.63,"75,013.39",99.46,Relatively High,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,,0.00,0.12,"39,104,252.22",251.99,"3,452,212,193.13","3,491,316,445.36",0.00,0.00,Relatively Low,12.83,0.00,"1,513.54","1,526.37",93.22,Relatively Low,0.00,0.00,11.36,"1,488.17",93.29,Relatively Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,,0.00,0.03,"1,232,505.99",6.94,"95,031,564.86","96,264,070.85",0.00,0.00,Very Low,0.02,0.00,2.24,2.26,46.64,Very Low,0.00,0.00,9.83,3.79,51.32,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,,0.00,0.09,"9,778,060.21",24.27,"332,491,054.83","342,269,115.03",0.00,0.00,Very Low,0.33,0.00,15.17,15.50,65.63,Very Low,0.00,0.00,11.49,18.00,66.83,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,,0.01,0.48,"104,896,493.16",822.34,"11,266,063,823.14","11,370,960,316.30",0.00,0.00,Relatively Moderate,"1,338.27",0.01,"192,024.03","193,362.29",99.56,Relatively High,0.00,0.00,11.29,"247,107.79",99.78,Relatively High,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,,0.00,0.03,"2,231,449.81",17.20,"235,616,999.20","237,848,449.01",0.00,0.00,Very Low,0.04,0.00,5.32,5.36,55.25,Very Low,0.00,0.00,9.84,4.68,53.53,Very Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,,0.00,0.03,"6,904,214.34",79.55,"1,089,823,023.02","1,096,727,237.36",0.00,0.00,Relatively Low,0.37,0.00,77.08,77.44,78.44,Very Low,0.00,0.00,9.77,101.82,80.44,Very Low,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,,0.00,0.04,"1,720,856.63",14.94,"204,613,403.01","206,334,259.64",0.00,0.00,Very Low,0.02,0.00,2.81,2.83,48.78,Very Low,0.00,0.00,9.56,2.51,47.14,Very Low,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,,0.00,0.19,"66,837,686.52",255.17,"3,495,832,785.71","3,562,670,472.23",0.00,0.00,Relatively Low,29.25,0.00,"2,044.01","2,073.26",94.13,Relatively Low,0.00,0.00,12.69,"2,176.55",94.50,Relatively Low,December 2025
