OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Exposure - Impacted Area (sq mi),Hurricane - Exposure - Building Value,Hurricane - Exposure - Population,Hurricane - Exposure - Population Equivalence,Hurricane - Exposure - Agriculture Value,Hurricane - Exposure - Total,Hurricane - Historic Loss Ratio - Buildings,Hurricane - Historic Loss Ratio - Population,Hurricane - Historic Loss Ratio - Agriculture,Hurricane - Historic Loss Ratio - Total Rating,Hurricane - Expected Annual Loss - Building Value,Hurricane - Expected Annual Loss - Population,Hurricane - Expected Annual Loss - Population Equivalence,Hurricane - Expected Annual Loss - Agriculture Value,Hurricane - Expected Annual Loss - Total,Hurricane - Expected Annual Loss Score,Hurricane - Expected Annual Loss Rating,Hurricane - Expected Annual Loss Rate - Building,Hurricane - Expected Annual Loss Rate - Population,Hurricane - Expected Annual Loss Rate - Agriculture,Hurricane - Expected Annual Loss Rate - National Percentile,Hurricane - Hazard Type Risk Index Value,Hurricane - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Rating,National Risk Index Version
24061,T15003000401,Hawaii,HI,15,Honolulu,County,003,15003,000401,15003000401,2758,"627,754,965.00",0.00,2.41,0,0.03,2.41,"627,754,965.00","2,758","37,784,600,000.00",0.00,"38,412,354,965.00",0.00,0.00,0.00,Very Low,"3,705.27",0.00,352.99,0.00,"4,058.26",45.35,Very Low,0.00,0.00,0.00,41.71,"5,803.78",47.70,Very Low,December 2025
24062,T15003000402,Hawaii,HI,15,Honolulu,County,003,15003,000402,15003000402,4147,"1,381,442,795.00",0.00,1.17,0,0.03,1.17,"1,381,442,795.00","4,147","56,813,900,000.00",0.00,"58,195,342,795.00",0.00,0.00,0.00,Very Low,"8,153.86",0.00,530.76,0.00,"8,684.62",50.94,Relatively Low,0.00,0.00,0.00,43.19,"8,820.45",50.69,Very Low,December 2025
24063,T15003000500,Hawaii,HI,15,Honolulu,County,003,15003,000500,15003000500,3872,"1,555,396,221.00",0.00,1.53,0,0.03,1.12,"1,555,396,221.00","3,872","53,046,400,000.00",0.00,"54,601,796,221.00",0.00,0.00,0.00,Very Low,"9,180.60",0.00,495.57,0.00,"9,676.17",51.66,Relatively Low,0.00,0.00,0.00,43.99,"9,275.15",51.03,Very Low,December 2025
24064,T15003000600,Hawaii,HI,15,Honolulu,County,003,15003,000600,15003000600,1276,"607,852,535.00",0.00,1.54,0,0.03,1.21,"607,852,535.00","1,276","17,481,200,000.00",0.00,"18,089,052,535.00",0.00,0.00,0.00,Relatively Low,"3,587.80",0.00,163.31,0.00,"3,751.11",44.72,Very Low,0.00,0.00,0.00,44.41,"3,927.24",44.63,Very Low,December 2025
24065,T15003000700,Hawaii,HI,15,Honolulu,County,003,15003,000700,15003000700,3215,"603,550,524.00",0.00,0.38,0,0.03,0.38,"603,550,524.00","3,215","44,045,500,000.00",0.00,"44,649,050,524.00",0.00,0.00,0.00,Very Low,"3,562.41",0.00,411.48,0.00,"3,973.89",45.16,Very Low,0.00,0.00,0.00,40.86,"3,502.00",43.70,Very Low,December 2025
24066,T15003000800,Hawaii,HI,15,Honolulu,County,003,15003,000800,15003000800,3770,"988,495,965.00",0.00,0.44,0,0.03,0.44,"988,495,965.00","3,770","51,649,000,000.00",0.00,"52,637,495,965.00",0.00,0.00,0.00,Very Low,"5,834.52",0.00,482.51,0.00,"6,317.03",48.75,Very Low,0.00,0.00,0.00,42.48,"7,495.77",49.57,Very Low,December 2025
24067,T15003000901,Hawaii,HI,15,Honolulu,County,003,15003,000901,15003000901,2613,"376,119,907.00",0.00,0.33,0,0.03,0.33,"376,119,907.00","2,613","35,798,100,000.00",0.00,"36,174,219,907.00",0.00,0.00,0.00,Very Low,"2,220.02",0.00,334.43,0.00,"2,554.45",41.51,Very Low,0.00,0.00,0.00,39.09,"2,524.01",40.93,Very Low,December 2025
24068,T15003000903,Hawaii,HI,15,Honolulu,County,003,15003,000903,15003000903,3039,"442,498,564.00",0.00,0.24,0,0.03,0.24,"442,498,564.00","3,039","41,634,300,000.00",0.00,"42,076,798,564.00",0.00,0.00,0.00,Very Low,"2,611.81",0.00,388.95,0.00,"3,000.76",42.88,Very Low,0.00,0.00,0.00,39.22,"3,001.05",42.36,Very Low,December 2025
24069,T15003000904,Hawaii,HI,15,Honolulu,County,003,15003,000904,15003000904,1975,"354,072,809.00",0.00,0.25,0,0.03,0.25,"354,072,809.00","1,975","27,057,500,000.00",0.00,"27,411,572,809.00",0.00,0.00,0.00,Very Low,"2,089.89",0.00,252.77,0.00,"2,342.66",40.81,Very Low,0.00,0.00,0.00,40.43,"1,842.04",38.37,Very Low,December 2025
24070,T15003000905,Hawaii,HI,15,Honolulu,County,003,15003,000905,15003000905,2357,"490,748,993.00",0.00,0.33,0,0.03,0.33,"490,748,993.00","2,357","32,290,900,000.00",0.00,"32,781,648,993.00",0.00,0.00,0.00,Very Low,"2,896.61",0.00,301.66,0.00,"3,198.27",43.44,Very Low,0.00,0.00,0.00,41.33,"3,399.65",43.42,Very Low,December 2025
24071,T15003001000,Hawaii,HI,15,Honolulu,County,003,15003,001000,15003001000,3145,"326,647,639.00","15,612.00",3.28,0,0.03,3.28,"326,647,639.00","3,145","43,086,500,000.00","15,612.00","43,413,163,251.00",0.00,0.00,0.00,Very Low,"1,928.01",0.00,402.52,0.24,"2,330.77",40.77,Very Low,0.00,0.00,0.00,36.66,"2,141.14",39.55,Very Low,December 2025
24072,T15003001101,Hawaii,HI,15,Honolulu,County,003,15003,001101,15003001101,1961,"169,190,035.00",0.00,0.12,0,0.03,0.12,"169,190,035.00","1,961","26,865,700,000.00",0.00,"27,034,890,035.00",0.00,0.00,0.00,Very Low,998.63,0.00,250.98,0.00,"1,249.61",35.73,Very Low,0.00,0.00,0.00,35.01,"1,627.57",37.41,Very Low,December 2025
24073,T15003001102,Hawaii,HI,15,Honolulu,County,003,15003,001102,15003001102,2249,"185,074,403.00",0.00,0.20,0,0.03,0.20,"185,074,403.00","2,249","30,811,300,000.00",0.00,"30,996,374,403.00",0.00,0.00,0.00,Very Low,"1,092.39",0.00,287.84,0.00,"1,380.23",36.56,Very Low,0.00,0.00,0.00,34.63,"1,987.89",38.97,Very Low,December 2025
24074,T15003001201,Hawaii,HI,15,Honolulu,County,003,15003,001201,15003001201,3022,"440,272,231.00",0.00,0.21,0,0.03,0.21,"440,272,231.00","3,022","41,401,400,000.00",0.00,"41,841,672,231.00",0.00,0.00,0.00,Very Low,"2,598.67",0.00,386.78,0.00,"2,985.45",42.82,Very Low,0.00,0.00,0.00,39.26,"2,914.44",42.13,Very Low,December 2025
24075,T15003001202,Hawaii,HI,15,Honolulu,County,003,15003,001202,15003001202,3254,"339,011,590.00",0.00,0.20,0,0.03,0.20,"339,011,590.00","3,254","44,579,800,000.00",0.00,"44,918,811,590.00",0.00,0.00,0.00,Very Low,"2,000.99",0.00,416.47,0.00,"2,417.46",41.06,Very Low,0.00,0.00,0.00,36.68,"2,492.90",40.83,Very Low,December 2025
24076,T15003001300,Hawaii,HI,15,Honolulu,County,003,15003,001300,15003001300,4434,"831,364,011.00",0.00,0.36,0,0.03,0.36,"831,364,011.00","4,434","60,745,800,000.00",0.00,"61,577,164,011.00",0.00,0.00,0.00,Very Low,"4,907.06",0.00,567.49,0.00,"5,474.55",47.66,Very Low,0.00,0.00,0.00,40.86,"6,167.10",48.17,Very Low,December 2025
24077,T15003001400,Hawaii,HI,15,Honolulu,County,003,15003,001400,15003001400,2655,"393,739,190.00",0.00,0.20,0,0.03,0.20,"393,739,190.00","2,655","36,373,500,000.00",0.00,"36,767,239,190.00",0.00,0.00,0.00,Very Low,"2,324.01",0.00,339.81,0.00,"2,663.82",41.85,Very Low,0.00,0.00,0.00,39.37,"2,094.57",39.39,Very Low,December 2025
24078,T15003001501,Hawaii,HI,15,Honolulu,County,003,15003,001501,15003001501,1473,"189,696,231.00",0.00,0.09,0,0.03,0.09,"189,696,231.00","1,473","20,180,100,000.00",0.00,"20,369,796,231.00",0.00,0.00,0.00,Very Low,"1,119.67",0.00,188.52,0.00,"1,308.19",36.09,Very Low,0.00,0.00,0.00,38.32,"1,487.27",36.68,Very Low,December 2025
24079,T15003001502,Hawaii,HI,15,Honolulu,County,003,15003,001502,15003001502,2334,"332,852,179.00",0.00,0.13,0,0.03,0.13,"332,852,179.00","2,334","31,975,800,000.00",0.00,"32,308,652,179.00",0.00,0.00,0.00,Very Low,"1,964.63",0.00,298.72,0.00,"2,263.36",40.53,Very Low,0.00,0.00,0.00,39.12,"2,125.12",39.49,Very Low,December 2025
24080,T15003001601,Hawaii,HI,15,Honolulu,County,003,15003,001601,15003001601,1981,"316,741,887.00",0.00,0.12,0,0.03,0.12,"316,741,887.00","1,981","27,139,700,000.00",0.00,"27,456,441,887.00",0.00,0.00,0.00,Very Low,"1,869.54",0.00,253.54,0.00,"2,123.09",40.01,Very Low,0.00,0.00,0.00,39.89,"2,259.34",40.02,Very Low,December 2025
24081,T15003001602,Hawaii,HI,15,Honolulu,County,003,15003,001602,15003001602,1784,"242,244,281.00",0.00,0.12,0,0.03,0.12,"242,244,281.00","1,784","24,440,800,000.00",0.00,"24,683,044,281.00",0.00,0.00,0.00,Very Low,"1,429.83",0.00,228.33,0.00,"1,658.16",38.01,Very Low,0.00,0.00,0.00,38.76,"2,199.94",39.80,Very Low,December 2025
24082,T15003001700,Hawaii,HI,15,Honolulu,County,003,15003,001700,15003001700,2327,"568,690,702.00",0.00,1.03,0,0.03,0.54,"568,690,702.00","2,327","31,879,900,000.00",0.00,"32,448,590,702.00",0.00,0.00,0.00,Very Low,"3,356.65",0.00,297.83,0.00,"3,654.48",44.51,Very Low,0.00,0.00,0.00,42.12,"4,766.48",46.17,Very Low,December 2025
24083,T15003001801,Hawaii,HI,15,Honolulu,County,003,15003,001801,15003001801,1119,"1,046,165,932.00",0.00,0.07,0,0.03,0.07,"1,046,165,932.00","1,119","15,330,300,000.00",0.00,"16,376,465,932.00",0.00,0.00,0.00,Relatively Low,"6,174.91",0.00,143.22,0.00,"6,318.13",48.75,Very Low,0.00,0.00,0.00,45.51,"9,054.11",50.87,Very Low,December 2025
24084,T15003001803,Hawaii,HI,15,Honolulu,County,003,15003,001803,15003001803,2902,"502,012,938.00",0.00,0.05,0,0.03,0.05,"502,012,938.00","2,902","39,757,400,000.00",0.00,"40,259,412,938.00",0.00,0.00,0.00,Very Low,"2,963.09",0.00,371.42,0.00,"3,334.51",43.77,Very Low,0.00,0.00,0.00,40.18,"5,140.38",46.75,Very Low,December 2025
24085,T15003001804,Hawaii,HI,15,Honolulu,County,003,15003,001804,15003001804,1785,"379,517,647.00",0.00,0.06,0,0.03,0.06,"379,517,647.00","1,785","24,454,500,000.00",0.00,"24,834,017,647.00",0.00,0.00,0.00,Very Low,"2,240.07",0.00,228.46,0.00,"2,468.53",41.22,Very Low,0.00,0.00,0.00,41.31,"2,762.08",41.69,Very Low,December 2025
24086,T15003001901,Hawaii,HI,15,Honolulu,County,003,15003,001901,15003001901,316,"1,603,325,164.00",0.00,0.68,0,0.03,0.43,"1,603,325,164.00",316,"4,329,200,000.00",0.00,"5,932,525,164.00",0.00,0.00,0.00,Relatively Low,"9,463.50",0.00,40.44,0.00,"9,503.94",51.52,Relatively Low,0.00,0.00,0.00,46.40,"16,034.33",54.70,Relatively Low,December 2025
24087,T15003001905,Hawaii,HI,15,Honolulu,County,003,15003,001905,15003001905,1377,"84,778,194.00",0.00,0.02,0,0.03,0.02,"84,778,194.00","1,377","18,864,900,000.00",0.00,"18,949,678,194.00",0.00,0.00,0.00,Very Low,500.40,0.00,176.24,0.00,676.63,31.10,Very Low,0.00,0.00,0.00,32.38,"1,149.94",34.69,Very Low,December 2025
24088,T15003001906,Hawaii,HI,15,Honolulu,County,003,15003,001906,15003001906,2877,"418,901,604.00",0.00,0.04,0,0.03,0.04,"418,901,604.00","2,877","39,414,900,000.00",0.00,"39,833,801,604.00",0.00,0.00,0.00,Very Low,"2,472.53",0.00,368.22,0.00,"2,840.75",42.41,Very Low,0.00,0.00,0.00,38.98,"3,741.14",44.25,Very Low,December 2025
24089,T15003001907,Hawaii,HI,15,Honolulu,County,003,15003,001907,15003001907,2546,"350,428,745.00",0.00,0.03,0,0.03,0.03,"350,428,745.00","2,546","34,880,200,000.00",0.00,"35,230,628,745.00",0.00,0.00,0.00,Very Low,"2,068.38",0.00,325.85,0.00,"2,394.23",41.00,Very Low,0.00,0.00,0.00,38.59,"2,507.88",40.89,Very Low,December 2025
24090,T15003002003,Hawaii,HI,15,Honolulu,County,003,15003,002003,15003002003,2126,"755,720,411.00",0.00,0.06,0,0.03,0.06,"755,720,411.00","2,126","29,126,200,000.00",0.00,"29,881,920,411.00",0.00,0.00,0.00,Very Low,"4,460.58",0.00,272.10,0.00,"4,732.68",46.56,Very Low,0.00,0.00,0.00,43.38,"7,617.75",49.70,Very Low,December 2025
24091,T15003002004,Hawaii,HI,15,Honolulu,County,003,15003,002004,15003002004,1140,"566,529,696.00",0.00,0.06,0,0.03,0.06,"566,529,696.00","1,140","15,618,000,000.00",0.00,"16,184,529,696.00",0.00,0.00,0.00,Relatively Low,"3,343.90",0.00,145.90,0.00,"3,489.80",44.14,Very Low,0.00,0.00,0.00,44.38,"5,828.21",47.73,Very Low,December 2025
24092,T15003002005,Hawaii,HI,15,Honolulu,County,003,15003,002005,15003002005,1834,"334,266,428.00",0.00,0.05,0,0.03,0.05,"334,266,428.00","1,834","25,125,800,000.00",0.00,"25,460,066,428.00",0.00,0.00,0.00,Very Low,"1,972.98",0.00,234.73,0.00,"2,207.71",40.32,Very Low,0.00,0.00,0.00,40.53,"3,499.99",43.70,Very Low,December 2025
24093,T15003002006,Hawaii,HI,15,Honolulu,County,003,15003,002006,15003002006,2267,"493,561,229.00",0.00,0.06,0,0.03,0.06,"493,561,229.00","2,267","31,057,900,000.00",0.00,"31,551,461,229.00",0.00,0.00,0.00,Very Low,"2,913.21",0.00,290.15,0.00,"3,203.35",43.45,Very Low,0.00,0.00,0.00,41.51,"4,436.33",45.62,Very Low,December 2025
24094,T15003002101,Hawaii,HI,15,Honolulu,County,003,15003,002101,15003002101,1746,"234,350,020.00",0.00,0.30,0,0.03,0.30,"234,350,020.00","1,746","23,920,200,000.00",0.00,"24,154,550,020.00",0.00,0.00,0.00,Very Low,"1,383.23",0.00,223.47,0.00,"1,606.70",37.80,Very Low,0.00,0.00,0.00,38.46,"2,072.32",39.31,Very Low,December 2025
24095,T15003002102,Hawaii,HI,15,Honolulu,County,003,15003,002102,15003002102,1839,"337,381,117.00",0.00,0.16,0,0.03,0.16,"337,381,117.00","1,839","25,194,300,000.00",0.00,"25,531,681,117.00",0.00,0.00,0.00,Very Low,"1,991.37",0.00,235.37,0.00,"2,226.73",40.41,Very Low,0.00,0.00,0.00,40.64,"3,533.54",43.78,Very Low,December 2025
24096,T15003002203,Hawaii,HI,15,Honolulu,County,003,15003,002203,15003002203,1836,"179,442,941.00",0.00,0.08,0,0.03,0.08,"179,442,941.00","1,836","25,153,200,000.00",0.00,"25,332,642,941.00",0.00,0.00,0.00,Very Low,"1,059.15",0.00,234.98,0.00,"1,294.13",36.00,Very Low,0.00,0.00,0.00,35.99,"1,803.16",38.19,Very Low,December 2025
24097,T15003002204,Hawaii,HI,15,Honolulu,County,003,15003,002204,15003002204,1308,"132,058,991.00",0.00,0.02,0,0.03,0.02,"132,058,991.00","1,308","17,919,600,000.00",0.00,"18,051,658,991.00",0.00,0.00,0.00,Very Low,779.47,0.00,167.41,0.00,946.87,33.57,Very Low,0.00,0.00,0.00,36.24,"1,395.44",36.22,Very Low,December 2025
24098,T15003002205,Hawaii,HI,15,Honolulu,County,003,15003,002205,15003002205,1888,"348,422,413.00",0.00,0.07,0,0.03,0.07,"348,422,413.00","1,888","25,865,600,000.00",0.00,"26,214,022,413.00",0.00,0.00,0.00,Very Low,"2,056.54",0.00,241.64,0.00,"2,298.17",40.66,Very Low,0.00,0.00,0.00,40.52,"3,096.98",42.63,Very Low,December 2025
24099,T15003002206,Hawaii,HI,15,Honolulu,County,003,15003,002206,15003002206,1961,"162,642,507.00",0.00,0.04,0,0.03,0.04,"162,642,507.00","1,961","26,865,700,000.00",0.00,"27,028,342,507.00",0.00,0.00,0.00,Very Low,959.98,0.00,250.98,0.00,"1,210.97",35.47,Very Low,0.00,0.00,0.00,34.64,"2,079.96",39.33,Very Low,December 2025
24100,T15003002301,Hawaii,HI,15,Honolulu,County,003,15003,002301,15003002301,3250,"293,853,640.00",0.00,0.08,0,0.03,0.08,"293,853,640.00","3,250","44,525,000,000.00",0.00,"44,818,853,640.00",0.00,0.00,0.00,Very Low,"1,734.45",0.00,415.96,0.00,"2,150.41",40.10,Very Low,0.00,0.00,0.00,35.35,"2,338.15",40.32,Very Low,December 2025
24101,T15003002302,Hawaii,HI,15,Honolulu,County,003,15003,002302,15003002302,2087,"243,898,370.00",0.00,0.06,0,0.03,0.06,"243,898,370.00","2,087","28,591,900,000.00",0.00,"28,835,798,370.00",0.00,0.00,0.00,Very Low,"1,439.59",0.00,267.11,0.00,"1,706.70",38.25,Very Low,0.00,0.00,0.00,37.59,"1,829.04",38.31,Very Low,December 2025
24102,T15003002401,Hawaii,HI,15,Honolulu,County,003,15003,002401,15003002401,2912,"265,210,473.00",0.00,0.07,0,0.03,0.07,"265,210,473.00","2,912","39,894,400,000.00",0.00,"40,159,610,473.00",0.00,0.00,0.00,Very Low,"1,565.38",0.00,372.70,0.00,"1,938.08",39.24,Very Low,0.00,0.00,0.00,35.54,"2,482.15",40.78,Very Low,December 2025
24103,T15003002403,Hawaii,HI,15,Honolulu,County,003,15003,002403,15003002403,1567,"180,068,729.00",0.00,0.04,0,0.03,0.04,"180,068,729.00","1,567","21,467,900,000.00",0.00,"21,647,968,729.00",0.00,0.00,0.00,Very Low,"1,062.84",0.00,200.56,0.00,"1,263.40",35.83,Very Low,0.00,0.00,0.00,37.34,"1,834.72",38.33,Very Low,December 2025
24104,T15003002404,Hawaii,HI,15,Honolulu,County,003,15003,002404,15003002404,1423,"187,805,692.00",0.00,0.06,0,0.03,0.06,"187,805,692.00","1,423","19,495,100,000.00",0.00,"19,682,905,692.00",0.00,0.00,0.00,Very Low,"1,108.51",0.00,182.13,0.00,"1,290.63",35.98,Very Low,0.00,0.00,0.00,38.39,"2,011.31",39.07,Very Low,December 2025
24105,T15003002500,Hawaii,HI,15,Honolulu,County,003,15003,002500,15003002500,3941,"598,349,571.00",0.00,0.17,0,0.03,0.17,"598,349,571.00","3,941","53,991,700,000.00",0.00,"54,590,049,571.00",0.00,0.00,0.00,Very Low,"3,531.71",0.00,504.40,0.00,"4,036.11",45.31,Very Low,0.00,0.00,0.00,39.54,"6,493.33",48.55,Very Low,December 2025
24106,T15003002600,Hawaii,HI,15,Honolulu,County,003,15003,002600,15003002600,4174,"1,928,651,249.00",0.00,0.26,0,0.03,0.26,"1,928,651,249.00","4,174","57,183,800,000.00",0.00,"59,112,451,249.00",0.00,0.00,0.00,Very Low,"11,383.71",0.00,534.22,0.00,"11,917.93",52.97,Relatively Low,0.00,0.00,0.00,44.22,"16,260.33",54.80,Relatively Low,December 2025
24107,T15003002701,Hawaii,HI,15,Honolulu,County,003,15003,002701,15003002701,4078,"1,795,731,621.00",0.00,0.58,0,0.03,0.58,"1,795,731,621.00","4,078","55,868,600,000.00",0.00,"57,664,331,621.00",0.00,0.00,0.00,Very Low,"10,599.16",0.00,521.93,0.00,"11,121.09",52.51,Relatively Low,0.00,0.00,0.00,44.09,"13,410.90",53.47,Relatively Low,December 2025
24108,T15003002702,Hawaii,HI,15,Honolulu,County,003,15003,002702,15003002702,4705,"1,033,613,532.00",0.00,0.40,0,0.03,0.40,"1,033,613,532.00","4,705","64,458,500,000.00",0.00,"65,492,113,532.00",0.00,0.00,0.00,Very Low,"6,100.82",0.00,602.18,0.00,"6,703.00",49.22,Very Low,0.00,0.00,0.00,41.64,"7,868.69",49.93,Very Low,December 2025
24109,T15003002801,Hawaii,HI,15,Honolulu,County,003,15003,002801,15003002801,1778,"410,886,116.00",0.00,0.26,0,0.03,0.26,"410,886,116.00","1,778","24,358,600,000.00",0.00,"24,769,486,116.00",0.00,0.00,0.00,Very Low,"2,425.22",0.00,227.56,0.00,"2,652.78",41.81,Very Low,0.00,0.00,0.00,41.77,"4,051.48",44.87,Very Low,December 2025
24110,T15003002802,Hawaii,HI,15,Honolulu,County,003,15003,002802,15003002802,2353,"336,826,557.00",0.00,0.64,0,0.03,0.64,"336,826,557.00","2,353","32,236,100,000.00",0.00,"32,572,926,557.00",0.00,0.00,0.00,Very Low,"1,988.09",0.00,301.15,0.00,"2,289.25",40.63,Very Low,0.00,0.00,0.00,39.10,"2,577.40",41.11,Very Low,December 2025
24111,T15003002900,Hawaii,HI,15,Honolulu,County,003,15003,002900,15003002900,2251,"332,975,387.00",0.00,0.46,0,0.03,0.46,"332,975,387.00","2,251","30,838,700,000.00",0.00,"31,171,675,387.00",0.00,0.00,0.00,Very Low,"1,965.36",0.00,288.10,0.00,"2,253.46",40.50,Very Low,0.00,0.00,0.00,39.27,"1,771.90",38.07,Very Low,December 2025
24112,T15003003000,Hawaii,HI,15,Honolulu,County,003,15003,003000,15003003000,4305,"911,851,857.00",0.00,0.59,0,0.03,0.59,"911,851,857.00","4,305","58,978,500,000.00",0.00,"59,890,351,857.00",0.00,0.00,0.00,Very Low,"5,382.13",0.00,550.98,0.00,"5,933.12",48.27,Very Low,0.00,0.00,0.00,41.48,"6,361.41",48.42,Very Low,December 2025
24113,T15003003102,Hawaii,HI,15,Honolulu,County,003,15003,003102,15003003102,3345,"626,336,494.00",0.00,1.52,0,0.03,1.52,"626,336,494.00","3,345","45,826,500,000.00",0.00,"46,452,836,494.00",0.00,0.00,0.00,Very Low,"3,696.90",0.00,428.12,0.00,"4,125.02",45.48,Very Low,0.00,0.00,0.00,40.71,"4,373.96",45.50,Very Low,December 2025
24114,T15003003103,Hawaii,HI,15,Honolulu,County,003,15003,003103,15003003103,1567,"254,393,001.00",0.00,1.76,0,0.03,1.76,"254,393,001.00","1,567","21,467,900,000.00",0.00,"21,722,293,001.00",0.00,0.00,0.00,Very Low,"1,501.53",0.00,200.56,0.00,"1,702.09",38.22,Very Low,0.00,0.00,0.00,39.88,"1,812.70",38.23,Very Low,December 2025
24115,T15003003104,Hawaii,HI,15,Honolulu,County,003,15003,003104,15003003104,2175,"416,250,673.00",0.00,0.34,0,0.03,0.34,"416,250,673.00","2,175","29,797,500,000.00",0.00,"30,213,750,673.00",0.00,0.00,0.00,Very Low,"2,456.89",0.00,278.37,0.00,"2,735.26",42.09,Very Low,0.00,0.00,0.00,40.89,"2,609.70",41.21,Very Low,December 2025
24116,T15003003404,Hawaii,HI,15,Honolulu,County,003,15003,003404,15003003404,4517,"611,754,376.00",0.00,0.10,0,0.03,0.10,"611,754,376.00","4,517","61,882,900,000.00",0.00,"62,494,654,376.00",0.00,0.00,0.00,Very Low,"3,610.83",0.00,578.12,0.00,"4,188.95",45.61,Very Low,0.00,0.00,0.00,38.52,"6,459.02",48.51,Very Low,December 2025
24117,T15003003408,Hawaii,HI,15,Honolulu,County,003,15003,003408,15003003408,2256,"252,146,055.00",0.00,0.04,0,0.03,0.04,"252,146,055.00","2,256","30,907,200,000.00",0.00,"31,159,346,055.00",0.00,0.00,0.00,Very Low,"1,488.27",0.00,288.74,0.00,"1,777.01",38.57,Very Low,0.00,0.00,0.00,37.15,"2,094.17",39.39,Very Low,December 2025
24118,T15003003409,Hawaii,HI,15,Honolulu,County,003,15003,003409,15003003409,1901,"241,294,964.00",0.00,0.03,0,0.03,0.03,"241,294,964.00","1,901","26,043,700,000.00",0.00,"26,284,994,964.00",0.00,0.00,0.00,Very Low,"1,424.22",0.00,243.30,0.00,"1,667.53",38.07,Very Low,0.00,0.00,0.00,38.06,"1,937.61",38.75,Very Low,December 2025
24119,T15003003410,Hawaii,HI,15,Honolulu,County,003,15003,003410,15003003410,1482,"153,741,416.00",0.00,0.03,0,0.03,0.03,"153,741,416.00","1,482","20,303,400,000.00",0.00,"20,457,141,416.00",0.00,0.00,0.00,Very Low,907.45,0.00,189.68,0.00,"1,097.12",34.72,Very Low,0.00,0.00,0.00,36.55,"1,171.39",34.84,Very Low,December 2025
24120,T15003003411,Hawaii,HI,15,Honolulu,County,003,15003,003411,15003003411,1231,"139,895,379.00",0.00,0.02,0,0.03,0.02,"139,895,379.00","1,231","16,864,700,000.00",0.00,"17,004,595,379.00",0.00,0.00,0.00,Very Low,825.72,0.00,157.55,0.00,983.27,33.87,Very Low,0.00,0.00,0.00,37.27,952.10,33.27,Very Low,December 2025
24121,T15003003412,Hawaii,HI,15,Honolulu,County,003,15003,003412,15003003412,1618,"239,808,140.00",0.00,0.06,0,0.03,0.06,"239,808,140.00","1,618","22,166,600,000.00",0.00,"22,406,408,140.00",0.00,0.00,0.00,Very Low,"1,415.45",0.00,207.08,0.00,"1,622.53",37.87,Very Low,0.00,0.00,0.00,39.18,"1,763.02",38.02,Very Low,December 2025
24122,T15003003413,Hawaii,HI,15,Honolulu,County,003,15003,003413,15003003413,2532,"295,198,402.00",0.00,0.06,0,0.03,0.06,"295,198,402.00","2,532","34,688,400,000.00",0.00,"34,983,598,402.00",0.00,0.00,0.00,Very Low,"1,742.39",0.00,324.06,0.00,"2,066.45",39.80,Very Low,0.00,0.00,0.00,37.48,"2,218.61",39.87,Very Low,December 2025
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,"546,844,676.00",0.00,0.10,0,0.03,0.10,"546,844,676.00","4,118","56,416,600,000.00",0.00,"56,963,444,676.00",0.00,0.00,0.00,Very Low,"3,227.71",0.00,527.05,0.00,"3,754.76",44.73,Very Low,0.00,0.00,0.00,38.44,"5,822.84",47.73,Very Low,December 2025
24124,T15003003501,Hawaii,HI,15,Honolulu,County,003,15003,003501,15003003501,2286,"596,224,147.00",0.00,0.12,0,0.03,0.12,"596,224,147.00","2,286","31,318,200,000.00",0.00,"31,914,424,147.00",0.00,0.00,0.00,Very Low,"3,519.17",0.00,292.58,0.00,"3,811.74",44.84,Very Low,0.00,0.00,0.00,42.34,"6,483.23",48.54,Very Low,December 2025
24125,T15003003503,Hawaii,HI,15,Honolulu,County,003,15003,003503,15003003503,1500,"420,496,843.00",0.00,0.07,0,0.03,0.07,"420,496,843.00","1,500","20,550,000,000.00",0.00,"20,970,496,843.00",0.00,0.00,0.00,Very Low,"2,481.95",0.00,191.98,0.00,"2,673.93",41.88,Very Low,0.00,0.00,0.00,42.60,"4,525.96",45.77,Very Low,December 2025
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,"475,249,248.00",0.00,0.09,0,0.03,0.09,"475,249,248.00","2,712","37,154,400,000.00",0.00,"37,629,649,248.00",0.00,0.00,0.00,Very Low,"2,805.12",0.00,347.10,0.00,"3,152.22",43.31,Very Low,0.00,0.00,0.00,40.32,"4,929.43",46.43,Very Low,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,"343,897,583.00",0.00,0.06,0,0.03,0.06,"343,897,583.00","3,181","43,579,700,000.00",0.00,"43,923,597,583.00",0.00,0.00,0.00,Very Low,"2,029.83",0.00,407.13,0.00,"2,436.95",41.12,Very Low,0.00,0.00,0.00,36.97,"3,927.71",44.64,Very Low,December 2025
