OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tornado - Number of Events,Tornado - Annualized Frequency,Tornado - Exposure - Impacted Area (sq mi),Tornado - Exposure - Building Value,Tornado - Exposure - Population,Tornado - Exposure - Population Equivalence,Tornado - Exposure - Agriculture Value,Tornado - Exposure - Total,Tornado - Historic Loss Ratio - Buildings,Tornado - Historic Loss Ratio - Population,Tornado - Historic Loss Ratio - Agriculture,Tornado - Historic Loss Ratio - Total Rating,Tornado - Expected Annual Loss - Building Value,Tornado - Expected Annual Loss - Population,Tornado - Expected Annual Loss - Population Equivalence,Tornado - Expected Annual Loss - Agriculture Value,Tornado - Expected Annual Loss - Total,Tornado - Expected Annual Loss Score,Tornado - Expected Annual Loss Rating,Tornado - Expected Annual Loss Rate - Building,Tornado - Expected Annual Loss Rate - Population,Tornado - Expected Annual Loss Rate - Agriculture,Tornado - Expected Annual Loss Rate - National Percentile,Tornado - Hazard Type Risk Index Value,Tornado - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Rating,National Risk Index Version
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,0.00,0.00,11.96,"367,747,891.00","2,704.00","37,044,800,000.00","950,643.00","37,413,498,534.00",0.00,0.00,0.00,Very Low,117.00,0.00,7.86,0.96,125.82,1.21,Very Low,0.00,0.00,0.00,4.86,108.86,0.92,Very Low,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,0.00,0.00,11.55,"1,022,446,815.00","6,315.00","86,515,500,000.00","12,126,151.00","87,550,072,966.00",0.00,0.00,0.00,Very Low,325.17,0.00,18.35,1.34,344.85,1.81,Very Low,0.00,0.00,0.00,4.53,329.30,1.71,Very Low,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,2.00,0.00,32.98,"544,582,053.00","3,734.00","51,155,800,000.00","23,135,346.00","51,723,517,399.00",0.00,0.00,0.00,Very Low,171.97,0.00,10.84,8.65,191.45,1.51,Very Low,0.00,0.00,0.00,7.79,197.72,1.43,Very Low,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,1.00,0.00,58.66,"1,372,812,023.00","5,959.00","81,638,300,000.00","13,569,584.00","83,024,681,607.00",0.00,0.00,0.00,Very Low,421.38,0.00,17.27,5.00,443.65,1.99,Very Low,0.00,0.00,0.00,5.17,469.58,1.90,Very Low,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,0.00,0.00,19.56,0.00,84.00,"1,150,800,000.00","4,592,613.00","1,155,392,613.00",0.00,0.00,0.00,Very Low,0.00,0.00,0.15,1.37,1.52,0.25,Very Low,0.00,0.00,0.00,74.16,1.68,0.25,Very Low,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,1.00,0.00,34.23,"527,524,564.00","4,132.00","56,608,400,000.00","3,771,240.00","57,139,695,804.00",0.00,0.00,0.00,Very Low,155.19,0.00,10.86,1.64,167.70,1.43,Very Low,0.00,0.00,0.00,4.94,170.11,1.30,Very Low,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,0.00,0.00,85.63,"466,380,238.00","2,703.00","37,031,100,000.00","2,381,177.00","37,499,861,415.00",0.00,0.00,0.00,Very Low,113.67,0.00,33.46,2.37,149.50,1.34,Very Low,0.00,0.00,0.00,4.55,187.89,1.38,Very Low,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,0.00,0.00,30.14,"329,815,278.00","2,764.00","37,866,800,000.00","667,304.00","38,197,282,582.00",0.00,0.00,0.00,Very Low,84.92,0.00,6.50,0.20,91.62,0.93,Very Low,0.00,0.00,0.00,4.14,84.79,0.71,Very Low,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,0.00,0.00,5.19,"592,043,828.00","4,334.00","59,375,800,000.00","486,412.00","59,968,330,240.00",0.01,0.00,0.01,Very Low,151.16,0.00,10.10,0.12,161.38,1.40,Very Low,0.00,0.00,0.00,3.98,153.31,1.22,Very Low,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,0.00,0.00,8.09,"472,816,159.00","3,558.00","48,744,600,000.00","909,016.00","49,218,325,175.00",0.00,0.00,0.00,Very Low,120.62,0.00,8.29,0.33,129.25,1.24,Very Low,0.00,0.00,0.00,4.11,167.54,1.28,Very Low,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,0.00,0.00,26.58,"544,776,094.00","3,269.00","44,785,300,000.00","9,086,912.00","45,339,163,006.00",0.00,0.00,0.00,Very Low,183.27,0.00,28.88,1.97,214.12,1.58,Very Low,0.00,0.00,0.00,4.67,273.07,1.62,Very Low,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,0.00,0.00,64.68,"1,122,465,179.00","5,810.00","79,597,000,000.00","4,002,503.00","80,723,467,682.00",0.00,0.00,0.00,Very Low,442.12,0.00,94.08,1.77,537.98,2.15,Very Low,0.00,0.00,0.00,4.19,632.99,2.11,Very Low,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,0.00,0.00,5.98,"348,754,835.00","2,243.00","30,729,100,000.00","259,989.00","31,078,114,824.00",0.01,0.00,0.02,Very Low,336.86,0.00,176.72,0.38,513.96,2.11,Very Low,0.00,0.00,0.00,5.15,529.14,1.98,Very Low,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,0.00,0.00,11.42,"2,323,474,746.00","1,542.00","21,125,400,000.00",0.00,"23,448,874,746.00",0.01,0.00,0.00,Very Low,"2,259.02",0.00,121.49,0.00,"2,380.51",6.25,Very Low,0.00,0.00,0.00,7.29,"2,950.59",6.13,Very Low,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,0.00,0.00,5.93,"506,522,626.00","3,522.00","48,251,400,000.00","423,596.00","48,758,346,222.00",0.00,0.00,0.00,Very Low,128.87,0.00,8.19,0.07,137.13,1.28,Very Low,0.00,0.00,0.00,3.95,130.15,1.08,Very Low,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,0.00,0.00,8.30,"711,351,900.00","5,562.00","76,199,400,000.00","6,564,378.00","76,917,316,278.00",0.00,0.00,0.00,Very Low,181.34,0.00,12.94,0.67,194.96,1.52,Very Low,0.00,0.00,0.00,4.17,267.97,1.61,Very Low,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,0.00,0.00,12.13,"283,023,721.00","1,850.00","25,345,000,000.00","7,726,415.00","25,635,750,136.00",0.00,0.00,0.00,Very Low,72.02,0.00,4.30,0.55,76.87,0.77,Very Low,0.00,0.00,0.00,4.51,73.43,0.59,Very Low,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,0.00,0.00,2.41,"1,239,896,704.00","7,490.00","102,613,000,000.00","26,733.00","103,852,923,437.00",0.01,0.00,0.01,Very Low,315.45,0.00,17.41,0.00,332.86,1.81,Very Low,0.00,0.00,0.00,3.91,442.76,1.85,Very Low,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,1.00,0.00,8.45,"428,282,442.00","2,493.00","34,154,100,000.00","7,598,054.00","34,589,980,496.00",0.00,0.00,0.00,Very Low,109.05,0.00,5.80,0.53,115.37,1.14,Very Low,0.00,0.00,0.00,4.32,127.77,1.06,Very Low,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,1.00,0.00,13.07,"707,204,092.00","4,566.00","62,554,200,000.00","16,774,544.00","63,278,178,636.00",0.00,0.00,0.00,Very Low,179.94,0.00,10.61,1.46,192.01,1.51,Very Low,0.00,0.00,0.00,4.55,207.49,1.45,Very Low,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,0.00,0.00,0.89,"398,158,286.00","2,472.00","33,866,400,000.00",0.00,"34,264,558,286.00",0.04,0.00,0.00,Very Low,101.30,0.00,5.75,0.00,107.04,1.08,Very Low,0.00,0.00,0.00,3.91,97.77,0.82,Very Low,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,0.00,0.00,1.65,"599,808,331.00","3,157.00","43,250,900,000.00",4.00,"43,850,708,335.00",0.02,0.00,0.01,Very Low,152.60,0.00,7.34,0.00,159.94,1.39,Very Low,0.00,0.00,0.00,3.93,213.16,1.47,Very Low,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,0.00,0.00,1.34,"992,511,725.00","3,416.00","46,799,200,000.00",0.00,"47,791,711,725.00",0.06,0.00,0.00,Very Low,596.36,0.00,117.29,0.00,713.65,2.46,Very Low,0.00,0.00,0.00,4.76,"1,033.74",2.77,Very Low,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,0.00,0.00,0.84,"701,673,844.00","2,403.00","32,921,100,000.00",0.00,"33,622,773,844.00",0.14,0.00,0.00,Very Low,682.21,0.00,189.32,0.00,871.53,2.83,Very Low,0.00,0.00,0.00,6.05,"1,190.80",3.05,Very Low,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,0.00,0.00,0.30,"379,884,682.00","2,438.00","33,400,600,000.00",0.00,"33,780,484,682.00",0.12,0.00,0.00,Very Low,96.65,0.00,5.67,0.00,102.32,1.03,Very Low,0.00,0.00,0.00,3.88,100.97,0.85,Very Low,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,0.00,0.00,0.23,"278,907,113.00","1,990.00","27,263,000,000.00",0.00,"27,541,907,113.00",0.16,0.00,0.00,Very Low,70.96,0.00,4.62,0.00,75.58,0.75,Very Low,0.00,0.00,0.00,3.89,82.12,0.68,Very Low,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,0.00,0.00,1.39,"770,056,440.00","3,366.00","46,114,200,000.00",0.00,"46,884,256,440.00",0.02,0.00,0.00,Very Low,195.92,0.00,7.82,0.00,203.74,1.55,Very Low,0.00,0.00,0.00,3.95,216.01,1.48,Very Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,0.00,0.00,31.19,"1,008,121,501.00","7,413.00","101,558,100,000.00","4,651,378.00","102,570,872,879.00",0.00,0.00,0.00,Very Low,327.41,0.00,45.50,3.08,376.00,1.86,Very Low,0.00,0.00,0.00,4.65,337.45,1.73,Very Low,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,0.00,0.00,0.40,"653,042,159.00","2,830.00","38,771,000,000.00",0.00,"39,424,042,159.00",0.09,0.00,0.00,Very Low,166.15,0.00,6.58,0.00,172.72,1.45,Very Low,0.00,0.00,0.00,3.99,272.49,1.62,Very Low,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,0.00,0.00,0.63,"856,207,730.00","3,428.00","46,963,600,000.00",0.00,"47,819,807,730.00",0.06,0.00,0.00,Very Low,217.83,0.00,7.97,0.00,225.80,1.60,Very Low,0.00,0.00,0.00,3.98,232.13,1.53,Very Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,0.00,0.00,1.33,"572,441,501.00","6,505.00","89,118,500,000.00","117,503.00","89,691,059,004.00",0.03,0.00,0.01,Very Low,145.64,0.00,15.12,0.01,160.76,1.39,Very Low,0.00,0.00,0.00,3.74,159.35,1.25,Very Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,0.00,0.00,2.67,"1,005,927,974.00","6,473.00","88,680,100,000.00","102,988.00","89,686,130,962.00",0.01,0.00,0.00,Very Low,261.32,0.00,17.37,0.01,278.70,1.70,Very Low,0.00,0.00,0.00,4.03,196.31,1.42,Very Low,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,0.00,0.00,1.01,"1,358,023,088.00","4,162.00","57,019,400,000.00",0.00,"58,377,423,088.00",0.04,0.00,0.00,Very Low,345.51,0.00,9.67,0.00,355.18,1.84,Very Low,0.00,0.00,0.00,4.02,541.30,2.00,Very Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,0.00,0.00,0.54,"560,187,909.00","5,865.00","80,350,500,000.00",0.00,"80,910,687,909.00",0.07,0.00,0.00,Very Low,142.52,0.00,13.63,0.00,156.15,1.36,Very Low,0.00,0.00,0.00,3.78,196.01,1.41,Very Low,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,0.00,0.00,0.64,"247,139,666.00","2,144.00","29,372,800,000.00",0.00,"29,619,939,666.00",0.06,0.00,0.00,Very Low,62.88,0.00,4.98,0.00,67.86,0.66,Very Low,0.00,0.00,0.00,3.84,47.80,0.37,Very Low,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,0.00,0.00,0.62,"599,245,023.00","6,446.00","88,310,200,000.00",0.00,"88,909,445,023.00",0.06,0.00,0.00,Very Low,152.46,0.00,14.98,0.00,167.44,1.43,Very Low,0.00,0.00,0.00,3.75,181.55,1.35,Very Low,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,0.00,0.00,0.96,"864,669,710.00","6,002.00","82,227,400,000.00",0.00,"83,092,069,710.00",0.04,0.00,0.00,Very Low,219.99,0.00,13.95,0.00,233.94,1.62,Very Low,0.00,0.00,0.00,3.87,164.78,1.27,Very Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,0.00,0.00,1.42,"396,195,316.00","2,079.00","28,482,300,000.00",0.00,"28,878,495,316.00",0.02,0.00,0.00,Very Low,100.80,0.00,4.83,0.00,105.63,1.07,Very Low,0.00,0.00,0.00,3.96,153.30,1.21,Very Low,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,0.00,0.00,6.78,"555,539,298.00","3,208.00","43,949,600,000.00","272,858.00","44,505,412,156.00",0.01,0.00,0.00,Very Low,575.60,0.00,254.62,0.07,830.28,2.73,Very Low,0.00,0.00,0.00,5.84,"1,033.28",2.77,Very Low,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,0.00,0.00,1.30,"951,067,632.00","3,195.00","43,771,500,000.00",0.00,"44,722,567,632.00",0.08,0.00,0.00,Very Low,985.18,0.00,253.58,0.00,"1,238.76",3.68,Very Low,0.00,0.00,0.00,6.68,"1,157.77",2.99,Very Low,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,0.00,0.00,5.12,"634,180,511.00","6,280.00","86,036,000,000.00","150,450.00","86,670,330,961.00",0.02,0.00,0.00,Very Low,657.00,0.00,498.43,0.04,"1,155.47",3.47,Very Low,0.00,0.00,0.00,4.82,"1,241.78",3.15,Very Low,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,0.00,0.00,2.35,"759,605,258.00","2,367.00","32,427,900,000.00","23,093.00","33,187,528,351.00",0.04,0.00,0.01,Very Low,786.85,0.00,187.86,0.01,974.72,3.06,Very Low,0.00,0.00,0.00,6.76,905.16,2.56,Very Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,0.00,0.00,11.54,"2,495,691,775.00","2,544.00","34,852,800,000.00","2,109,836.00","37,350,601,611.00",0.01,0.00,0.00,Very Low,"2,586.19",0.00,201.91,1.01,"2,789.11",7.19,Very Low,0.00,0.00,0.00,7.67,"2,784.33",5.79,Very Low,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,0.00,0.00,18.40,"369,341,552.00","1,202.00","16,467,400,000.00","886,801.00","16,837,628,353.00",0.00,0.00,0.01,Very Low,382.59,0.00,95.40,2.56,480.55,2.05,Very Low,0.00,0.00,0.00,7.24,435.81,1.85,Very Low,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,0.00,0.00,4.58,"1,053,822,377.00","3,541.00","48,511,700,000.00","519,000.00","49,566,041,377.00",0.02,0.00,0.01,Very Low,"1,091.62",0.00,281.04,0.38,"1,373.04",4.00,Very Low,0.00,0.00,0.00,6.70,"1,189.47",3.05,Very Low,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,1.00,0.00,81.92,"629,195,610.00","3,367.00","46,127,900,000.00","356,469.00","46,757,452,079.00",0.00,0.00,0.00,Very Low,657.37,0.00,267.25,0.52,925.15,2.95,Very Low,0.00,0.00,0.00,6.10,"1,113.64",2.91,Very Low,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,0.00,0.00,76.93,"789,146,168.00","4,419.00","60,540,300,000.00","441,390.00","61,329,887,558.00",0.00,0.00,0.00,Very Low,"1,769.37",0.00,717.02,0.61,"2,487.00",6.50,Very Low,0.00,0.00,0.00,12.95,"4,086.24",8.64,Very Low,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,0.00,0.00,83.47,"527,546,626.00","2,845.00","38,976,500,000.00","8,383,209.00","39,512,429,835.00",0.00,0.00,0.00,Very Low,"1,483.72",0.00,654.57,10.97,"2,149.27",5.73,Very Low,0.00,0.00,0.00,16.96,"2,764.99",5.76,Very Low,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,0.00,0.00,23.90,"2,905,010,347.00","6,257.00","85,720,900,000.00","22,935,686.00","88,648,846,033.00",0.00,0.00,0.00,Very Low,743.45,0.00,14.55,1.61,759.62,2.55,Very Low,0.00,0.00,0.00,4.27,"1,172.80",3.02,Very Low,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,0.00,0.00,27.96,"501,934,079.00","1,112.00","15,234,400,000.00","7,998,064.00","15,744,332,143.00",0.00,0.00,0.00,Very Low,336.71,0.00,64.40,0.78,401.89,1.91,Very Low,0.00,0.00,0.00,5.07,522.01,1.98,Very Low,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,0.00,0.00,18.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
