OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tornado - Number of Events,Tornado - Annualized Frequency,Tornado - Exposure - Impacted Area (sq mi),Tornado - Exposure - Building Value,Tornado - Exposure - Population,Tornado - Exposure - Population Equivalence,Tornado - Exposure - Agriculture Value,Tornado - Exposure - Total,Tornado - Historic Loss Ratio - Buildings,Tornado - Historic Loss Ratio - Population,Tornado - Historic Loss Ratio - Agriculture,Tornado - Historic Loss Ratio - Total Rating,Tornado - Expected Annual Loss - Building Value,Tornado - Expected Annual Loss - Population,Tornado - Expected Annual Loss - Population Equivalence,Tornado - Expected Annual Loss - Agriculture Value,Tornado - Expected Annual Loss - Total,Tornado - Expected Annual Loss Score,Tornado - Expected Annual Loss Rating,Tornado - Expected Annual Loss Rate - Building,Tornado - Expected Annual Loss Rate - Population,Tornado - Expected Annual Loss Rate - Agriculture,Tornado - Expected Annual Loss Rate - National Percentile,Tornado - Hazard Type Risk Index Value,Tornado - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Rating,National Risk Index Version
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,"546,844,676.00",0.00,0.10,0.00,0.00,0.10,"546,844,676.00","4,118.00","56,416,600,000.00",0.00,"56,963,444,676.00",1.52,0.01,0.00,Very Low,"1,490.69",0.00,966.16,0.00,"2,456.85",6.44,Very Low,0.00,0.00,0.00,13.79,"3,810.06",8.00,Very Low,December 2025
24124,T15003003501,Hawaii,HI,15,Honolulu,County,003,15003,003501,15003003501,2286,"596,224,147.00",0.00,0.12,0.00,0.00,0.12,"596,224,147.00","2,286.00","31,318,200,000.00",0.00,"31,914,424,147.00",1.28,0.01,0.00,Very Low,"1,625.30",0.00,536.34,0.00,"2,161.64",5.75,Very Low,0.00,0.00,0.00,17.33,"3,676.64",7.69,Very Low,December 2025
24125,T15003003503,Hawaii,HI,15,Honolulu,County,003,15003,003503,15003003503,1500,"420,496,843.00",0.00,0.07,0.00,0.00,0.07,"420,496,843.00","1,500.00","20,550,000,000.00",0.00,"20,970,496,843.00",2.06,0.01,0.00,Very Low,"1,146.27",0.00,351.93,0.00,"1,498.20",4.29,Very Low,0.00,0.00,0.00,17.43,"2,535.89",5.35,Very Low,December 2025
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,"475,249,248.00",0.00,0.09,0.00,0.00,0.09,"475,249,248.00","2,712.00","37,154,400,000.00",0.00,"37,629,649,248.00",1.62,0.01,0.00,Very Low,"1,295.53",0.00,636.29,0.00,"1,931.81",5.23,Very Low,0.00,0.00,0.00,15.74,"3,020.96",6.27,Very Low,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,"343,897,583.00",0.00,0.06,0.00,0.00,0.06,"343,897,583.00","3,181.00","43,579,700,000.00",0.00,"43,923,597,583.00",2.36,0.01,0.00,Very Low,937.46,0.00,746.32,0.00,"1,683.78",4.69,Very Low,0.00,0.00,0.00,11.93,"2,713.80",5.68,Very Low,December 2025
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,"556,555,954.00",0.00,0.07,0.00,0.00,0.07,"556,555,954.00","2,554.00","34,989,800,000.00",0.00,"35,546,355,954.00",2.02,0.01,0.00,Very Low,"1,517.17",0.00,599.22,0.00,"2,116.38",5.67,Very Low,0.00,0.00,0.00,16.29,"3,460.31",7.24,Very Low,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,"302,668,789.00",0.00,0.06,0.00,0.00,0.06,"302,668,789.00","1,036.00","14,193,200,000.00",0.00,"14,495,868,789.00",2.47,0.02,0.00,Very Low,825.07,0.00,243.06,0.00,"1,068.14",3.27,Very Low,0.00,0.00,0.00,17.42,"1,399.81",3.44,Very Low,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,"599,291,146.00",0.00,0.09,0.00,0.00,0.09,"599,291,146.00","3,058.00","41,894,600,000.00",0.00,"42,493,891,146.00",1.70,0.01,0.00,Very Low,"1,633.66",0.00,717.46,0.00,"2,351.12",6.17,Very Low,0.00,0.00,0.00,16.20,"2,495.37",5.28,Very Low,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,0.00,0.00,0.07,"403,859,237.00","2,522.00","34,551,400,000.00",0.00,"34,955,259,237.00",2.23,0.01,0.00,Very Low,"1,100.91",0.00,591.70,0.00,"1,692.62",4.71,Very Low,0.00,0.00,0.00,14.69,"2,481.76",5.25,Very Low,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,0.00,0.00,0.10,"500,541,596.00","3,929.00","53,827,300,000.00",0.00,"54,327,841,596.00",1.44,0.01,0.00,Very Low,"1,364.47",0.00,921.82,0.00,"2,286.29",6.01,Very Low,0.00,0.00,0.00,13.42,"2,110.21",4.60,Very Low,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,0.00,0.00,0.88,"1,568,260,956.00","3,434.00","47,045,800,000.00",0.00,"48,614,060,956.00",0.17,0.00,0.00,Very Low,"4,275.06",0.00,805.68,0.00,"5,080.74",13.37,Very Low,0.00,0.00,0.00,18.90,"6,691.17",15.03,Very Low,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,0.00,0.00,0.49,"833,000,973.00","4,909.00","67,253,300,000.00",0.00,"68,086,300,973.00",0.31,0.00,0.00,Very Low,"2,270.75",0.00,"1,151.74",0.00,"3,422.49",8.76,Very Low,0.00,0.00,0.00,15.02,"3,853.19",8.11,Very Low,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,0.00,0.00,0.11,"677,184,256.00","5,114.00","70,061,800,000.00",0.00,"70,738,984,256.00",1.30,0.01,0.00,Very Low,"1,846.00",0.00,"1,199.84",0.00,"3,045.84",7.79,Very Low,0.00,0.00,0.00,14.04,"4,131.46",8.77,Very Low,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,0.00,0.00,0.55,"936,277,982.00",559.00,"7,658,300,000.00",0.00,"8,594,577,982.00",0.27,0.00,0.00,Very Low,"2,552.28",0.00,131.15,0.00,"2,683.44",6.95,Very Low,0.00,0.00,0.00,21.42,"4,698.24",10.15,Very Low,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,0.00,0.00,0.12,"2,136,812,541.00","1,627.00","22,289,900,000.00",0.00,"24,426,712,541.00",1.28,0.01,0.00,Very Low,"5,824.93",0.00,381.72,0.00,"6,206.65",16.55,Very Low,0.00,0.00,0.00,21.05,"8,197.59",18.20,Very Low,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,0.00,0.00,0.06,"207,696,099.00","1,618.00","22,166,600,000.00",0.00,"22,374,296,099.00",2.39,0.02,0.00,Very Low,566.18,0.00,379.61,0.00,945.79,3.00,Very Low,0.00,0.00,0.00,13.32,"1,336.35",3.33,Very Low,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,0.00,0.00,0.20,"1,008,125,851.00","2,438.00","33,400,600,000.00",0.00,"34,408,725,851.00",0.74,0.00,0.00,Very Low,"2,748.14",0.00,572.00,0.00,"3,320.14",8.47,Very Low,0.00,0.00,0.00,18.85,"5,039.26",10.99,Very Low,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,0.00,0.00,0.01,"197,439,868.00","1,602.00","21,947,400,000.00",0.00,"22,144,839,868.00",10.33,0.06,0.00,Very Low,538.22,0.00,375.86,0.00,914.08,2.92,Very Low,0.00,0.00,0.00,13.09,"1,269.30",3.20,Very Low,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,0.00,0.00,0.09,"191,182,044.00","1,901.00","26,043,700,000.00",0.00,"26,234,882,044.00",1.72,0.01,0.00,Very Low,521.16,0.00,446.01,0.00,967.17,3.05,Very Low,0.00,0.00,0.00,11.85,"1,169.45",3.01,Very Low,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,0.00,0.00,0.37,"278,320,938.00","2,273.00","31,140,100,000.00",0.00,"31,418,420,938.00",0.40,0.00,0.00,Very Low,758.70,0.00,533.29,0.00,"1,291.99",3.81,Very Low,0.00,0.00,0.00,13.17,"1,466.96",3.55,Very Low,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,0.00,0.00,0.15,"483,764,356.00","3,313.00","45,388,100,000.00",0.00,"45,871,864,356.00",0.98,0.01,0.00,Very Low,"1,318.74",0.00,777.29,0.00,"2,096.03",5.61,Very Low,0.00,0.00,0.00,14.69,"2,772.80",5.77,Very Low,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,0.00,0.00,0.19,"340,680,166.00","2,536.00","34,743,200,000.00",0.00,"35,083,880,166.00",0.79,0.00,0.00,Very Low,928.69,0.00,594.99,0.00,"1,523.68",4.35,Very Low,0.00,0.00,0.00,14.16,"1,456.57",3.54,Very Low,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,0.00,0.00,1.02,"304,794,320.00","2,550.00","34,935,000,000.00",0.00,"35,239,794,320.00",0.12,0.00,0.00,Very Low,830.87,0.00,598.28,0.00,"1,429.14",4.14,Very Low,0.00,0.00,0.00,13.27,"1,885.02",4.24,Very Low,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,0.00,0.00,2.47,"1,152,513,114.00","5,360.00","73,432,000,000.00",0.00,"74,584,513,114.00",0.05,0.00,0.00,Very Low,"3,145.60",0.00,"1,257.70",0.00,"4,403.30",11.45,Very Low,0.00,0.00,0.00,16.79,"5,186.49",11.37,Very Low,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,0.00,0.00,2.15,"807,788,422.00","3,883.00","53,197,100,000.00",0.00,"54,004,888,422.00",0.06,0.00,0.00,Very Low,"2,202.05",0.00,911.02,0.00,"3,113.08",7.94,Very Low,0.00,0.00,0.00,16.62,"3,278.67",6.83,Very Low,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,0.00,0.00,0.24,"415,642,967.00","2,305.00","31,578,500,000.00",0.00,"31,994,142,967.00",0.61,0.00,0.00,Very Low,"1,133.04",0.00,540.80,0.00,"1,673.83",4.67,Very Low,0.00,0.00,0.00,15.52,"1,863.17",4.21,Very Low,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,0.00,0.00,0.30,"649,481,877.00","2,477.00","33,934,900,000.00",0.00,"34,584,381,877.00",0.50,0.00,0.00,Very Low,"1,770.48",0.00,581.15,0.00,"2,351.63",6.17,Very Low,0.00,0.00,0.00,17.20,"2,620.45",5.47,Very Low,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,0.00,0.00,1.07,"822,039,718.00","3,079.00","42,182,300,000.00",0.00,"43,004,339,718.00",0.13,0.00,0.00,Very Low,"2,240.87",0.00,722.39,0.00,"2,963.26",7.60,Very Low,0.00,0.00,0.00,17.23,"2,330.02",4.98,Very Low,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,0.00,0.00,0.20,"432,960,000.00","3,873.00","53,060,100,000.00",0.00,"53,493,060,000.00",0.76,0.00,0.00,Very Low,"1,180.24",0.00,908.68,0.00,"2,088.92",5.59,Very Low,0.00,0.00,0.00,12.36,"2,067.94",4.54,Very Low,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,0.00,0.00,0.16,"397,146,538.00","3,351.00","45,908,700,000.00",0.00,"46,305,846,538.00",0.93,0.01,0.00,Very Low,"1,082.62",0.00,786.21,0.00,"1,868.82",5.08,Very Low,0.00,0.00,0.00,12.57,"2,753.59",5.73,Very Low,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,0.00,0.00,0.21,"869,129,630.00","4,106.00","56,252,200,000.00",0.00,"57,121,329,630.00",0.70,0.00,0.00,Very Low,"2,369.24",0.00,963.34,0.00,"3,332.58",8.51,Very Low,0.00,0.00,0.00,16.11,"4,373.74",9.36,Very Low,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,0.00,0.00,0.07,"267,472,840.00","2,905.00","39,798,500,000.00",0.00,"40,065,972,840.00",2.00,0.01,0.00,Very Low,729.13,0.00,681.57,0.00,"1,410.70",4.09,Very Low,0.00,0.00,0.00,11.07,"2,428.87",5.16,Very Low,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,0.00,0.00,0.08,"327,103,580.00","3,000.00","41,100,000,000.00",0.00,"41,427,103,580.00",1.85,0.01,0.00,Very Low,891.68,0.00,703.86,0.00,"1,595.54",4.52,Very Low,0.00,0.00,0.00,12.29,"2,762.20",5.75,Very Low,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,0.00,0.00,0.14,"337,835,440.00","4,235.00","58,019,500,000.00",0.00,"58,357,335,440.00",1.09,0.01,0.00,Very Low,920.94,0.00,993.61,0.00,"1,914.54",5.19,Very Low,0.00,0.00,0.00,10.45,"2,706.24",5.67,Very Low,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,0.00,0.00,0.03,"49,331,926.00","1,545.00","21,166,500,000.00",0.00,"21,215,831,926.00",4.61,0.03,0.00,Very Low,134.48,0.00,362.49,0.00,496.96,2.08,Very Low,0.00,0.00,0.00,6.16,845.63,2.46,Very Low,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,0.00,0.00,0.08,"160,087,370.00","2,157.00","29,550,900,000.00",0.00,"29,710,987,370.00",1.77,0.01,0.00,Very Low,436.40,0.00,506.07,0.00,942.47,3.00,Very Low,0.00,0.00,0.00,10.01,"1,165.12",3.00,Very Low,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,0.00,0.00,0.06,"172,993,730.00","1,808.00","24,769,600,000.00",0.00,"24,942,593,730.00",2.40,0.02,0.00,Very Low,471.58,0.00,424.19,0.00,895.77,2.87,Very Low,0.00,0.00,0.00,11.31,"1,228.74",3.13,Very Low,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,0.00,0.00,0.31,"537,892,741.00","5,124.00","70,198,800,000.00",0.00,"70,736,692,741.00",0.48,0.00,0.00,Very Low,"1,466.29",0.00,"1,202.18",0.00,"2,668.47",6.92,Very Low,0.00,0.00,0.00,11.83,"2,098.23",4.58,Very Low,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,0.00,0.00,2.23,"2,389,813,804.00","2,483.00","34,017,100,000.00",0.00,"36,406,913,804.00",0.06,0.00,0.00,Very Low,"6,514.61",0.00,582.56,0.00,"7,097.16",18.75,Very Low,0.00,0.00,0.00,20.55,"11,887.79",23.67,Very Low,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,0.00,0.00,0.20,"684,910,317.00","3,322.00","45,511,400,000.00",0.00,"46,196,310,317.00",0.75,0.00,0.00,Very Low,"1,867.06",0.00,779.40,0.00,"2,646.46",6.87,Very Low,0.00,0.00,0.00,16.44,"4,502.12",9.66,Very Low,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,0.00,0.00,1.02,"2,040,438,884.00","2,981.00","40,839,700,000.00",0.00,"42,880,138,884.00",0.15,0.00,0.00,Very Low,"5,562.21",0.00,699.40,0.00,"6,261.62",16.69,Very Low,0.00,0.00,0.00,19.92,"10,537.63",21.98,Very Low,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,0.00,0.00,0.28,"988,129,105.00","5,661.00","77,555,700,000.00",0.00,"78,543,829,105.00",0.53,0.00,0.00,Very Low,"2,693.63",0.00,"1,328.18",0.00,"4,021.81",10.35,Very Low,0.00,0.00,0.00,15.40,"4,367.03",9.35,Very Low,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,0.00,0.00,0.19,"467,418,708.00","4,517.00","61,882,900,000.00",0.00,"62,350,318,708.00",0.80,0.01,0.00,Very Low,"1,274.18",0.00,"1,059.77",0.00,"2,333.95",6.13,Very Low,0.00,0.00,0.00,12.03,"1,835.19",4.17,Very Low,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,0.00,0.00,0.06,"118,005,866.00","2,705.00","37,058,500,000.00",0.00,"37,176,505,866.00",2.66,0.02,0.00,Very Low,321.68,0.00,634.64,0.00,956.33,3.02,Very Low,0.00,0.00,0.00,7.62,"1,095.88",2.88,Very Low,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,0.00,0.00,0.19,"390,941,978.00","6,425.00","88,022,500,000.00",0.00,"88,413,441,978.00",0.78,0.00,0.00,Very Low,"1,065.70",0.00,"1,507.42",0.00,"2,573.13",6.68,Very Low,0.00,0.00,0.00,8.90,"2,023.27",4.45,Very Low,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,0.00,0.00,0.31,"411,213,205.00","4,068.00","55,731,600,000.00",0.00,"56,142,813,205.00",0.49,0.00,0.00,Very Low,"1,120.96",0.00,954.43,0.00,"2,075.39",5.56,Very Low,0.00,0.00,0.00,11.78,"2,153.83",4.70,Very Low,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,0.00,0.00,0.26,"145,872,126.00","3,152.00","43,182,400,000.00",0.00,"43,328,272,126.00",0.58,0.00,0.00,Very Low,397.65,0.00,739.52,0.00,"1,137.16",3.44,Very Low,0.00,0.00,0.00,8.00,"1,219.59",3.11,Very Low,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,0.00,0.00,0.08,"182,133,804.00","2,362.00","32,359,400,000.00",0.00,"32,541,533,804.00",1.90,0.01,0.00,Very Low,496.49,0.00,554.17,0.00,"1,050.66",3.24,Very Low,0.00,0.00,0.00,10.04,826.14,2.43,Very Low,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,0.00,0.00,0.84,"610,563,234.00","6,393.00","87,584,100,000.00",0.00,"88,194,663,234.00",0.15,0.00,0.00,Very Low,"1,664.39",0.00,"1,499.92",0.00,"3,164.31",8.06,Very Low,0.00,0.00,0.00,11.46,"2,488.11",5.26,Very Low,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,0.00,0.00,2.85,"488,628,411.00","4,694.00","64,307,800,000.00",0.00,"64,796,428,411.00",0.04,0.00,0.00,Very Low,"1,332.00",0.00,"1,101.30",0.00,"2,433.30",6.38,Very Low,0.00,0.00,0.00,11.78,"1,913.31",4.29,Very Low,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,0.00,0.00,0.74,"430,262,997.00","1,725.00","23,632,500,000.00",0.00,"24,062,762,997.00",0.20,0.00,0.00,Very Low,"1,172.89",0.00,404.72,0.00,"1,577.61",4.47,Very Low,0.00,0.00,0.00,17.34,"1,923.35",4.31,Very Low,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,0.00,0.00,5.37,"1,225,132,334.00","7,162.00","98,119,400,000.00",0.00,"99,344,532,334.00",0.02,0.00,0.00,Very Low,"3,339.70",0.00,"1,680.34",0.00,"5,020.04",13.20,Very Low,0.00,0.00,0.00,15.18,"5,064.24",11.07,Very Low,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,0.00,0.00,0.19,"318,770,574.00","1,758.00","24,084,600,000.00",0.00,"24,403,370,574.00",0.79,0.00,0.00,Very Low,868.97,0.00,412.46,0.00,"1,281.42",3.77,Very Low,0.00,0.00,0.00,15.48,"1,441.26",3.51,Very Low,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,0.00,0.00,0.39,"170,276,353.00","2,374.00","32,523,800,000.00",0.00,"32,694,076,353.00",0.38,0.00,0.00,Very Low,464.17,0.00,556.98,0.00,"1,021.16",3.16,Very Low,0.00,0.00,0.00,9.89,802.94,2.39,Very Low,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,0.00,0.00,0.37,"94,559,770.00","1,047.00","14,343,900,000.00",0.00,"14,438,459,770.00",0.41,0.00,0.00,Very Low,257.77,0.00,245.65,0.00,503.41,2.09,Very Low,0.00,0.00,0.00,11.20,395.84,1.81,Very Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,0.00,0.00,0.21,"292,419,913.00","1,363.00","18,673,100,000.00",0.00,"18,965,519,913.00",0.71,0.00,0.00,Very Low,797.13,0.00,319.79,0.00,"1,116.92",3.38,Very Low,0.00,0.00,0.00,16.61,"1,484.28",3.58,Very Low,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,0.00,0.00,0.62,"611,856,922.00","4,680.00","64,116,000,000.00",0.00,"64,727,856,922.00",0.21,0.00,0.00,Very Low,"1,668.66",0.00,"1,098.04",0.00,"2,766.71",7.13,Very Low,0.00,0.00,0.00,14.11,"3,075.99",6.40,Very Low,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,0.00,0.00,0.03,"189,112,844.00","2,442.00","33,455,400,000.00",0.00,"33,644,512,844.00",4.83,0.03,0.00,Very Low,515.52,0.00,572.94,0.00,"1,088.46",3.32,Very Low,0.00,0.00,0.00,10.09,"1,220.47",3.11,Very Low,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,0.00,0.00,0.03,"193,287,813.00","2,165.00","29,660,500,000.00",0.00,"29,853,787,813.00",4.39,0.03,0.00,Very Low,526.90,0.00,507.95,0.00,"1,034.85",3.21,Very Low,0.00,0.00,0.00,11.13,"1,052.03",2.80,Very Low,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,0.00,0.00,0.08,"175,818,458.00","2,411.00","33,030,700,000.00",0.00,"33,206,518,458.00",1.81,0.01,0.00,Very Low,479.28,0.00,565.66,0.00,"1,044.95",3.23,Very Low,0.00,0.00,0.00,10.02,821.64,2.42,Very Low,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,0.00,0.00,0.18,"430,676,364.00","4,809.00","65,883,300,000.00",0.00,"66,313,976,364.00",0.82,0.01,0.00,Very Low,"1,174.02",0.00,"1,128.28",0.00,"2,302.30",6.05,Very Low,0.00,0.00,0.00,10.95,"2,921.76",6.07,Very Low,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,0.00,0.00,0.03,"173,604,305.00","1,695.00","23,221,500,000.00",0.00,"23,395,104,305.00",4.96,0.03,0.00,Very Low,473.24,0.00,397.68,0.00,870.92,2.83,Very Low,0.00,0.00,0.00,12.03,788.91,2.37,Very Low,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,0.00,0.00,0.03,"245,769,002.00","2,646.00","36,250,200,000.00",0.00,"36,495,969,002.00",4.31,0.03,0.00,Very Low,669.96,0.00,620.80,0.00,"1,290.76",3.80,Very Low,0.00,0.00,0.00,10.96,"1,348.74",3.35,Very Low,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,0.00,0.00,0.43,"447,713,575.00","3,852.00","52,772,400,000.00",0.00,"53,220,113,575.00",0.35,0.00,0.00,Very Low,"1,220.46",0.00,903.75,0.00,"2,124.21",5.69,Very Low,0.00,0.00,0.00,12.78,"1,670.28",3.88,Very Low,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,0.00,0.00,0.53,"389,563,587.00","1,565.00","21,440,500,000.00",0.00,"21,830,063,587.00",0.28,0.00,0.00,Very Low,"1,061.95",0.00,367.18,0.00,"1,429.12",4.14,Very Low,0.00,0.00,0.00,17.20,"1,123.73",2.92,Very Low,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,0.00,0.00,0.58,"240,902,864.00","2,100.00","28,770,000,000.00",0.00,"29,010,902,864.00",0.25,0.00,0.00,Very Low,656.70,0.00,492.70,0.00,"1,149.40",3.46,Very Low,0.00,0.00,0.00,12.41,903.78,2.55,Very Low,December 2025
