OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tsunami - Number of Events,Tsunami - Annualized Frequency,Tsunami - Exposure - Impacted Area (sq mi),Tsunami - Exposure - Building Value,Tsunami - Exposure - Population,Tsunami - Exposure - Population Equivalence,Tsunami - Exposure - Total,Tsunami - Historic Loss Ratio - Buildings,Tsunami - Historic Loss Ratio - Population,Tsunami - Historic Loss Ratio - Total Rating,Tsunami - Expected Annual Loss - Building Value,Tsunami - Expected Annual Loss - Population,Tsunami - Expected Annual Loss - Population Equivalence,Tsunami - Expected Annual Loss - Total,Tsunami - Expected Annual Loss Score,Tsunami - Expected Annual Loss Rating,Tsunami - Expected Annual Loss Rate - Building,Tsunami - Expected Annual Loss Rate - Population,Tsunami - Expected Annual Loss Rate - National Percentile,Tsunami - Hazard Type Risk Index Value,Tsunami - Hazard Type Risk Index Score,Tsunami - Hazard Type Risk Index Rating,National Risk Index Version
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,147.00,0.66,17.82,"640,735,372.41","4,795.57","65,699,345,670.12","66,340,081,042.53",0.00,0.00,Relatively Low,"846,320.46",0.00,0.00,"846,320.46",89.59,Relatively Moderate,0.00,0.00,97.27,"665,465.23",89.36,Relatively Moderate,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,147.00,0.66,1.97,"540,111,310.72","2,134.20","29,238,555,066.25","29,778,666,376.97",0.00,0.00,Relatively Low,"215,164.44",0.00,0.00,"215,164.44",77.98,Relatively Moderate,0.00,0.00,90.86,"233,964.35",79.40,Relatively Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,147.00,0.66,0.72,"886,227,198.57","6,942.86","95,117,130,177.64","96,003,357,376.21",0.00,0.00,Relatively Low,"1,346,320.56",0.00,0.00,"1,346,320.56",91.62,Relatively High,0.00,0.00,98.86,"1,737,142.23",94.41,Relatively Moderate,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,147.00,0.66,2.23,"96,376,883.97",245.98,"3,369,991,158.54","3,466,368,042.51",0.00,0.00,Relatively Low,"18,655.69",0.00,0.00,"18,655.69",53.81,Relatively Low,0.00,0.00,76.59,"27,690.83",55.90,Relatively Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,147.00,0.66,0.54,"509,817,614.31","2,947.28","40,377,787,269.68","40,887,604,883.99",0.00,0.00,Relatively Low,"545,108.16",0.00,0.00,"545,108.16",86.55,Relatively Moderate,0.00,0.00,95.81,"514,187.39",87.60,Relatively Moderate,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,147.00,0.66,1.52,"119,240,258.60",389.98,"5,342,778,220.22","5,462,018,478.82",0.00,0.00,Relatively Low,"36,442.45",0.00,0.00,"36,442.45",61.23,Relatively Low,0.00,0.00,83.57,"39,614.89",60.03,Relatively Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,147.00,0.66,7.72,"1,280,912,247.40","5,385.04","73,775,055,352.53","75,055,967,599.92",0.00,0.00,Relatively Low,"1,427,921.24",0.00,0.00,"1,427,921.24",91.94,Relatively High,0.00,0.00,97.78,"1,858,612.27",94.64,Relatively Moderate,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,147.00,0.66,21.29,"119,029,809.24","1,135.00","15,549,500,000.00","15,668,529,809.24",0.00,0.00,Relatively Low,"110,689.16",0.00,0.00,"110,689.16",72.46,Relatively Low,0.00,0.00,88.01,"138,815.89",74.73,Relatively Low,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,147.00,0.66,0.33,"638,799,380.43","2,820.71","38,643,703,483.69","39,282,502,864.12",0.00,0.00,Relatively Low,"593,952.49",0.00,0.00,"593,952.49",87.25,Relatively Moderate,0.00,0.00,97.08,"612,057.92",88.51,Relatively Moderate,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,147.00,0.66,0.70,"540,813,264.33","2,781.39","38,105,088,773.29","38,645,902,037.62",0.00,0.00,Relatively Low,"255,955.63",0.00,0.00,"255,955.63",79.76,Relatively Moderate,0.00,0.00,94.42,"441,291.66",85.68,Relatively Moderate,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,147.00,0.66,1.54,"666,986,416.72","3,987.00","54,621,900,000.00","55,288,886,416.72",0.00,0.00,Relatively Low,"1,161,738.19",0.00,0.00,"1,161,738.19",90.80,Relatively Moderate,0.00,0.00,99.24,"1,208,880.73",92.57,Relatively Moderate,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,147.00,0.66,1.23,"774,588,911.01","3,594.69","49,247,284,615.38","50,021,873,526.39",0.00,0.00,Relatively Moderate,"1,280,979.58",0.00,0.00,"1,280,979.58",91.37,Relatively Moderate,0.00,0.00,99.18,"1,536,934.63",93.72,Relatively Moderate,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,147.00,0.66,34.19,"620,787,162.50","1,877.91","25,727,422,171.95","26,348,209,334.44",0.00,0.00,Relatively Moderate,"1,173,243.41",0.00,0.00,"1,173,243.41",90.86,Relatively Moderate,0.00,0.00,99.43,"1,082,884.50",92.19,Relatively Moderate,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,147.00,0.66,74.15,"447,604,770.65",941.38,"12,896,907,144.23","13,344,511,914.88",0.00,0.00,Relatively Moderate,"804,439.78",0.00,0.00,"804,439.78",89.15,Relatively Moderate,0.00,0.00,95.69,"632,534.28",89.13,Relatively Moderate,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,147.00,0.66,2.70,"391,537,269.84",831.17,"11,387,074,103.48","11,778,611,373.32",0.00,0.00,Relatively Moderate,"272,490.07",0.00,0.00,"272,490.07",80.46,Relatively Moderate,0.00,0.00,93.72,"303,964.04",82.01,Relatively Moderate,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,147.00,0.66,8.02,"537,553,683.03","2,211.93","30,303,433,061.20","30,840,986,744.23",0.00,0.00,Relatively Moderate,"788,177.97",0.00,0.00,"788,177.97",88.96,Relatively Moderate,0.00,0.00,98.60,"877,121.60",91.12,Relatively Moderate,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,147.00,0.66,21.59,"959,823,504.44","1,091.56","14,954,315,683.92","15,914,139,188.36",0.00,0.00,Relatively Moderate,"999,011.00",0.00,0.00,"999,011.00",90.16,Relatively Moderate,0.00,0.00,97.21,"785,526.43",90.35,Relatively Moderate,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,147.00,0.66,12.96,"2,519,435,143.70","6,914.50","94,728,709,355.66","97,248,144,499.36",0.00,0.00,Relatively Moderate,"3,517,446.75",0.00,0.00,"3,517,446.75",95.62,Relatively High,0.00,0.00,98.98,"2,765,782.75",95.79,Relatively High,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,147.00,0.66,8.39,"232,604,111.23","1,316.31","18,033,508,272.64","18,266,112,383.87",0.00,0.00,Relatively Moderate,"487,487.88",0.00,0.00,"487,487.88",85.53,Relatively Moderate,0.00,0.00,99.49,"612,437.10",88.59,Relatively Moderate,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,147.00,0.66,5.38,"431,491,491.30","2,377.65","32,573,770,742.74","33,005,262,234.03",0.00,0.00,Relatively Low,"657,963.09",0.00,0.00,"657,963.09",87.75,Relatively Moderate,0.00,0.00,98.92,"677,230.37",89.43,Relatively Moderate,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,147.00,0.66,12.12,"281,198,019.00","1,167.30","15,991,989,717.11","16,273,187,736.11",0.00,0.00,Relatively Moderate,"385,004.66",0.00,0.00,"385,004.66",83.95,Relatively Moderate,0.00,0.00,98.41,"558,285.93",88.06,Relatively Moderate,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,147.00,0.66,16.38,"798,289,730.91","1,185.55","16,242,087,302.83","17,040,377,033.74",0.00,0.00,Relatively Low,"291,514.57",0.00,0.00,"291,514.57",81.03,Relatively Moderate,0.00,0.00,91.37,"346,213.06",82.92,Relatively Moderate,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,147.00,0.66,1.57,"816,264,230.88",697.06,"9,549,707,502.94","10,365,971,733.82",0.00,0.00,Relatively Moderate,"450,631.67",0.00,0.00,"450,631.67",84.84,Relatively Moderate,0.00,0.00,92.83,"622,723.80",88.82,Relatively Moderate,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,147.00,0.66,1.27,"3,277,526.52",19.00,"260,300,000.00","263,577,526.52",0.00,0.00,Relatively Low,"3,699.60",0.00,0.00,"3,699.60",41.18,Very Low,0.00,0.00,61.99,"4,821.88",40.35,Very Low,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,147.00,0.66,1.59,"482,455,735.77",295.65,"4,050,380,192.09","4,532,835,927.86",0.00,0.00,Relatively Low,"42,054.89",0.00,0.00,"42,054.89",62.25,Relatively Low,0.00,0.00,77.73,"47,515.93",62.17,Relatively Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,147.00,0.66,0.31,"198,198,569.36",556.49,"7,623,948,768.47","7,822,147,337.83",0.00,0.00,Relatively Low,"91,984.19",0.00,0.00,"91,984.19",70.18,Relatively Low,0.00,0.00,85.28,"89,734.58",68.91,Relatively Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,147.00,0.66,0.34,"488,126,487.94","1,012.38","13,869,640,400.08","14,357,766,888.02",0.00,0.00,Relatively Low,"95,431.77",0.00,0.00,"95,431.77",70.81,Relatively Low,0.00,0.00,86.55,"100,610.98",70.98,Relatively Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,147.00,0.66,0.45,"142,811,512.83",61.41,"841,310,476.19","984,121,989.02",0.00,0.00,Very Low,493.75,0.00,0.00,493.75,29.25,Very Low,0.00,0.00,48.16,553.55,25.96,Very Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,147.00,0.66,1.21,"813,429,057.41",893.43,"12,239,995,556.05","13,053,424,613.47",0.00,0.00,Relatively Low,"200,821.32",0.00,0.00,"200,821.32",77.35,Relatively Moderate,0.00,0.00,87.25,"274,484.53",80.86,Relatively Moderate,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,147.00,0.66,1.27,"949,834,651.32","1,716.11","23,510,739,175.59","24,460,573,826.91",0.00,0.00,Relatively Low,"459,043.19",0.00,0.00,"459,043.19",84.90,Relatively Moderate,0.00,0.00,94.16,"536,103.92",87.90,Relatively Moderate,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,147.00,0.66,0.32,"916,898,128.43","4,157.00","56,950,900,000.00","57,867,798,128.43",0.00,0.00,Relatively Low,"1,072,539.46",0.00,0.00,"1,072,539.46",90.42,Relatively Moderate,0.00,0.00,97.97,"1,233,441.59",92.88,Relatively Moderate,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,147.00,0.66,0.38,"808,859,923.26","3,803.00","52,101,100,000.00","52,909,959,923.26",0.00,0.00,Relatively Moderate,"1,195,239.03",0.00,0.00,"1,195,239.03",91.12,Relatively Moderate,0.00,0.00,98.67,"1,226,460.51",92.80,Relatively Moderate,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,147.00,0.66,0.21,"852,779,865.66","2,630.00","36,031,000,000.00","36,883,779,865.66",0.00,0.00,Relatively Moderate,"830,337.39",0.00,0.00,"830,337.39",89.40,Relatively Moderate,0.00,0.00,97.46,"742,963.89",90.12,Relatively Moderate,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,147.00,0.66,1.27,"488,486,728.10",452.80,"6,203,344,252.87","6,691,830,980.98",0.00,0.00,Relatively Low,"51,052.15",0.00,0.00,"51,052.15",63.96,Relatively Low,0.00,0.00,79.00,"40,142.51",60.26,Relatively Low,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,147.00,0.66,0.78,"1,279,224,298.13","4,224.01","57,868,980,635.76","59,148,204,933.89",0.00,0.00,Relatively Low,"610,938.37",0.00,0.00,"610,938.37",87.50,Relatively Moderate,0.00,0.00,94.29,"562,815.61",88.13,Relatively Moderate,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,147.00,0.66,0.43,"1,417,491,055.40","3,484.57","47,738,588,180.11","49,156,079,235.52",0.00,0.00,Relatively Low,"954,359.05",0.00,0.00,"954,359.05",89.97,Relatively Moderate,0.00,0.00,95.94,"1,011,143.21",91.73,Relatively Moderate,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,147.00,0.66,1.52,"508,534,425.86",758.43,"10,390,525,032.60","10,899,059,458.46",0.00,0.00,Relatively Low,"158,165.89",0.00,0.00,"158,165.89",74.94,Relatively Low,0.00,0.00,84.14,"146,151.26",75.04,Relatively Low,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,147.00,0.66,0.97,"1,700,271,543.62","4,392.61","60,178,722,429.91","61,878,993,973.52",0.00,0.00,Relatively Moderate,"2,245,214.33",0.00,0.00,"2,245,214.33",94.04,Relatively High,0.00,0.00,98.35,"2,102,139.48",95.18,Relatively Moderate,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,147.00,0.66,0.48,"685,093,381.92","1,091.12","14,948,325,921.81","15,633,419,303.74",0.00,0.00,Relatively Moderate,"640,862.73",0.00,0.00,"640,862.73",87.69,Relatively Moderate,0.00,0.00,96.64,"627,936.99",88.90,Relatively Moderate,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,147.00,0.66,5.91,"634,384,284.84",663.23,"9,086,281,891.62","9,720,666,176.46",0.00,0.00,Relatively Low,"64,741.28",0.00,0.00,"64,741.28",66.81,Relatively Low,0.00,0.00,80.33,"80,891.82",67.53,Relatively Low,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,147.00,0.66,1.11,"251,705,051.23",0.00,0.00,"251,705,051.23",0.00,0.00,Very Low,43.19,0.00,0.00,43.19,21.64,Very Low,0.00,0.00,39.34,33.96,17.92,Very Low,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,147.00,0.66,0.49,"433,714,115.05","2,307.53","31,613,092,908.27","32,046,807,023.32",0.00,0.00,Relatively Low,"477,420.11",0.00,0.00,"477,420.11",85.15,Relatively Moderate,0.00,0.00,97.40,"502,483.45",87.44,Relatively Moderate,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,147.00,0.66,2.52,"424,017,262.89","1,150.85","15,766,648,484.52","16,190,665,747.41",0.00,0.00,Relatively Low,"241,534.12",0.00,0.00,"241,534.12",79.25,Relatively Moderate,0.00,0.00,95.05,"317,581.09",82.39,Relatively Moderate,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,147.00,0.66,6.01,"165,583,610.00",724.18,"9,921,233,552.63","10,086,817,162.63",0.00,0.00,Relatively Low,"103,059.64",0.00,0.00,"103,059.64",71.64,Relatively Low,0.00,0.00,89.66,"126,396.08",73.66,Relatively Low,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,147.00,0.66,0.56,"388,151,386.14","1,485.91","20,356,988,761.24","20,745,140,147.38",0.00,0.00,Relatively Low,"292,385.96",0.00,0.00,"292,385.96",81.09,Relatively Moderate,0.00,0.00,96.07,"414,568.74",84.99,Relatively Moderate,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,147.00,0.66,0.29,"373,645,975.01","1,801.92","24,686,299,568.73","25,059,945,543.74",0.00,0.00,Relatively Low,"460,868.21",0.00,0.00,"460,868.21",85.03,Relatively Moderate,0.00,0.00,98.73,"649,255.04",89.28,Relatively Moderate,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,147.00,0.66,1.95,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,147.00,0.66,3.85,"1,764,309,876.87",0.00,0.00,"1,764,309,876.87",0.00,0.00,Relatively Moderate,"171,918.32",0.00,0.00,"171,918.32",75.63,Relatively Moderate,0.00,0.00,85.15,"135,180.07",74.50,Relatively Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,147.00,0.66,2.26,"2,432,144,955.46",0.00,0.00,"2,432,144,955.46",0.00,0.00,Very High,"1,131,944.40",0.00,0.00,"1,131,944.40",90.74,Relatively Moderate,0.00,0.00,95.37,"890,052.51",91.27,Relatively Moderate,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,147.00,0.66,1.38,"4,873,412.54",22.00,"301,400,000.00","306,273,412.54",0.00,0.00,Relatively Moderate,"7,723.03",0.00,0.00,"7,723.03",46.70,Very Low,0.00,0.00,98.79,"6,726.76",43.57,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,147.00,0.66,2.32,"24,410,561.83",0.00,0.00,"24,410,561.83",0.00,0.00,Relatively High,"2,775.98",0.00,0.00,"2,775.98",39.28,Very Low,0.00,0.00,83.76,"2,182.77",34.30,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,147.00,0.66,0.74,"2,670,601,254.59",0.00,0.00,"2,670,601,254.59",0.00,0.00,Relatively Moderate,"197,276.98",0.00,0.00,"197,276.98",77.16,Relatively Moderate,0.00,0.00,83.06,"180,742.51",77.26,Relatively Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,147.00,0.66,0.60,"2,304,123,611.99",0.00,0.00,"2,304,123,611.99",0.00,0.00,Relatively Moderate,"69,656.20",0.00,0.00,"69,656.20",67.39,Relatively Low,0.00,0.00,75.70,"54,770.95",63.86,Relatively Low,December 2025
