OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Coastal Flooding - Number of Events,Coastal Flooding - Annualized Frequency,Coastal Flooding - Exposure - Impacted Area (sq mi),Coastal Flooding - Exposure - Building Value,Coastal Flooding - Exposure - Population,Coastal Flooding - Exposure - Population Equivalence,Coastal Flooding - Exposure - Total,Coastal Flooding - Historic Loss Ratio - Buildings,Coastal Flooding - Historic Loss Ratio - Population,Coastal Flooding - Historic Loss Ratio - Total Rating,Coastal Flooding - Expected Annual Loss - Building Value,Coastal Flooding - Expected Annual Loss - Population,Coastal Flooding - Expected Annual Loss - Population Equivalence,Coastal Flooding - Expected Annual Loss - Total,Coastal Flooding - Expected Annual Loss Score,Coastal Flooding - Expected Annual Loss Rating,Coastal Flooding - Expected Annual Loss Rate - Building,Coastal Flooding - Expected Annual Loss Rate - Population,Coastal Flooding - Expected Annual Loss Rate - National Percentile,Coastal Flooding - Hazard Type Risk Index Value,Coastal Flooding - Hazard Type Risk Index Score,Coastal Flooding - Hazard Type Risk Index Rating,National Risk Index Version
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,,0.01,0.03,"27,056,059.02",352.70,"4,831,962,053.04","4,859,018,112.05",0.00,0.00,Relatively Low,653.36,0.00,6.17,659.54,77.13,Relatively Low,0.00,0.00,87.03,518.60,76.18,Very Low,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,,0.02,0.01,"2,462,627.57",4.00,"54,772,061.86","57,234,689.43",0.00,0.00,Relatively Low,22.80,0.00,0.07,22.87,70.92,Very Low,0.00,0.00,80.63,24.87,71.02,Very Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,,0.25,0.09,"98,298,750.59","1,103.53","15,118,327,437.75","15,216,626,188.33",0.00,0.00,Relatively Low,"2,594.61",0.00,21.23,"2,615.83",81.40,Relatively Low,0.00,0.00,90.17,"3,375.18",81.74,Relatively Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,,0.00,0.00,"250,564.55",1.56,"21,432,252.60","21,682,817.15",0.00,0.00,Very Low,1.72,0.00,0.01,1.73,69.70,Very Low,0.00,0.00,78.78,2.56,69.85,Very Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,,0.25,0.05,"60,264,824.98",553.07,"7,577,073,441.70","7,637,338,266.67",0.00,0.00,Relatively Low,"1,283.05",0.00,10.99,"1,294.04",79.02,Relatively Low,0.00,0.00,88.83,"1,220.64",78.52,Relatively Low,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,,0.25,0.17,"312,575,795.79","1,806.66","24,751,176,230.16","25,063,752,025.95",0.00,0.00,Relatively Low,"5,452.66",0.00,24.20,"5,476.85",84.30,Relatively Low,0.00,0.00,91.48,"7,128.79",84.72,Relatively Low,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,,0.25,0.04,"58,801,336.28",930.80,"12,751,989,455.26","12,810,790,791.54",0.00,0.00,Relatively Low,"2,349.64",0.00,28.18,"2,377.82",81.06,Relatively Low,0.00,0.00,90.70,"2,982.04",81.30,Relatively Low,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,,0.25,0.05,"176,657,883.63",581.91,"7,972,150,817.48","8,148,808,701.11",0.00,0.00,Relatively Low,"7,741.92",0.00,16.67,"7,758.59",85.82,Relatively Low,0.00,0.00,94.86,"7,995.09",85.19,Relatively Low,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,,0.01,0.07,"64,926,954.98",625.27,"8,566,257,397.70","8,631,184,352.68",0.00,0.00,Relatively Low,"1,498.58",0.00,8.54,"1,507.13",79.55,Relatively Low,0.00,0.00,90.19,"2,598.43",80.84,Relatively Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,,0.25,0.27,"218,262,757.02","1,660.59","22,750,017,913.74","22,968,280,670.76",0.00,0.00,Relatively Low,"8,998.88",0.00,54.73,"9,053.59",86.52,Relatively Low,0.00,0.00,94.81,"9,420.98",85.89,Relatively Low,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,,0.25,0.15,"145,069,975.38","1,367.64","18,736,724,810.28","18,881,794,785.67",0.00,0.00,Relatively Low,"4,771.54",0.00,32.78,"4,804.32",83.75,Relatively Low,0.00,0.00,92.46,"5,764.28",83.84,Relatively Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,,0.25,0.28,"292,510,173.52","1,778.47","24,365,068,460.33","24,657,578,633.85",0.00,0.00,Relatively Low,"6,629.76",0.00,28.50,"6,658.27",85.19,Relatively Low,0.00,0.00,94.26,"6,145.47",84.08,Relatively Low,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,,0.25,0.15,"119,438,448.76",414.82,"5,682,996,259.67","5,802,434,708.42",0.00,0.00,Relatively Low,"6,382.02",0.00,16.31,"6,398.33",84.98,Relatively Low,0.00,0.00,92.19,"5,031.04",83.35,Relatively Low,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,,0.25,0.01,"4,162,390.36",25.18,"344,992,188.71","349,154,579.07",0.00,0.00,Relatively Low,193.19,0.00,0.88,194.07,74.01,Very Low,0.00,0.00,84.86,216.48,74.10,Very Low,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,,0.25,0.14,"145,468,458.63",945.71,"12,956,287,754.70","13,101,756,213.33",0.00,0.00,Relatively Low,"4,275.36",0.00,20.33,"4,295.69",83.29,Relatively Low,0.00,0.00,93.17,"4,780.44",83.15,Relatively Low,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,,0.27,0.26,"282,115,909.52",843.61,"11,557,507,237.96","11,839,623,147.47",0.00,0.00,Relatively Low,"10,601.24",0.00,24.96,"10,626.19",87.16,Relatively Low,0.00,0.00,94.39,"8,355.42",85.32,Relatively Low,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,,0.33,0.46,"1,060,626,356.33","5,491.97","75,240,039,283.29","76,300,665,639.62",0.00,0.00,Relatively Low,"36,352.22",0.00,139.99,"36,492.27",92.09,Relatively Moderate,0.00,0.00,95.47,"28,694.02",90.54,Relatively Moderate,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,,0.33,0.12,"109,882,273.79",891.76,"12,217,157,993.49","12,327,040,267.28",0.00,0.00,Relatively Low,"6,777.87",0.00,48.52,"6,826.39",85.30,Relatively Low,0.00,0.00,96.43,"8,576.07",85.44,Relatively Low,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,,0.33,0.19,"151,411,605.82","1,375.93","18,850,211,874.48","19,001,623,480.29",0.00,0.00,Relatively Low,"6,503.41",0.00,42.01,"6,545.43",85.09,Relatively Low,0.00,0.00,95.16,"6,737.10",84.43,Relatively Low,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,,0.33,0.11,"80,740,236.26",629.54,"8,624,716,769.05","8,705,457,005.31",0.00,0.00,Relatively Low,"3,336.31",0.00,18.33,"3,354.64",82.29,Relatively Low,0.00,0.00,94.30,"4,864.48",83.22,Relatively Low,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,,0.33,0.15,"114,309,870.53",733.08,"10,043,140,320.51","10,157,450,191.04",0.00,0.00,Relatively Low,"9,180.38",0.00,51.05,"9,231.43",86.62,Relatively Low,0.00,0.00,93.64,"10,963.57",86.52,Relatively Low,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,,0.33,0.07,"111,607,303.56",636.53,"8,720,519,563.38","8,832,126,866.94",0.00,0.00,Relatively Low,"14,966.18",0.00,28.16,"14,994.42",88.60,Relatively Low,0.00,0.00,94.57,"20,720.66",89.13,Relatively Moderate,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,,0.01,0.01,"10,016,152.11",110.68,"1,516,301,471.21","1,526,317,623.32",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,,0.33,0.01,"5,684,585.09",38.29,"524,526,124.38","530,210,709.48",0.00,0.00,Relatively Low,294.25,0.00,1.80,296.06,74.99,Very Low,0.00,0.00,85.82,385.86,75.43,Very Low,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,,0.01,0.01,"12,481,516.26",115.93,"1,588,221,700.45","1,600,703,216.71",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,,0.78,0.02,"15,481,957.65",84.74,"1,160,938,401.24","1,176,420,358.88",0.00,0.00,Relatively Low,"4,156.34",0.00,12.10,"4,168.44",83.18,Relatively Low,0.00,0.00,91.58,"4,709.73",83.09,Relatively Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,,0.01,0.01,"16,664,229.98",140.41,"1,923,628,514.25","1,940,292,744.22",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,,0.78,0.02,"31,976,137.15",266.95,"3,657,235,341.90","3,689,211,479.05",0.00,0.00,Relatively Low,"4,156.16",0.00,24.39,"4,180.54",83.19,Relatively Low,0.00,0.00,92.21,"4,078.30",82.44,Relatively Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,,0.01,0.00,"3,433,634.42",39.84,"545,874,988.82","549,308,623.24",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,,0.78,0.01,"12,181,490.43",109.80,"1,504,276,141.40","1,516,457,631.83",0.00,0.00,Relatively Low,"5,139.80",0.00,36.24,"5,176.05",84.07,Relatively Low,0.00,0.00,93.17,"5,456.96",83.66,Relatively Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,,0.78,0.01,"12,795,575.44",113.88,"1,560,172,586.52","1,572,968,161.96",0.00,0.00,Relatively Low,"1,916.84",0.00,13.43,"1,930.26",80.35,Relatively Low,0.00,0.00,90.34,"2,164.03",80.22,Relatively Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,,0.01,0.01,"18,308,381.10",58.14,"796,450,252.69","814,758,633.79",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,,0.72,0.02,"31,747,969.36",121.47,"1,664,192,482.58","1,695,940,451.95",0.00,0.00,Relatively Moderate,"12,248.26",0.00,37.27,"12,285.53",87.78,Relatively Low,0.00,0.00,94.17,"16,791.97",88.31,Relatively Low,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,,0.01,0.01,"9,517,703.34",79.21,"1,085,193,440.45","1,094,711,143.79",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,,0.33,0.05,"50,883,358.77",351.01,"4,808,781,645.31","4,859,665,004.08",0.00,0.00,Relatively Low,"1,234.97",0.00,6.06,"1,241.03",78.91,Relatively Low,0.00,0.00,88.34,"1,449.37",79.07,Relatively Low,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,,0.33,0.29,"560,263,998.36","4,153.47","56,902,581,549.87","57,462,845,548.22",0.00,0.00,Relatively Low,"10,120.19",0.00,64.95,"10,185.14",87.00,Relatively Low,0.00,0.00,94.23,"11,713.11",86.83,Relatively Low,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,,0.33,0.32,"485,731,344.31","3,597.06","49,279,775,526.96","49,765,506,871.27",0.00,0.00,Very Low,"4,371.64",0.00,23.46,"4,395.10",83.40,Relatively Low,0.00,0.00,91.99,"4,509.91",82.88,Relatively Low,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,,0.00,0.09,"121,434,107.59","1,151.79","15,779,505,264.46","15,900,939,372.05",0.00,0.00,Very Low,832.17,0.00,6.21,838.38,77.84,Relatively Low,0.00,0.00,87.86,750.16,77.18,Relatively Low,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,,0.18,0.02,"28,764,878.87",202.56,"2,775,056,435.39","2,803,821,314.26",0.00,0.00,Relatively Low,996.62,0.00,5.50,"1,002.12",78.35,Relatively Low,0.00,0.00,87.73,787.97,77.34,Relatively Low,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,,0.18,0.07,"88,748,553.49",580.82,"7,957,269,555.59","8,046,018,109.08",0.00,0.00,Relatively Low,"8,552.72",0.00,40.56,"8,593.30",86.29,Relatively Low,0.00,0.00,92.69,"7,916.41",85.14,Relatively Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,,0.18,0.01,"14,614,848.70",77.71,"1,064,592,693.29","1,079,207,541.99",0.00,0.00,Relatively Low,"2,683.06",0.00,11.84,"2,694.90",81.49,Relatively Low,0.00,0.00,89.60,"2,855.25",81.17,Relatively Low,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,,0.18,0.01,"18,566,077.36",108.17,"1,481,997,438.46","1,500,563,515.82",0.00,0.00,Relatively Low,"1,315.61",0.00,6.41,"1,322.02",79.09,Relatively Low,0.00,0.00,87.51,"1,221.60",78.52,Relatively Low,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,,0.33,0.07,"103,694,748.31",380.05,"5,206,617,338.36","5,310,312,086.68",0.00,0.00,Relatively Low,"7,992.08",0.00,27.09,"8,019.18",85.99,Relatively Low,0.00,0.00,91.74,"7,508.16",84.94,Relatively Low,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,,0.33,0.02,"25,007,810.63",54.84,"751,373,807.66","776,381,618.28",0.00,0.00,Relatively Low,"3,191.53",0.00,5.53,"3,197.06",82.14,Relatively Low,0.00,0.00,91.80,"3,132.58",81.47,Relatively Low,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,,0.01,0.17,"83,314,716.09",620.87,"8,505,900,523.90","8,589,215,239.99",0.00,0.00,Very Low,396.55,0.00,3.17,399.73,75.77,Very Low,0.00,0.00,85.19,499.44,76.09,Very Low,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,,0.33,0.03,"19,720,196.63",155.32,"2,127,928,791.40","2,147,648,988.03",0.00,0.00,Relatively Low,"1,375.42",0.00,7.88,"1,383.29",79.25,Relatively Low,0.00,0.00,90.96,"1,087.69",78.25,Relatively Low,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,,0.33,0.05,"62,706,339.07",588.11,"8,057,126,883.13","8,119,833,222.20",0.00,0.00,Very Low,276.07,0.00,0.33,276.40,74.82,Very Low,0.00,0.00,86.92,290.91,74.79,Very Low,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,,0.33,0.08,"58,529,636.84",291.24,"3,990,026,595.05","4,048,556,231.89",0.00,0.00,Relatively Low,"2,595.31",0.00,3.03,"2,598.34",81.37,Relatively Low,0.00,0.00,92.86,"3,416.43",81.79,Relatively Low,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,,0.01,0.01,"7,180,993.68",60.23,"825,091,773.64","832,272,767.32",0.00,0.00,Relatively Low,246.05,0.00,1.62,247.67,74.57,Very Low,0.00,0.00,86.13,303.76,74.88,Very Low,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,,0.25,0.01,"3,308,589.69",28.09,"384,855,752.81","388,164,342.50",0.00,0.00,Relatively Low,120.14,0.00,0.86,121.00,73.13,Very Low,0.00,0.00,84.76,171.57,73.65,Very Low,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,,0.01,0.01,"29,532,594.86",81.76,"1,120,084,949.31","1,149,617,544.17",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,,0.33,0.00,"50,822.81",0.00,0.00,"50,822.81",0.00,0.00,Relatively High,6.74,0.00,0.00,6.74,70.12,Very Low,0.00,0.00,85.87,3.74,69.97,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,,0.33,0.10,"199,073,273.03",5.68,"77,866,229.85","276,939,502.88",0.00,0.00,Relatively Moderate,"6,860.46",0.00,0.15,"6,860.62",85.32,Relatively Low,0.00,0.00,92.04,"5,394.53",83.60,Relatively Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,,0.25,0.00,"2,392,612.07",0.10,"1,396,988.75","3,789,600.82",0.00,0.00,Relatively Moderate,202.58,0.00,0.01,202.58,74.12,Very Low,0.00,0.00,83.08,159.29,73.51,Very Low,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,,0.33,0.01,"3,248,942.00",24.57,"336,555,161.91","339,804,103.91",0.00,0.00,Relatively Low,283.62,0.00,1.58,285.21,74.90,Very Low,0.00,0.00,97.65,248.41,74.41,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,,0.33,0.02,"6,590,435.65",60.80,"832,945,297.89","839,535,733.54",0.00,0.00,Relatively Low,127.96,0.00,0.71,128.68,73.25,Very Low,0.00,0.00,91.65,101.18,72.75,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,,0.33,0.30,"1,064,750,453.97",125.05,"1,713,216,129.42","2,777,966,583.40",0.00,0.00,Relatively Moderate,"161,339.49",0.00,15.44,"161,355.03",96.53,Relatively High,0.00,0.00,98.46,"147,831.31",95.87,Relatively High,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,,0.33,0.03,"90,048,181.08",18.02,"246,929,874.26","336,978,055.34",0.00,0.00,Relatively Moderate,"11,247.51",0.00,8.79,"11,256.29",87.39,Relatively Low,0.00,0.00,92.45,"8,850.87",85.61,Relatively Low,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,,0.67,0.04,"24,081,199.91",67.22,"920,944,874.59","945,026,074.50",0.00,0.00,Relatively Low,"5,287.55",0.00,13.15,"5,300.69",84.15,Relatively Low,0.00,0.00,93.24,"4,167.95",82.52,Relatively Low,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,,0.32,0.00,"1,020,682.63",4.33,"59,338,340.74","60,359,023.37",0.00,0.00,Relatively Low,297.99,0.00,1.00,298.98,75.02,Very Low,0.00,0.00,86.58,235.09,74.30,Very Low,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,,0.32,0.01,"8,238,251.12",55.47,"759,897,950.07","768,136,201.19",0.00,0.00,Relatively Low,282.28,0.00,1.50,283.77,74.88,Very Low,0.00,0.00,88.80,223.13,74.19,Very Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,,0.33,0.02,"20,966,651.28",182.93,"2,506,100,305.27","2,527,066,956.54",0.00,0.00,Relatively Low,858.63,0.00,8.97,867.60,77.94,Relatively Low,0.00,0.00,90.03,682.20,76.89,Relatively Low,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,,0.33,0.10,"37,658,252.52",0.00,0.00,"37,658,252.52",0.00,0.00,Relatively Moderate,"1,885.80",0.00,0.00,"1,885.80",80.27,Relatively Low,0.00,0.00,91.86,"1,482.81",79.13,Relatively Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,,0.01,0.00,"5,762,064.73",1.86,"25,453,198.45","31,215,263.18",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
