OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Lightning - Number of Events,Lightning - Annualized Frequency,Lightning - Exposure - Impacted Area (sq mi),Lightning - Exposure - Building Value,Lightning - Exposure - Population,Lightning - Exposure - Population Equivalence,Lightning - Exposure - Total,Lightning - Historic Loss Ratio - Buildings,Lightning - Historic Loss Ratio - Population,Lightning - Historic Loss Ratio - Total Rating,Lightning - Expected Annual Loss - Building Value,Lightning - Expected Annual Loss - Population,Lightning - Expected Annual Loss - Population Equivalence,Lightning - Expected Annual Loss - Total,Lightning - Expected Annual Loss Score,Lightning - Expected Annual Loss Rating,Lightning - Expected Annual Loss Rate - Building,Lightning - Expected Annual Loss Rate - Population,Lightning - Expected Annual Loss Rate - National Percentile,Lightning - Hazard Type Risk Index Value,Lightning - Hazard Type Risk Index Score,Lightning - Hazard Type Risk Index Rating,National Risk Index Version
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,"2,515.00",76.58,7.77,"392,270,154.00","2,034.00","27,865,800,000.00","28,258,070,154.00",0.00,0.00,Relatively High,998.68,0.00,"24,171.17","25,169.86",75.73,Relatively Moderate,0.00,0.00,60.04,"19,791.16",64.15,Relatively Moderate,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,"2,590.00",78.79,4.36,"478,000,276.00","3,443.00","47,169,100,000.00","47,647,100,276.00",0.00,0.00,Relatively High,"1,131.62",0.00,"38,378.43","39,510.05",88.39,Relatively High,0.00,0.00,50.21,"41,980.90",86.32,Relatively High,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,"2,750.00",72.06,0.30,"239,162,169.00","1,631.00","22,344,700,000.00","22,583,862,169.00",0.00,0.00,Relatively High,569.27,0.00,"18,347.71","18,916.98",65.96,Relatively Moderate,0.00,0.00,51.70,"18,443.55",61.80,Relatively Moderate,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,"5,209.00",75.73,0.75,"393,391,118.00","2,664.00","36,496,800,000.00","36,890,191,118.00",0.00,0.00,Relatively High,975.74,0.00,"31,061.44","32,037.18",83.08,Relatively High,0.00,0.00,52.41,"53,688.79",91.29,Relatively High,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,"4,956.00",73.52,0.49,"792,473,061.00","2,897.00","39,688,900,000.00","40,481,373,061.00",0.00,0.00,Relatively High,"1,930.34",0.00,"32,913.42","34,843.76",85.36,Relatively High,0.00,0.00,68.34,"40,461.11",85.46,Relatively High,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,"6,118.00",82.26,5.16,"807,797,201.00","6,997.00","95,858,900,000.00","96,666,697,201.00",0.00,0.00,Relatively High,"2,268.83",0.01,"93,193.14","95,461.97",98.38,Very High,0.00,0.00,46.56,"121,995.85",98.60,Very High,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,"1,869.00",75.53,0.19,"184,577,491.00","1,655.00","22,673,500,000.00","22,858,077,491.00",0.00,0.00,Relatively High,454.30,0.00,"19,120.64","19,574.95",67.16,Relatively Moderate,0.00,0.00,44.41,"17,084.86",59.21,Relatively Moderate,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,"1,354.00",75.06,0.39,"535,107,553.00","2,760.00","37,812,000,000.00","38,347,107,553.00",0.00,0.00,Relatively High,"1,317.46",0.00,"32,346.67","33,664.14",84.43,Relatively High,0.00,0.00,59.39,"44,261.54",87.47,Relatively High,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,"1,773.00",70.49,0.20,"272,320,898.00","2,439.00","33,414,300,000.00","33,686,620,898.00",0.00,0.00,Relatively High,630.65,0.00,"26,621.01","27,251.66",78.18,Relatively High,0.00,0.00,43.82,"24,153.75",70.68,Relatively Moderate,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,"2,689.00",77.52,0.60,"592,100,463.00","2,697.00","36,948,900,000.00","37,541,000,463.00",0.00,0.00,Relatively High,"1,496.03",0.00,"31,546.31","33,042.35",83.91,Relatively High,0.00,0.00,63.47,"34,688.50",81.52,Relatively High,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,"1,380.00",69.00,0.31,"423,544,032.00","2,933.00","40,182,100,000.00","40,605,644,032.00",0.00,0.00,Relatively High,962.16,0.00,"31,397.96","32,360.11",83.35,Relatively High,0.00,0.00,50.86,"47,843.95",89.12,Relatively High,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,"1,817.00",71.48,0.27,"361,596,402.00","2,634.00","36,085,800,000.00","36,447,396,402.00",0.00,0.00,Relatively High,849.02,0.00,"29,201.63","30,050.66",81.24,Relatively High,0.00,0.00,49.74,"29,726.69",77.06,Relatively Moderate,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,"13,658.00",66.64,5.85,"522,338,942.00","4,550.00","62,335,000,000.00","62,857,338,942.00",0.00,0.00,Relatively High,"1,260.86",0.00,"51,818.95","53,079.81",93.61,Relatively High,0.00,0.00,44.92,"41,736.87",86.20,Relatively High,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,"1,482.00",51.11,0.60,"752,770,119.00","7,253.00","99,366,100,000.00","100,118,870,119.00",0.00,0.00,Relatively High,"1,163.88",0.00,"53,702.35","54,866.22",94.04,Relatively High,0.00,0.00,35.88,"50,739.82",90.25,Relatively High,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,"1,445.00",66.45,0.42,"529,392,716.00","4,988.00","68,335,600,000.00","68,864,992,716.00",0.00,0.00,Relatively High,"1,139.63",0.00,"50,450.14","51,589.77",93.25,Relatively High,0.00,0.00,41.64,"57,752.24",92.44,Relatively High,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,"3,274.00",56.91,0.29,"495,721,098.00","3,778.00","51,758,600,000.00","52,254,321,098.00",0.00,0.00,Relatively High,929.35,0.00,"34,282.58","35,211.93",85.63,Relatively High,0.00,0.00,44.92,"49,411.52",89.77,Relatively High,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,"6,906.00",66.28,1.58,"1,275,953,976.00","9,057.00","124,080,900,000.00","125,356,853,976.00",0.00,0.00,Relatively High,"2,887.00",0.01,"96,899.73","99,786.73",98.53,Very High,0.00,0.00,49.96,"78,462.71",96.08,Very High,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,"4,381.00",71.12,0.72,"638,435,481.00","6,931.00","94,954,700,000.00","95,593,135,481.00",0.00,0.00,Relatively High,"1,461.69",0.01,"75,377.49","76,839.18",97.20,Very High,0.00,0.00,38.39,"60,418.96",93.12,Relatively High,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,714.00,72.72,0.50,"381,888,273.00","3,609.00","49,443,300,000.00","49,825,188,273.00",0.00,0.00,Relatively High,889.85,0.00,"39,661.44","40,551.28",89.01,Relatively High,0.00,0.00,42.36,"35,608.76",82.20,Relatively High,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,782.00,46.00,0.19,"237,916,277.00","3,400.00","46,580,000,000.00","46,817,916,277.00",0.00,0.00,Relatively High,360.31,0.00,"24,264.81","24,625.13",75.01,Relatively Moderate,0.00,0.00,27.67,"19,362.84",63.39,Relatively Moderate,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,"1,686.00",60.50,0.67,"291,005,740.00","2,168.00","29,701,600,000.00","29,992,605,740.00",0.00,0.00,Relatively High,547.87,0.00,"18,839.29","19,387.16",66.82,Relatively Moderate,0.00,0.00,46.98,"15,244.20",55.52,Relatively Moderate,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,"2,300.00",60.62,0.23,"398,034,765.00","4,275.00","58,567,500,000.00","58,965,534,765.00",0.00,0.00,Relatively High,791.79,0.00,"39,879.52","40,671.31",89.07,Relatively High,0.00,0.00,37.54,"31,980.02",79.24,Relatively High,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,345.00,69.00,0.10,"236,011,376.00","2,217.00","30,372,900,000.00","30,608,911,376.00",0.00,0.00,Relatively High,536.14,0.00,"23,733.13","24,269.27",74.51,Relatively Moderate,0.00,0.00,42.31,"19,083.03",62.91,Relatively Moderate,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,499.00,71.91,0.16,"407,826,059.00","3,661.00","50,155,700,000.00","50,563,526,059.00",0.00,0.00,Relatively High,966.62,0.00,"41,015.76","41,982.38",89.73,Relatively High,0.00,0.00,43.91,"33,010.92",80.17,Relatively High,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,"3,069.00",54.95,0.42,"506,980,367.00","5,762.00","78,939,400,000.00","79,446,380,367.00",0.00,0.00,Relatively High,920.65,0.00,"48,294.12","49,214.76",92.61,Relatively High,0.00,0.00,35.33,"60,054.75",93.03,Relatively High,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,"15,253.00",66.07,7.70,"810,259,743.00","2,341.00","32,071,700,000.00","32,881,959,743.00",0.00,0.00,Relatively High,"1,751.59",0.00,"24,362.90","26,114.49",76.84,Relatively High,0.00,0.00,71.70,"40,080.96",85.23,Relatively High,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,"1,484.00",70.80,1.07,"404,871,278.00","2,179.00","29,852,300,000.00","30,257,171,278.00",0.00,0.00,Relatively High,938.71,0.00,"24,293.83","25,232.54",75.80,Relatively Moderate,0.00,0.00,57.53,"19,840.45",64.24,Relatively Moderate,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,"1,971.00",70.73,0.83,"566,127,926.00","1,240.00","16,988,000,000.00","17,554,127,926.00",0.00,0.00,Relatively High,"1,309.39",0.00,"14,107.54","15,416.93",58.75,Relatively Moderate,0.00,0.00,77.87,"14,128.98",53.05,Relatively Moderate,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,"1,817.00",76.95,5.10,"71,617,416.00",38.00,"520,600,000.00","592,217,416.00",0.00,0.00,Relatively High,181.24,0.00,453.96,635.20,3.00,Very Low,0.00,0.00,96.09,499.46,1.79,Very Low,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,"5,140.00",74.46,2.01,"868,597,257.00","4,408.00","60,389,600,000.00","61,258,197,257.00",0.00,0.00,Relatively High,"2,152.72",0.00,"52,013.58","54,166.31",93.88,Relatively High,0.00,0.00,59.86,"42,591.19",86.63,Relatively High,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,"2,747.00",77.14,0.36,"321,665,541.00","3,027.00","41,469,900,000.00","41,791,565,541.00",0.00,0.00,Relatively High,824.83,0.00,"36,910.08","37,734.92",87.30,Relatively High,0.00,0.00,43.16,"38,588.65",84.26,Relatively High,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,"2,777.00",75.97,0.28,"230,807,235.00","4,032.00","55,238,400,000.00","55,469,207,235.00",0.00,0.00,Relatively High,574.97,0.00,"47,168.07","47,743.04",92.12,Relatively High,0.00,0.00,28.63,"48,100.55",89.23,Relatively High,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,"6,607.00",73.28,0.93,"372,338,837.00","3,973.00","54,430,100,000.00","54,802,438,837.00",0.00,0.00,Relatively High,896.86,0.00,"45,052.03","45,948.89",91.47,Relatively High,0.00,0.00,39.52,"41,855.41",86.26,Relatively High,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,"15,397.00",80.96,28.67,"855,249,825.00","8,147.00","111,613,900,000.00","112,469,149,825.00",0.00,0.00,Relatively High,"2,251.24",0.01,"100,046.38","102,297.62",98.63,Very High,0.00,0.00,43.70,"102,179.03",97.87,Very High,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,"1,463.00",77.00,0.25,"352,570,005.00","3,847.00","52,703,900,000.00","53,056,470,005.00",0.00,0.00,Relatively High,893.79,0.00,"45,957.16","46,850.94",91.82,Relatively High,0.00,0.00,39.32,"42,924.20",86.81,Relatively High,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,308.00,77.00,0.10,"158,468,843.00","2,110.00","28,907,000,000.00","29,065,468,843.00",0.00,0.00,Relatively High,401.73,0.00,"25,206.55","25,608.28",76.28,Relatively High,0.00,0.00,34.49,"20,135.89",64.71,Relatively Moderate,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,"1,025.00",78.89,0.28,"258,321,693.00","2,779.00","38,072,300,000.00","38,330,621,693.00",0.00,0.00,Relatively High,672.52,0.00,"33,818.54","34,491.06",85.10,Relatively High,0.00,0.00,40.18,"27,120.46",74.25,Relatively Moderate,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,"2,304.00",80.92,1.69,"395,010,992.00","3,226.00","44,196,200,000.00","44,591,210,992.00",0.00,0.00,Relatively High,"1,028.95",0.00,"39,457.01","40,485.96",88.97,Relatively High,0.00,0.00,47.64,"31,834.28",79.10,Relatively High,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,"5,647.00",74.51,1.10,"556,424,387.00","5,317.00","72,842,900,000.00","73,399,324,387.00",0.00,0.00,Relatively High,"1,392.34",0.00,"62,693.67","64,086.01",95.71,Very High,0.00,0.00,42.70,"50,391.09",90.15,Relatively High,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,539.00,77.00,0.47,"371,108,131.00","2,726.00","37,346,200,000.00","37,717,308,131.00",0.00,0.00,Relatively High,940.78,0.00,"32,565.43","33,506.21",84.32,Relatively High,0.00,0.00,50.23,"26,346.07",73.36,Relatively Moderate,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,539.00,77.00,0.27,"232,625,806.00","2,800.00","38,360,000,000.00","38,592,625,806.00",0.00,0.00,Relatively High,589.72,0.00,"33,449.45","34,039.17",84.73,Relatively High,0.00,0.00,36.87,"26,765.14",73.84,Relatively Moderate,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,"2,125.00",85.00,0.42,"686,875,059.00","6,490.00","88,913,000,000.00","89,599,875,059.00",0.00,0.00,Relatively High,"1,922.18",0.01,"85,586.22","87,508.41",97.98,Very High,0.00,0.00,44.26,"97,052.04",97.62,Very High,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,"5,109.00",78.05,0.76,"483,648,857.00","3,331.00","45,634,700,000.00","46,118,348,857.00",0.00,0.00,Relatively High,"1,268.22",0.00,"41,539.22","42,807.44",90.10,Relatively High,0.00,0.00,52.22,"44,419.46",87.55,Relatively High,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,"1,381.00",80.05,0.31,"327,018,152.00","3,250.00","44,525,000,000.00","44,852,018,152.00",0.00,0.00,Relatively High,887.37,0.00,"41,981.54","42,868.91",90.13,Relatively High,0.00,0.00,42.29,"65,666.18",94.22,Relatively High,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,"3,850.00",77.00,1.16,"842,964,755.00","3,591.00","49,196,700,000.00","50,039,664,755.00",0.00,0.00,Relatively High,"2,136.97",0.00,"42,898.92","45,035.89",91.10,Relatively High,0.00,0.00,64.68,"56,944.31",92.23,Relatively High,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,"6,711.00",80.84,0.32,"450,538,176.00","6,985.00","95,694,500,000.00","96,145,038,176.00",0.00,0.00,Relatively High,"1,199.15",0.01,"87,610.41","88,809.56",98.07,Very High,0.00,0.00,31.58,"96,315.47",97.57,Very High,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,"2,635.00",85.00,0.16,"226,703,522.00","4,056.00","55,567,200,000.00","55,793,903,522.00",0.00,0.00,Relatively High,634.42,0.00,"53,488.09","54,122.51",93.87,Relatively High,0.00,0.00,28.99,"51,088.77",90.37,Relatively High,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,"2,385.00",83.34,0.43,"635,604,840.00","5,304.00","72,664,800,000.00","73,300,404,840.00",0.00,0.00,Relatively High,"1,751.80",0.00,"68,238.12","69,989.92",96.51,Very High,0.00,0.00,47.82,"74,014.95",95.51,Relatively High,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,"4,032.00",85.55,0.65,"486,847,501.00","4,026.00","55,156,200,000.00","55,643,047,501.00",0.00,0.00,Relatively High,"1,392.84",0.00,"54,656.26","56,049.11",94.28,Relatively High,0.00,0.00,48.01,"53,466.98",91.22,Relatively High,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,"4,313.00",86.22,0.39,"515,037,267.00","3,820.00","52,334,000,000.00","52,849,037,267.00",0.00,0.00,Relatively High,"1,460.14",0.00,"51,154.70","52,614.84",93.49,Relatively High,0.00,0.00,51.18,"47,963.59",89.17,Relatively High,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,"2,231.00",82.22,0.19,"318,609,165.00","3,103.00","42,511,100,000.00","42,829,709,165.00",0.00,0.00,Relatively High,861.53,0.00,"39,787.93","40,649.47",89.05,Relatively High,0.00,0.00,42.92,"46,061.07",88.32,Relatively High,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,"1,922.00",72.52,0.32,"404,962,635.00","5,128.00","70,253,600,000.00","70,658,562,635.00",0.00,0.00,Relatively High,969.74,0.00,"57,928.99","58,898.73",94.84,Relatively High,0.00,0.00,35.20,"56,568.77",92.12,Relatively High,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,"4,101.00",87.25,0.77,"770,563,241.00","4,579.00","62,732,300,000.00","63,502,863,241.00",0.00,0.00,Relatively High,"2,241.77",0.00,"62,111.45","64,353.22",95.75,Very High,0.00,0.00,57.85,"58,786.24",92.73,Relatively High,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,"3,593.00",86.88,0.92,"766,428,744.00","5,529.00","75,747,300,000.00","76,513,728,744.00",0.00,0.00,Relatively High,"2,207.23",0.01,"75,546.81","77,754.04",97.28,Very High,0.00,0.00,51.93,"61,138.32",93.29,Relatively High,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,"2,730.00",79.92,0.35,"271,634,712.00","3,121.00","42,757,700,000.00","43,029,334,712.00",0.00,0.00,Relatively High,721.65,0.00,"39,060.92","39,782.57",88.58,Relatively High,0.00,0.00,38.53,"37,771.42",83.70,Relatively High,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,"2,038.00",82.90,0.90,"333,238,530.00","1,742.00","23,865,400,000.00","24,198,638,530.00",0.00,0.00,Relatively High,912.17,0.00,"22,602.37","23,514.55",73.40,Relatively Moderate,0.00,0.00,60.26,"18,489.59",61.89,Relatively Moderate,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,"2,404.00",85.98,0.50,"519,880,837.00","4,102.00","56,197,400,000.00","56,717,280,837.00",0.00,0.00,Relatively High,"1,472.75",0.00,"54,840.11","56,312.86",94.34,Relatively High,0.00,0.00,49.43,"44,279.03",87.48,Relatively High,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,"1,766.00",79.35,0.53,"623,085,308.00","4,906.00","67,212,200,000.00","67,835,285,308.00",0.00,0.00,Relatively High,"1,631.75",0.00,"60,620.77","62,252.52",95.42,Very High,0.00,0.00,48.60,"77,911.34",96.01,Very High,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,"2,229.00",83.26,0.41,"501,774,551.00","2,416.00","33,099,200,000.00","33,600,974,551.00",0.00,0.00,Relatively High,"1,372.72",0.00,"31,045.30","32,418.02",83.39,Relatively High,0.00,0.00,62.58,"25,490.42",72.36,Relatively Moderate,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,"6,030.00",82.27,28.07,"594,642,397.00","3,224.00","44,168,800,000.00","44,763,442,397.00",0.00,0.00,Relatively High,"1,713.78",0.00,"43,847.88","45,561.67",91.31,Relatively High,0.00,0.00,59.84,"35,825.33",82.37,Relatively High,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,"2,531.00",87.54,0.31,"389,340,730.00","2,645.00","36,236,500,000.00","36,625,840,730.00",0.00,0.00,Relatively High,"1,119.33",0.00,"35,873.84","36,993.17",86.83,Relatively High,0.00,0.00,53.78,"33,697.53",80.76,Relatively High,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,"2,630.00",84.59,1.56,"436,306,311.00","3,223.00","44,155,100,000.00","44,591,406,311.00",0.00,0.00,Relatively High,"1,219.19",0.00,"42,426.62","43,645.80",90.50,Relatively High,0.00,0.00,51.24,"56,597.82",92.13,Relatively High,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,"4,431.00",88.11,8.45,"462,373,475.00","3,526.00","48,306,200,000.00","48,768,573,475.00",0.00,0.00,Relatively High,"1,285.23",0.00,"46,183.20","47,468.43",92.03,Relatively High,0.00,0.00,50.31,"37,324.62",83.41,Relatively High,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,"1,386.00",77.00,0.27,"389,450,935.00","3,931.00","53,854,700,000.00","54,244,150,935.00",0.00,0.00,Relatively High,987.28,0.00,"46,960.64","47,947.92",92.20,Relatively High,0.00,0.00,41.36,"37,701.65",83.67,Relatively High,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,"1,853.00",73.66,0.31,"348,533,211.00","3,275.00","44,867,500,000.00","45,216,033,211.00",0.00,0.00,Relatively High,851.25,0.00,"37,633.27","38,484.51",87.77,Relatively High,0.00,0.00,43.02,"50,788.66",90.27,Relatively High,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,515.00,71.91,0.10,"205,507,773.00","1,737.00","23,796,900,000.00","24,002,407,773.00",0.00,0.00,Relatively High,490.20,0.00,"18,594.70","19,084.90",66.29,Relatively Moderate,0.00,0.00,47.09,"16,799.24",58.68,Relatively Moderate,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,"1,487.00",77.35,0.12,"299,381,979.00","3,242.00","44,415,400,000.00","44,714,781,979.00",0.00,0.00,Relatively High,760.34,0.00,"38,833.94","39,594.29",88.43,Relatively High,0.00,0.00,39.51,"40,737.79",85.63,Relatively High,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,"1,124.00",79.16,0.50,"260,775,098.00","2,595.00","35,551,500,000.00","35,812,275,098.00",0.00,0.00,Relatively High,701.43,0.00,"32,747.18","33,448.62",84.27,Relatively High,0.00,0.00,42.59,"26,300.78",73.30,Relatively Moderate,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,"2,855.00",80.11,0.49,"270,585,252.00","2,936.00","40,223,200,000.00","40,493,785,252.00",0.00,0.00,Relatively High,712.70,0.00,"36,535.92","37,248.63",86.99,Relatively High,0.00,0.00,39.83,"29,288.75",76.63,Relatively Moderate,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,"1,305.00",88.11,0.28,"388,311,615.00","1,934.00","26,495,800,000.00","26,884,111,615.00",0.00,0.00,Relatively High,"1,127.75",0.00,"25,938.53","27,066.28",77.97,Relatively High,0.00,0.00,62.64,"24,603.53",71.25,Relatively Moderate,December 2025
