OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Lightning - Number of Events,Lightning - Annualized Frequency,Lightning - Exposure - Impacted Area (sq mi),Lightning - Exposure - Building Value,Lightning - Exposure - Population,Lightning - Exposure - Population Equivalence,Lightning - Exposure - Total,Lightning - Historic Loss Ratio - Buildings,Lightning - Historic Loss Ratio - Population,Lightning - Historic Loss Ratio - Total Rating,Lightning - Expected Annual Loss - Building Value,Lightning - Expected Annual Loss - Population,Lightning - Expected Annual Loss - Population Equivalence,Lightning - Expected Annual Loss - Total,Lightning - Expected Annual Loss Score,Lightning - Expected Annual Loss Rating,Lightning - Expected Annual Loss Rate - Building,Lightning - Expected Annual Loss Rate - Population,Lightning - Expected Annual Loss Rate - National Percentile,Lightning - Hazard Type Risk Index Value,Lightning - Hazard Type Risk Index Score,Lightning - Hazard Type Risk Index Rating,National Risk Index Version
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,"2,505.00",83.00,0.11,"677,184,256.00","5,114.00","70,061,800,000.00","70,738,984,256.00",0.00,0.00,Relatively High,"1,869.29",0.00,"67,166.02","69,035.31",96.39,Very High,0.00,0.00,50.17,"93,641.38",97.40,Very High,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,"3,780.00",84.09,0.39,"936,277,982.00",559.00,"7,658,300,000.00","8,594,577,982.00",0.00,0.00,Relatively High,"2,596.98",0.00,"7,310.94","9,907.92",44.27,Relatively Low,0.00,0.00,95.74,"17,347.07",59.73,Relatively Moderate,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,"3,975.00",89.64,0.12,"2,136,812,541.00","1,627.00","22,289,900,000.00","24,426,712,541.00",0.00,0.00,Relatively High,"6,299.68",0.00,"22,593.35","28,893.03",80.06,Relatively High,0.00,0.00,94.33,"38,161.21",83.98,Relatively High,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,"2,494.00",77.90,0.06,"207,696,099.00","1,618.00","22,166,600,000.00","22,374,296,099.00",0.00,0.00,Relatively High,520.14,0.00,"19,085.23","19,605.37",67.20,Relatively Moderate,0.00,0.00,48.41,"27,701.26",74.92,Relatively Moderate,December 2025
24139,T15003004102,Hawaii,HI,15,Honolulu,County,003,15003,004102,15003004102,2438,"1,008,125,851.00",0.00,0.20,"5,277.00",79.28,0.20,"1,008,125,851.00","2,438.00","33,400,600,000.00","34,408,725,851.00",0.00,0.00,Relatively High,"2,657.09",0.00,"30,080.81","32,737.89",83.65,Relatively High,0.00,0.00,77.90,"49,689.13",89.90,Relatively High,December 2025
24140,T15003004201,Hawaii,HI,15,Honolulu,County,003,15003,004201,15003004201,1602,"197,439,868.00",0.00,0.01,276.00,92.00,0.01,"197,439,868.00","1,602.00","21,947,400,000.00","22,144,839,868.00",0.00,0.00,Relatively High,598.03,0.00,"22,866.02","23,464.05",73.32,Relatively Moderate,0.00,0.00,49.12,"32,582.44",79.78,Relatively High,December 2025
24141,T15003004202,Hawaii,HI,15,Honolulu,County,003,15003,004202,15003004202,1901,"191,182,044.00",0.00,0.09,"1,784.00",82.78,0.09,"191,182,044.00","1,901.00","26,043,700,000.00","26,234,882,044.00",0.00,0.00,Relatively High,521.05,0.00,"24,725.13","25,246.18",75.82,Relatively Moderate,0.00,0.00,42.24,"30,526.39",77.83,Relatively Moderate,December 2025
24142,T15003004301,Hawaii,HI,15,Honolulu,County,003,15003,004301,15003004301,2273,"278,320,938.00",0.00,0.37,"1,326.00",74.98,0.37,"278,320,938.00","2,273.00","31,140,100,000.00","31,418,420,938.00",0.00,0.00,Relatively High,690.79,0.00,"26,527.77","27,218.56",78.14,Relatively High,0.00,0.00,47.08,"30,904.70",78.19,Relatively High,December 2025
24143,T15003004302,Hawaii,HI,15,Honolulu,County,003,15003,004302,15003004302,3313,"483,764,356.00",0.00,0.15,"2,372.00",76.20,0.15,"483,764,356.00","3,313.00","45,388,100,000.00","45,871,864,356.00",0.00,0.00,Relatively High,"1,217.80",0.00,"39,149.66","40,367.46",88.91,Relatively High,0.00,0.00,52.24,"53,401.51",91.19,Relatively High,December 2025
24144,T15003004401,Hawaii,HI,15,Honolulu,County,003,15003,004401,15003004401,2536,"340,680,166.00",0.00,0.19,"1,240.00",62.00,0.19,"340,680,166.00","2,536.00","34,743,200,000.00","35,083,880,166.00",0.00,0.00,Relatively High,695.40,0.00,"24,393.90","25,089.30",75.64,Relatively Moderate,0.00,0.00,47.52,"23,984.18",70.45,Relatively Moderate,December 2025
24145,T15003004402,Hawaii,HI,15,Honolulu,County,003,15003,004402,15003004402,2550,"304,794,320.00",0.00,1.26,"1,401.00",67.90,1.26,"304,794,320.00","2,550.00","34,935,000,000.00","35,239,794,320.00",0.00,0.00,Relatively High,652.10,0.00,"25,418.32","26,070.42",76.79,Relatively High,0.00,0.00,44.99,"34,386.52",81.30,Relatively High,December 2025
24146,T15003004500,Hawaii,HI,15,Honolulu,County,003,15003,004500,15003004500,5360,"1,152,513,114.00",0.00,3.10,"3,263.00",70.58,3.10,"1,152,513,114.00","5,360.00","73,432,000,000.00","74,584,513,114.00",0.00,0.00,Relatively High,"2,350.18",0.00,"52,185.51","54,535.69",93.97,Relatively High,0.00,0.00,60.07,"64,235.52",93.92,Relatively High,December 2025
24147,T15003004600,Hawaii,HI,15,Honolulu,County,003,15003,004600,15003004600,3883,"807,788,422.00",0.00,2.68,"3,841.00",73.36,2.68,"807,788,422.00","3,883.00","53,197,100,000.00","54,004,888,422.00",0.00,0.00,Relatively High,"1,667.87",0.00,"37,413.00","39,080.87",88.14,Relatively High,0.00,0.00,59.90,"41,159.64",85.89,Relatively High,December 2025
24148,T15003004701,Hawaii,HI,15,Honolulu,County,003,15003,004701,15003004701,2305,"415,642,967.00",0.00,0.24,"1,050.00",68.27,0.24,"415,642,967.00","2,305.00","31,578,500,000.00","31,994,142,967.00",0.00,0.00,Relatively High,933.58,0.00,"24,334.55","25,268.13",75.86,Relatively Moderate,0.00,0.00,56.86,"28,126.40",75.41,Relatively Moderate,December 2025
24149,T15003004702,Hawaii,HI,15,Honolulu,County,003,15003,004702,15003004702,2477,"649,481,877.00",0.00,0.30,"2,044.00",72.55,0.30,"649,481,877.00","2,477.00","33,934,900,000.00","34,584,381,877.00",0.00,0.00,Relatively High,"1,558.27",0.00,"28,193.34","29,751.61",80.96,Relatively High,0.00,0.00,66.79,"33,152.53",80.31,Relatively High,December 2025
24150,T15003004801,Hawaii,HI,15,Honolulu,County,003,15003,004801,15003004801,3079,"822,039,718.00",0.00,1.17,"2,696.00",78.38,1.17,"822,039,718.00","3,079.00","42,182,300,000.00","43,004,339,718.00",0.00,0.00,Relatively High,"2,251.41",0.00,"40,152.02","42,403.42",89.93,Relatively High,0.00,0.00,68.35,"33,341.98",80.45,Relatively High,December 2025
24151,T15003004802,Hawaii,HI,15,Honolulu,County,003,15003,004802,15003004802,3873,"432,960,000.00",0.00,0.20,"2,953.00",86.42,0.20,"432,960,000.00","3,873.00","53,060,100,000.00","53,493,060,000.00",0.00,0.00,Relatively High,"1,234.08",0.00,"51,938.18","53,172.26",93.63,Relatively High,0.00,0.00,46.02,"52,638.10",90.92,Relatively High,December 2025
24152,T15003004900,Hawaii,HI,15,Honolulu,County,003,15003,004900,15003004900,3351,"397,146,538.00",0.00,0.16,"1,447.00",84.29,0.16,"397,146,538.00","3,351.00","45,908,700,000.00","46,305,846,538.00",0.00,0.00,Relatively High,"1,119.77",0.00,"43,796.83","44,916.60",91.04,Relatively High,0.00,0.00,47.94,"66,181.59",94.31,Relatively High,December 2025
24153,T15003005000,Hawaii,HI,15,Honolulu,County,003,15003,005000,15003005000,4106,"869,129,630.00",0.00,0.21,"2,494.00",80.34,0.21,"869,129,630.00","4,106.00","56,252,200,000.00","57,121,329,630.00",0.00,0.00,Relatively High,"2,403.86",0.00,"52,038.76","54,442.62",93.94,Relatively High,0.00,0.00,63.73,"71,451.37",95.15,Relatively High,December 2025
24154,T15003005100,Hawaii,HI,15,Honolulu,County,003,15003,005100,15003005100,2905,"267,472,840.00",0.00,0.07,"1,012.00",92.00,0.07,"267,472,840.00","2,905.00","39,798,500,000.00","40,065,972,840.00",0.00,0.00,Relatively High,810.15,0.00,"41,464.29","42,274.44",89.85,Relatively High,0.00,0.00,41.02,"72,786.16",95.35,Relatively High,December 2025
24155,T15003005200,Hawaii,HI,15,Honolulu,County,003,15003,005200,15003005200,3000,"327,103,580.00",0.00,0.08,"1,932.00",92.00,0.08,"327,103,580.00","3,000.00","41,100,000,000.00","41,427,103,580.00",0.00,0.00,Relatively High,990.77,0.00,"42,820.26","43,811.03",90.57,Relatively High,0.00,0.00,45.61,"75,845.92",95.75,Relatively High,December 2025
24156,T15003005300,Hawaii,HI,15,Honolulu,County,003,15003,005300,15003005300,4235,"337,835,440.00",0.00,0.14,"1,380.00",92.00,0.14,"337,835,440.00","4,235.00","58,019,500,000.00","58,357,335,440.00",0.00,0.00,Relatively High,"1,023.27",0.00,"60,447.93","61,471.21",95.29,Very High,0.00,0.00,37.34,"86,890.65",96.89,Very High,December 2025
24157,T15003005400,Hawaii,HI,15,Honolulu,County,003,15003,005400,15003005400,1545,"49,331,926.00",0.00,0.03,276.00,92.00,0.03,"49,331,926.00","1,545.00","21,166,500,000.00","21,215,831,926.00",0.00,0.00,Relatively High,149.42,0.00,"22,052.43","22,201.86",71.48,Relatively Moderate,0.00,0.00,20.51,"37,778.69",83.71,Relatively High,December 2025
24158,T15003005500,Hawaii,HI,15,Honolulu,County,003,15003,005500,15003005500,2157,"160,087,370.00",0.00,0.08,"1,274.00",91.36,0.08,"160,087,370.00","2,157.00","29,550,900,000.00","29,710,987,370.00",0.00,0.00,Relatively High,482.14,0.00,"30,609.66","31,091.80",82.20,Relatively High,0.00,0.00,35.53,"38,436.86",84.17,Relatively High,December 2025
24159,T15003005601,Hawaii,HI,15,Honolulu,County,003,15003,005601,15003005601,1808,"172,993,730.00",0.00,0.06,"2,039.00",88.54,0.06,"172,993,730.00","1,808.00","24,769,600,000.00","24,942,593,730.00",0.00,0.00,Relatively High,504.05,0.00,"24,824.58","25,328.63",75.95,Relatively Moderate,0.00,0.00,41.79,"34,743.58",81.57,Relatively High,December 2025
24160,T15003005602,Hawaii,HI,15,Honolulu,County,003,15003,005602,15003005602,5124,"537,892,741.00",0.00,0.31,"4,503.00",87.55,0.31,"537,892,741.00","5,124.00","70,198,800,000.00","70,736,692,741.00",0.00,0.00,Relatively High,"1,562.32",0.01,"70,397.52","71,959.84",96.73,Very High,0.00,0.00,44.21,"56,582.31",92.13,Relatively High,December 2025
24161,T15003005700,Hawaii,HI,15,Honolulu,County,003,15003,005700,15003005700,2483,"2,389,813,804.00",0.00,2.32,"8,556.00",81.20,1.58,"2,389,813,804.00","2,483.00","34,017,100,000.00","36,406,913,804.00",0.00,0.00,Relatively High,"6,502.64",0.00,"33,620.58","40,123.21",88.75,Relatively High,0.00,0.00,90.76,"67,206.63",94.50,Relatively High,December 2025
24162,T15003005800,Hawaii,HI,15,Honolulu,County,003,15003,005800,15003005800,3322,"684,910,317.00",0.00,0.20,"4,019.00",80.67,0.20,"684,910,317.00","3,322.00","45,511,400,000.00","46,196,310,317.00",0.00,0.00,Relatively High,"1,820.99",0.00,"41,856.34","43,677.33",90.52,Relatively High,0.00,0.00,61.87,"74,303.18",95.55,Relatively High,December 2025
24163,T15003005900,Hawaii,HI,15,Honolulu,County,003,15003,005900,15003005900,2981,"2,040,438,884.00",0.00,1.02,"6,275.00",73.27,0.93,"2,040,438,884.00","2,981.00","40,839,700,000.00","42,880,138,884.00",0.00,0.00,Relatively High,"4,762.72",0.00,"32,722.67","37,485.39",87.15,Relatively High,0.00,0.00,85.95,"63,083.90",93.71,Relatively High,December 2025
24164,T15003006000,Hawaii,HI,15,Honolulu,County,003,15003,006000,15003006000,5661,"988,129,105.00",0.00,0.28,"4,588.00",83.46,0.28,"988,129,105.00","5,661.00","77,555,700,000.00","78,543,829,105.00",0.00,0.00,Relatively High,"2,705.89",0.01,"71,778.32","74,484.20",96.99,Very High,0.00,0.00,58.48,"80,877.76",96.33,Very High,December 2025
24165,T15003006100,Hawaii,HI,15,Honolulu,County,003,15003,006100,15003006100,4517,"467,418,708.00",0.00,0.19,"3,655.00",85.00,0.19,"467,418,708.00","4,517.00","61,882,900,000.00","62,350,318,708.00",0.00,0.00,Relatively High,"1,308.05",0.00,"59,567.48","60,875.53",95.18,Very High,0.00,0.00,43.68,"47,866.68",89.13,Relatively High,December 2025
24166,T15003006202,Hawaii,HI,15,Honolulu,County,003,15003,006202,15003006202,2705,"118,005,866.00",0.00,0.06,850.00,85.00,0.06,"118,005,866.00","2,705.00","37,058,500,000.00","37,176,505,866.00",0.00,0.00,Relatively High,330.23,0.00,"35,671.91","36,002.15",86.20,Relatively High,0.00,0.00,24.66,"41,255.64",85.94,Relatively High,December 2025
24167,T15003006203,Hawaii,HI,15,Honolulu,County,003,15003,006203,15003006203,6425,"390,941,978.00",0.00,0.19,"1,700.00",85.00,0.19,"390,941,978.00","6,425.00","88,022,500,000.00","88,413,441,978.00",0.00,0.00,Relatively High,"1,094.03",0.01,"84,729.04","85,823.07",97.88,Very High,0.00,0.00,30.72,"67,483.03",94.55,Relatively High,December 2025
24168,T15003006301,Hawaii,HI,15,Honolulu,County,003,15003,006301,15003006301,4068,"411,213,205.00",0.00,0.31,"2,542.00",84.31,0.31,"411,213,205.00","4,068.00","55,731,600,000.00","56,142,813,205.00",0.00,0.00,Relatively High,"1,145.07",0.00,"53,316.81","54,461.88",93.95,Relatively High,0.00,0.00,43.01,"56,520.32",92.11,Relatively High,December 2025
24169,T15003006302,Hawaii,HI,15,Honolulu,County,003,15003,006302,15003006302,3152,"145,872,126.00",0.00,0.26,"1,522.00",83.34,0.26,"145,872,126.00","3,152.00","43,182,400,000.00","43,328,272,126.00",0.00,0.00,Relatively High,402.53,0.00,"40,978.06","41,380.59",89.42,Relatively High,0.00,0.00,25.54,"44,380.03",87.53,Relatively High,December 2025
24170,T15003006401,Hawaii,HI,15,Honolulu,County,003,15003,006401,15003006401,2362,"182,133,804.00",0.00,0.08,595.00,85.00,0.08,"182,133,804.00","2,362.00","32,359,400,000.00","32,541,533,804.00",0.00,0.00,Relatively High,509.69,0.00,"31,148.64","31,658.33",82.75,Relatively High,0.00,0.00,35.99,"24,893.07",71.63,Relatively Moderate,December 2025
24171,T15003006402,Hawaii,HI,15,Honolulu,County,003,15003,006402,15003006402,6393,"610,563,234.00",0.00,0.99,"4,937.00",78.92,0.99,"610,563,234.00","6,393.00","87,584,100,000.00","88,194,663,234.00",0.00,0.00,Relatively High,"1,684.44",0.01,"83,072.02","84,756.46",97.81,Very High,0.00,0.00,41.31,"66,644.35",94.41,Relatively High,December 2025
24172,T15003006500,Hawaii,HI,15,Honolulu,County,003,15003,006500,15003006500,4694,"488,628,411.00",0.00,3.78,"3,437.00",77.02,3.78,"488,628,411.00","4,694.00","64,307,800,000.00","64,796,428,411.00",0.00,0.00,Relatively High,"1,286.50",0.00,"58,150.03","59,436.53",94.93,Relatively High,0.00,0.00,43.23,"46,735.19",88.64,Relatively High,December 2025
24173,T15003006703,Hawaii,HI,15,Honolulu,County,003,15003,006703,15003006703,1725,"430,262,997.00",0.00,0.74,"1,447.00",80.54,0.74,"430,262,997.00","1,725.00","23,632,500,000.00","24,062,762,997.00",0.00,0.00,Relatively High,"1,128.16",0.00,"21,741.39","22,869.56",72.49,Relatively Moderate,0.00,0.00,66.04,"27,881.52",75.11,Relatively Moderate,December 2025
24174,T15003006704,Hawaii,HI,15,Honolulu,County,003,15003,006704,15003006704,7162,"1,225,132,334.00",0.00,7.13,"8,155.00",78.02,7.13,"1,225,132,334.00","7,162.00","98,119,400,000.00","99,344,532,334.00",0.00,0.00,Relatively High,"3,223.54",0.01,"88,255.42","91,478.96",98.20,Very High,0.00,0.00,57.31,"92,284.43",97.31,Very High,December 2025
24175,T15003006806,Hawaii,HI,15,Honolulu,County,003,15003,006806,15003006806,1758,"318,770,574.00",0.00,0.19,"2,547.00",88.08,0.19,"318,770,574.00","1,758.00","24,084,600,000.00","24,403,370,574.00",0.00,0.00,Relatively High,924.06,0.00,"23,999.90","24,923.97",75.40,Relatively Moderate,0.00,0.00,59.51,"28,032.84",75.29,Relatively Moderate,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,"170,276,353.00",0.00,0.39,"2,806.00",87.36,0.39,"170,276,353.00","2,374.00","32,523,800,000.00","32,694,076,353.00",0.00,0.00,Relatively High,509.05,0.00,"33,144.67","33,653.72",84.42,Relatively High,0.00,0.00,34.97,"26,462.06",73.50,Relatively Moderate,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,"94,559,770.00",0.00,0.37,"1,504.00",87.82,0.37,"94,559,770.00","1,047.00","14,343,900,000.00","14,438,459,770.00",0.00,0.00,Relatively High,277.40,0.00,"14,276.37","14,553.77",56.76,Relatively Moderate,0.00,0.00,40.67,"11,443.69",46.63,Relatively Low,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,"292,419,913.00",0.00,0.21,"2,018.00",84.66,0.21,"292,419,913.00","1,363.00","18,673,100,000.00","18,965,519,913.00",0.00,0.00,Relatively High,815.89,0.00,"17,919.70","18,735.58",65.62,Relatively Moderate,0.00,0.00,63.51,"24,897.87",71.63,Relatively Moderate,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,"611,856,922.00",0.00,0.72,"1,870.00",84.97,0.72,"611,856,922.00","4,680.00","64,116,000,000.00","64,727,856,922.00",0.00,0.00,Relatively High,"1,721.47",0.00,"62,131.54","63,853.01",95.68,Very High,0.00,0.00,50.24,"70,990.89",95.09,Relatively High,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,"189,112,844.00",0.00,0.03,340.00,85.00,0.03,"189,112,844.00","2,442.00","33,455,400,000.00","33,644,512,844.00",0.00,0.00,Relatively High,529.22,0.00,"32,203.63","32,732.85",83.64,Relatively High,0.00,0.00,36.09,"36,702.68",82.99,Relatively High,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,"193,287,813.00",0.00,0.03,255.00,85.00,0.03,"193,287,813.00","2,165.00","29,660,500,000.00","29,853,787,813.00",0.00,0.00,Relatively High,540.91,0.00,"28,550.72","29,091.63",80.28,Relatively High,0.00,0.00,39.68,"29,574.49",76.90,Relatively Moderate,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,"175,818,458.00",0.00,0.08,"1,170.00",84.74,0.08,"175,818,458.00","2,411.00","33,030,700,000.00","33,206,518,458.00",0.00,0.00,Relatively High,492.24,0.00,"31,583.90","32,076.14",83.12,Relatively High,0.00,0.00,34.92,"25,221.60",72.04,Relatively Moderate,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,"430,676,364.00",0.00,0.18,"4,166.00",79.06,0.18,"430,676,364.00","4,809.00","65,883,300,000.00","66,313,976,364.00",0.00,0.00,Relatively High,"1,120.13",0.00,"58,864.21","59,984.33",95.02,Relatively High,0.00,0.00,39.07,"76,123.80",95.79,Relatively High,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,"173,604,305.00",0.00,0.03,177.00,88.50,0.03,"173,604,305.00","1,695.00","23,221,500,000.00","23,395,104,305.00",0.00,0.00,Relatively High,505.83,0.00,"23,273.04","23,778.87",73.79,Relatively Moderate,0.00,0.00,43.66,"21,539.80",66.94,Relatively Moderate,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,"245,769,002.00",0.00,0.03,255.00,85.00,0.03,"245,769,002.00","2,646.00","36,250,200,000.00","36,495,969,002.00",0.00,0.00,Relatively High,687.77,0.00,"34,893.86","35,581.63",85.90,Relatively High,0.00,0.00,40.74,"37,179.73",83.31,Relatively High,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,"447,713,575.00",0.00,0.43,"4,505.00",85.00,0.43,"447,713,575.00","3,852.00","52,772,400,000.00","53,220,113,575.00",0.00,0.00,Relatively High,"1,252.90",0.00,"50,797.86","52,050.77",93.36,Relatively High,0.00,0.00,46.88,"40,927.73",85.76,Relatively High,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,"389,563,587.00",0.00,0.53,"2,636.00",68.63,0.53,"389,563,587.00","1,565.00","21,440,500,000.00","21,830,063,587.00",0.00,0.00,Relatively High,866.90,0.00,"17,082.80","17,949.70",64.14,Relatively Moderate,0.00,0.00,63.92,"14,113.92",53.02,Relatively Moderate,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,"240,902,864.00",0.00,0.59,"3,561.00",79.79,0.59,"240,902,864.00","2,100.00","28,770,000,000.00","29,010,902,864.00",0.00,0.00,Relatively High,658.58,0.00,"26,794.93","27,453.52",78.41,Relatively High,0.00,0.00,46.55,"21,586.81",67.02,Relatively Moderate,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,"529,727,819.00",0.00,0.48,"2,193.00",64.28,0.48,"529,727,819.00","3,043.00","41,689,100,000.00","42,218,827,819.00",0.00,0.00,Relatively High,"1,127.61",0.00,"30,070.06","31,197.67",82.31,Relatively High,0.00,0.00,55.63,"24,530.86",71.15,Relatively Moderate,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,"633,116,615.00",0.00,1.28,"9,708.00",62.46,1.09,"633,116,615.00","4,088.00","56,005,600,000.00","56,638,716,615.00",0.00,0.00,Relatively High,"1,301.53",0.00,"39,437.59","40,739.12",89.11,Relatively High,0.00,0.00,51.74,"32,033.33",79.28,Relatively High,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,"1,112,580,895.00",0.00,4.85,"16,635.00",70.34,4.85,"1,112,580,895.00","7,651.00","104,818,700,000.00","105,931,280,895.00",0.00,0.00,Relatively High,"2,546.95",0.01,"82,073.28","84,620.23",97.80,Very High,0.00,0.00,51.29,"66,537.23",94.38,Relatively High,December 2025
24192,T15003007504,Hawaii,HI,15,Honolulu,County,003,15003,007504,15003007504,3372,"348,843,389.00",0.00,0.42,"2,001.00",72.09,0.42,"348,843,389.00","3,372.00","46,196,400,000.00","46,545,243,389.00",0.00,0.00,Relatively High,814.34,0.00,"36,097.48","36,911.82",86.79,Relatively High,0.00,0.00,42.55,"61,322.51",93.32,Relatively High,December 2025
24193,T15003007507,Hawaii,HI,15,Honolulu,County,003,15003,007507,15003007507,6617,"1,472,487,079.00",0.00,8.74,"8,920.00",76.53,8.74,"1,472,487,079.00","6,617.00","90,652,900,000.00","92,125,387,079.00",0.00,0.00,Relatively High,"3,565.90",0.01,"74,164.77","77,730.67",97.28,Very High,0.00,0.00,63.50,"61,119.94",93.28,Relatively High,December 2025
24194,T15003007508,Hawaii,HI,15,Honolulu,County,003,15003,007508,15003007508,6965,"806,651,794.00",0.00,0.77,"5,842.00",81.72,0.77,"806,651,794.00","6,965.00","95,420,500,000.00","96,227,151,794.00",0.00,0.00,Relatively High,"2,163.76",0.01,"88,315.30","90,479.06",98.14,Very High,0.00,0.00,46.33,"71,144.05",95.11,Relatively High,December 2025
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,"5,544.00",69.00,0.96,"656,275,257.00","4,906.00","67,212,200,000.00","67,868,475,257.00",0.00,0.00,Relatively High,"1,490.85",0.00,"52,519.05","54,009.90",93.84,Relatively High,0.00,0.00,48.69,"64,597.71",94.00,Relatively High,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,"4,888.00",73.21,2.43,"983,354,968.00","5,487.00","75,171,900,000.00","76,155,254,968.00",0.00,0.00,Relatively High,"2,235.23",0.00,"58,808.66","61,043.90",95.21,Very High,0.00,0.00,56.88,"72,548.66",95.32,Relatively High,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,"1,566.00",70.15,0.18,"250,067,688.00","2,005.00","27,468,500,000.00","27,718,567,688.00",0.00,0.00,Relatively High,577.75,0.00,"21,883.17","22,460.92",71.87,Relatively Moderate,0.00,0.00,46.76,"28,128.81",75.41,Relatively Moderate,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,637.00,70.52,0.14,"566,790,774.00","5,292.00","72,500,400,000.00","73,067,190,774.00",0.00,0.00,Relatively High,"1,307.34",0.00,"57,310.89","58,618.23",94.80,Relatively High,0.00,0.00,42.69,"70,160.64",94.96,Relatively High,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,"3,342.00",72.22,0.75,"1,314,358,636.00","3,459.00","47,388,300,000.00","48,702,658,636.00",0.00,0.00,Relatively High,"3,105.59",0.00,"39,149.97","42,255.56",89.84,Relatively High,0.00,0.00,74.73,"33,225.72",80.37,Relatively High,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,"2,421.00",73.25,0.96,"677,696,119.00","3,363.00","46,073,100,000.00","46,750,796,119.00",0.00,0.00,Relatively High,"1,651.41",0.00,"38,491.54","40,142.95",88.77,Relatively High,0.00,0.00,60.66,"45,081.35",87.88,Relatively High,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,"1,460.00",73.00,0.29,"302,896,418.00","2,164.00","29,646,800,000.00","29,949,696,418.00",0.00,0.00,Relatively High,727.97,0.00,"24,508.70","25,236.68",75.81,Relatively Moderate,0.00,0.00,50.57,"30,053.28",77.37,Relatively Moderate,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,"1,282.00",71.03,0.21,"359,569,228.00","2,880.00","39,456,000,000.00","39,815,569,228.00",0.00,0.00,Relatively High,842.63,0.00,"31,941.43","32,784.06",83.69,Relatively High,0.00,0.00,46.94,"32,335.97",79.57,Relatively High,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,"2,230.00",74.39,0.59,"614,023,274.00","3,416.00","46,799,200,000.00","47,413,223,274.00",0.00,0.00,Relatively High,"1,509.25",0.00,"39,575.23","41,084.48",89.28,Relatively High,0.00,0.00,57.71,"47,515.68",88.97,Relatively High,December 2025
